basis	query_chrom	target_chrom	query_start	query_end	bp	windows	mean_delta	max_delta	mean_inter_identity	mean_same_identity
10:10	chr1	chr17	111870000	111872000	2000	1	0.120738	0.120738	0.906861	0.786124
10:10	chr1	chr4	116700000	116702000	2000	1	0.000500	0.000500	0.999000	0.998500
10:10	chr1	chr2	117602000	117604000	2000	1	0.087330	0.087330	0.371328	0.283998
10:10	chr1	chr3	117694000	117696000	2000	1	0.061481	0.061481	0.953137	0.891656
10:10	chr1	chr7	129296000	129298000	2000	1	0.004644	0.004644	0.968016	0.963372
10:10	chr1	chr14	129330000	129332000	2000	1	0.033832	0.033832	0.636850	0.603018
10:10	chr1	chr21	129338000	129340000	2000	1	0.037827	0.037827	0.816697	0.778870
10:10	chr1	chr22	129340000	129342000	2000	1	0.040922	0.040922	0.792434	0.751512
10:10	chr1	chr22	129348000	129350000	2000	1	0.036064	0.036064	0.782717	0.746653
10:10	chr1	chr14	129356000	129358000	2000	1	0.000755	0.000755	0.766169	0.765414
10:10	chr1	chr14	129370000	129372000	2000	1	0.004269	0.004269	0.742263	0.737994
10:10	chr1	chr14	129374000	129376000	2000	1	0.014077	0.014077	0.759563	0.745486
10:10	chr1	chr10	129496000	129498000	2000	1	0.023241	0.023241	0.986000	0.962759
10:10	chr1	chr14	129558000	129560000	2000	1	0.012773	0.012773	0.977256	0.964482
10:10	chr1	chr10	129574000	129576000	2000	1	0.139894	0.139894	0.992500	0.852606
10:10	chr1	chr21	129594000	129596000	2000	1	0.006741	0.006741	0.972000	0.965259
10:10	chr1	chr22	129632000	129634000	2000	1	0.049268	0.049268	0.979000	0.929732
10:10	chr1	chr14	129828000	129830000	2000	1	0.003928	0.003928	0.962000	0.958072
10:10	chr1	chr21	129890000	129892000	2000	1	0.415559	0.415559	0.812391	0.396831
10:10	chr1	chr10	129892000	129894000	2000	1	0.006000	0.006000	0.896500	0.890500
10:10	chr1	chr14	129894000	129896000	2000	1	0.005022	0.005022	0.724208	0.719186
10:10	chr1	chr14	129928000	129930000	2000	1	0.231657	0.231657	0.968369	0.736712
10:10	chr1	chr14	130664000	130666000	2000	1	0.243872	0.243872	0.990491	0.746619
10:10	chr1	chr22	130768000	130770000	2000	1	0.002985	0.002985	0.865672	0.862687
10:10	chr1	chr14	130770000	130772000	2000	1	0.581751	0.581751	0.875062	0.293311
10:10	chr1	chr22	130778000	130780000	2000	1	0.191227	0.191227	0.881000	0.689773
10:10	chr1	chr14	130780000	130782000	2000	1	0.140722	0.140722	0.908181	0.767459
10:10	chr1	chr14	130786000	130788000	2000	1	0.359736	0.359736	0.894802	0.535067
10:10	chr1	chr4	130874000	130876000	2000	1	0.028828	0.028828	0.534512	0.505684
10:10	chr1	chr14	130948000	130950000	2000	1	0.346884	0.346884	0.939235	0.592351
10:10	chr1	chr22	130952000	130954000	2000	1	0.178385	0.178385	0.968305	0.789921
10:10	chr1	chr22	131050000	131052000	2000	1	0.658242	0.658242	0.868586	0.210343
10:10	chr1	chr22	131054000	131056000	2000	1	0.001448	0.001448	0.522620	0.521173
10:10	chr1	chr22	131060000	131062000	2000	1	0.774852	0.774852	0.802317	0.027464
10:10	chr1	chr22	131090000	131092000	2000	1	0.681128	0.681128	0.940295	0.259167
10:10	chr1	chr22	131116000	131118000	2000	1	0.398800	0.398800	0.900824	0.502024
10:10	chr1	chr10	131648000	131650000	2000	1	0.004406	0.004406	0.798502	0.794096
10:10	chr10	chr1	4000	6000	2000	1	0.519545	0.519545	1.000000	0.480455
10:10	chr10	chr4	134470000	134472000	2000	1	0.743610	0.743610	0.988454	0.244844
10:10	chr11	chr21	134712000	134714000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr11	chr13	134714000	134716000	2000	1	0.388227	0.388227	0.997255	0.609028
10:10	chr12	chr10	0	2000	2000	1	0.000751	0.000751	0.999000	0.998250
10:10	chr12	chr15	2000	4000	2000	1	0.010747	0.010747	1.000000	0.989253
10:10	chr12	chr1	42830000	42832000	2000	1	0.189588	0.189588	0.754353	0.564765
10:10	chr12	chr9	46744000	46746000	2000	1	0.780614	0.780614	0.810171	0.029557
10:10	chr12	chr3	73416000	73418000	2000	1	0.002000	0.002000	0.990252	0.988253
10:10	chr12	chr16	80930000	80932000	2000	1	0.577954	0.577954	0.895028	0.317073
10:10	chr12	chr17	93064000	93066000	2000	1	0.260391	0.260391	0.985232	0.724841
10:10	chr12	chr17	101288000	101290000	2000	1	0.004499	0.004499	0.982754	0.978255
10:10	chr12	chr6	117534000	117536000	2000	1	0.918594	0.918594	0.947179	0.028585
10:10	chr13	chr3	1726000	1728000	2000	1	0.127837	0.127837	0.804805	0.676968
10:10	chr13	chr14	1728000	1730000	2000	1	0.000500	0.000500	0.967758	0.967258
10:10	chr13	chr21	1730000	1732000	2000	1	0.048033	0.048033	0.958260	0.910227
10:10	chr13	chr3	1732000	1734000	2000	1	0.207959	0.207959	0.993000	0.785041
10:10	chr13	chr14	2046000	2048000	2000	1	0.415490	0.415490	0.998500	0.583010
10:10	chr13	chr15	2064000	2066000	2000	1	0.563277	0.563277	0.993241	0.429965
10:10	chr13	chr14	2070000	2072000	2000	1	0.001734	0.001734	0.996245	0.994511
10:10	chr13	chr14	2130000	2132000	2000	1	0.002970	0.002970	0.995500	0.992530
10:10	chr13	chr22	2132000	2134000	2000	1	0.036911	0.036911	0.464030	0.427119
10:10	chr13	chr22	2146000	2148000	2000	1	0.000500	0.000500	0.997500	0.997000
10:10	chr13	chr22	2222000	2224000	2000	1	0.000997	0.000997	0.998502	0.997505
10:10	chr13	chr22	2254000	2256000	2000	1	0.000503	0.000503	0.997499	0.996995
10:10	chr13	chr22	2258000	2260000	2000	1	0.002994	0.002994	0.995509	0.992515
10:10	chr13	chr14	2434000	2436000	2000	1	0.412891	0.412891	0.978185	0.565294
10:10	chr13	chr21	2442000	2444000	2000	1	0.006498	0.006498	0.986254	0.979755
10:10	chr13	chr14	2444000	2446000	2000	1	0.001981	0.001981	0.989500	0.987519
10:10	chr13	chr21	2448000	2450000	2000	1	0.001500	0.001500	0.981000	0.979500
10:10	chr13	chr22	2450000	2452000	2000	1	0.268672	0.268672	0.992996	0.724324
10:10	chr13	chr22	2640000	2642000	2000	1	0.002000	0.002000	0.995500	0.993500
10:10	chr13	chr15	2642000	2644000	2000	1	0.000248	0.000248	0.993248	0.993000
10:10	chr13	chr22	2644000	2646000	2000	1	0.002000	0.002000	0.993748	0.991748
10:10	chr13	chr15	2648000	2650000	2000	1	0.002999	0.002999	0.996751	0.993752
10:10	chr13	chr15	2664000	2666000	2000	1	0.001247	0.001247	0.987000	0.985753
10:10	chr13	chr22	2666000	2668000	2000	1	0.009267	0.009267	0.977414	0.968147
10:10	chr13	chr21	2670000	2672000	2000	1	0.019432	0.019432	0.974000	0.954568
10:10	chr13	chr22	2698000	2700000	2000	1	0.001999	0.001999	0.995996	0.993997
10:10	chr13	chr21	2706000	2708000	2000	1	0.009500	0.009500	0.995000	0.985500
10:10	chr13	chr21	2910000	2912000	2000	1	0.150024	0.150024	0.986895	0.836871
10:10	chr13	chr15	2912000	2914000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr13	chr22	3954000	3956000	2000	1	0.000250	0.000250	0.999000	0.998749
10:10	chr13	chr22	3960000	3962000	2000	1	0.003835	0.003835	0.989415	0.985581
10:10	chr13	chr21	3968000	3970000	2000	1	0.002266	0.002266	0.998502	0.996236
10:10	chr13	chr21	3974000	3976000	2000	1	0.000250	0.000250	0.998251	0.998001
10:10	chr13	chr22	4014000	4016000	2000	1	0.280445	0.280445	0.997753	0.717308
10:10	chr13	chr15	4016000	4018000	2000	1	0.003261	0.003261	0.997000	0.993739
10:10	chr13	chr22	4026000	4028000	2000	1	0.002256	0.002256	0.997251	0.994995
10:10	chr13	chr15	4034000	4036000	2000	1	0.000498	0.000498	0.997504	0.997006
10:10	chr13	chr22	4036000	4038000	2000	1	0.000749	0.000749	0.999750	0.999001
10:10	chr13	chr15	4038000	4040000	2000	1	0.000499	0.000499	0.997496	0.996997
10:10	chr13	chr22	4040000	4042000	2000	1	0.000997	0.000997	0.999500	0.998502
10:10	chr13	chr22	4062000	4064000	2000	1	0.001746	0.001746	0.998500	0.996754
10:10	chr13	chr15	4064000	4066000	2000	1	0.001222	0.001222	0.899647	0.898425
10:10	chr13	chr21	4108000	4110000	2000	1	0.952398	0.952398	0.988708	0.036310
10:10	chr13	chr21	4128000	4130000	2000	1	0.008262	0.008262	0.997499	0.989236
10:10	chr13	chr22	4156000	4158000	2000	1	0.639013	0.639013	0.788667	0.149654
10:10	chr13	chr14	4158000	4160000	2000	1	0.018411	0.018411	0.997251	0.978840
10:10	chr13	chr22	4160000	4162000	2000	1	0.064524	0.064524	0.999500	0.934976
10:10	chr13	chr21	4672000	4674000	2000	1	0.000247	0.000247	0.990247	0.990000
10:10	chr13	chr14	5028000	5030000	2000	1	0.012407	0.012407	0.823172	0.810766
10:10	chr13	chr22	5054000	5056000	2000	1	0.002008	0.002008	0.990491	0.988483
10:10	chr13	chr14	5068000	5070000	2000	1	0.000248	0.000248	0.991744	0.991496
10:10	chr13	chr22	5072000	5074000	2000	1	0.001723	0.001723	0.991496	0.989773
10:10	chr13	chr21	5084000	5086000	2000	1	0.136445	0.136445	0.973320	0.836875
10:10	chr13	chr14	5086000	5088000	2000	1	0.003555	0.003555	0.987753	0.984199
10:10	chr13	chr14	5090000	5092000	2000	1	0.001500	0.001500	0.995000	0.993500
10:10	chr13	chr21	5092000	5094000	2000	1	0.063986	0.063986	0.987304	0.923318
10:10	chr13	chr14	5098000	5100000	2000	1	0.000248	0.000248	0.991756	0.991508
10:10	chr13	chr21	5102000	5104000	2000	1	0.001751	0.001751	0.992504	0.990752
10:10	chr13	chr22	5140000	5142000	2000	1	0.177446	0.177446	0.992500	0.815054
10:10	chr13	chr14	5204000	5206000	2000	1	0.587148	0.587148	0.997749	0.410601
10:10	chr13	chr22	5206000	5208000	2000	1	0.007020	0.007020	0.997000	0.989980
10:10	chr13	chr21	5210000	5212000	2000	1	0.001250	0.001250	0.988719	0.987469
10:10	chr13	chr14	5218000	5220000	2000	1	0.383156	0.383156	0.717863	0.334707
10:10	chr13	chr14	5306000	5308000	2000	1	0.287568	0.287568	0.983754	0.696186
10:10	chr13	chr14	5322000	5324000	2000	1	0.114540	0.114540	0.995249	0.880709
10:10	chr13	chr22	5324000	5326000	2000	1	0.016634	0.016634	0.992996	0.976362
10:10	chr13	chr14	5326000	5328000	2000	1	0.023729	0.023729	0.995500	0.971771
10:10	chr13	chr22	5328000	5330000	2000	1	0.046640	0.046640	0.994249	0.947608
10:10	chr13	chr21	5470000	5472000	2000	1	0.166505	0.166505	0.872240	0.705735
10:10	chr13	chr21	5796000	5798000	2000	1	0.001001	0.001001	0.829622	0.828621
10:10	chr13	chr21	5800000	5802000	2000	1	0.000500	0.000500	0.828500	0.828000
10:10	chr13	chr21	5806000	5808000	2000	1	0.000501	0.000501	0.832958	0.832457
10:10	chr13	chr21	5814000	5816000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr13	chr21	5860000	5862000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr13	chr21	5864000	5866000	2000	1	0.001000	0.001000	0.999750	0.998750
10:10	chr13	chr21	5876000	5878000	2000	1	0.002526	0.002526	0.995734	0.993208
10:10	chr13	chr21	5882000	5884000	2000	1	0.000743	0.000743	0.996509	0.995766
10:10	chr13	chr21	5886000	5888000	2000	1	0.000500	0.000500	0.999500	0.999000
10:10	chr13	chr21	5898000	5900000	2000	1	0.001736	0.001736	0.995766	0.994030
10:10	chr13	chr21	5910000	5912000	2000	1	0.002792	0.002792	0.994228	0.991436
10:10	chr13	chr21	5930000	5932000	2000	1	0.050000	0.050000	0.995000	0.945000
10:10	chr13	chr21	5946000	5948000	2000	1	0.001500	0.001500	0.998000	0.996500
10:10	chr13	chr21	5950000	5952000	2000	1	0.000250	0.000250	0.998250	0.998000
10:10	chr13	chr21	5964000	5966000	2000	1	0.001255	0.001255	0.998749	0.997494
10:10	chr13	chr21	5984000	5986000	2000	1	0.001502	0.001502	0.999500	0.997998
10:10	chr13	chr14	6008000	6010000	2000	1	0.001000	0.001000	0.999000	0.998000
10:10	chr13	chr21	6010000	6012000	2000	1	0.000500	0.000500	0.999500	0.999000
10:10	chr13	chr21	6014000	6016000	2000	1	0.000251	0.000251	0.998251	0.998000
10:10	chr13	chr21	6020000	6022000	2000	1	0.001000	0.001000	0.999500	0.998500
10:10	chr13	chr21	6030000	6032000	2000	1	0.002984	0.002984	0.997500	0.994516
10:10	chr13	chr21	6034000	6036000	2000	1	0.001000	0.001000	0.998499	0.997499
10:10	chr13	chr21	6056000	6058000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr13	chr21	6066000	6068000	2000	1	0.000471	0.000471	0.991793	0.991322
10:10	chr13	chr21	6070000	6072000	2000	1	0.000500	0.000500	0.998500	0.998000
10:10	chr13	chr21	6086000	6088000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr13	chr21	6106000	6108000	2000	1	0.002502	0.002502	0.998251	0.995749
10:10	chr13	chr21	6110000	6112000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr13	chr14	6114000	6116000	2000	1	0.003209	0.003209	0.996247	0.993038
10:10	chr13	chr21	6140000	6142000	2000	1	0.000500	0.000500	0.999500	0.999000
10:10	chr13	chr14	6148000	6150000	2000	1	0.000498	0.000498	0.993739	0.993241
10:10	chr13	chr21	6150000	6152000	2000	1	0.001749	0.001749	0.995749	0.994000
10:10	chr13	chr14	6152000	6154000	2000	1	0.002501	0.002501	0.993997	0.991496
10:10	chr13	chr21	6154000	6156000	2000	1	0.002499	0.002499	0.993752	0.991252
10:10	chr13	chr14	6320000	6322000	2000	1	0.013948	0.013948	0.999250	0.985302
10:10	chr13	chr21	6542000	6544000	2000	1	0.000500	0.000500	0.999000	0.998500
10:10	chr13	chr21	6546000	6548000	2000	1	0.000002	0.000002	0.997500	0.997498
10:10	chr13	chr14	6548000	6550000	2000	1	0.000500	0.000500	0.999000	0.998500
10:10	chr13	chr14	6556000	6558000	2000	1	0.001000	0.001000	0.998000	0.997000
10:10	chr13	chr21	6558000	6560000	2000	1	0.001003	0.001003	0.997750	0.996748
10:10	chr13	chr14	6564000	6566000	2000	1	0.001000	0.001000	0.998000	0.997000
10:10	chr13	chr14	6630000	6632000	2000	1	0.000500	0.000500	0.998000	0.997500
10:10	chr13	chr21	6634000	6636000	2000	1	0.000500	0.000500	0.997500	0.997000
10:10	chr13	chr14	6636000	6638000	2000	1	0.004470	0.004470	0.995762	0.991291
10:10	chr13	chr21	6638000	6640000	2000	1	0.004746	0.004746	0.999000	0.994254
10:10	chr13	chr21	6642000	6644000	2000	1	0.007420	0.007420	0.998000	0.990580
10:10	chr13	chr21	6646000	6648000	2000	1	0.001000	0.001000	0.999000	0.998000
10:10	chr13	chr21	6660000	6662000	2000	1	0.280036	0.280036	0.966723	0.686687
10:10	chr13	chr21	6680000	6682000	2000	1	0.000500	0.000500	0.997251	0.996751
10:10	chr13	chr21	6730000	6732000	2000	1	0.001500	0.001500	0.998000	0.996500
10:10	chr13	chr14	6732000	6734000	2000	1	0.001500	0.001500	0.997500	0.996000
10:10	chr13	chr21	6734000	6736000	2000	1	0.001000	0.001000	0.997500	0.996500
10:10	chr13	chr21	6742000	6744000	2000	1	0.002508	0.002508	0.997000	0.994492
10:10	chr13	chr21	6760000	6762000	2000	1	0.000500	0.000500	0.998250	0.997749
10:10	chr13	chr21	6764000	6766000	2000	1	0.072626	0.072626	0.978127	0.905501
10:10	chr13	chr21	6826000	6828000	2000	1	0.001000	0.001000	0.999000	0.998000
10:10	chr13	chr21	6846000	6848000	2000	1	0.000993	0.000993	0.992060	0.991067
10:10	chr13	chr21	6850000	6852000	2000	1	0.000751	0.000751	0.998750	0.997999
10:10	chr13	chr14	6874000	6876000	2000	1	0.021328	0.021328	0.950525	0.929197
10:10	chr13	chr21	6880000	6882000	2000	1	0.023529	0.023529	0.953762	0.930233
10:10	chr13	chr21	6888000	6890000	2000	1	0.003996	0.003996	0.958542	0.954545
10:10	chr13	chr14	6890000	6892000	2000	1	0.005994	0.005994	0.947552	0.941558
10:10	chr13	chr14	6900000	6902000	2000	1	0.012472	0.012472	0.957000	0.944528
10:10	chr13	chr14	6982000	6984000	2000	1	0.001500	0.001500	0.999000	0.997500
10:10	chr13	chr21	7056000	7058000	2000	1	0.000247	0.000247	0.995747	0.995500
10:10	chr13	chr14	7064000	7066000	2000	1	0.000500	0.000500	0.998502	0.998002
10:10	chr13	chr21	7134000	7136000	2000	1	0.002493	0.002493	0.996505	0.994012
10:10	chr13	chr14	7140000	7142000	2000	1	0.000999	0.000999	0.996505	0.995507
10:10	chr13	chr21	7142000	7144000	2000	1	0.000752	0.000752	0.997749	0.996997
10:10	chr13	chr21	7154000	7156000	2000	1	0.001000	0.001000	0.998500	0.997500
10:10	chr13	chr21	7158000	7160000	2000	1	0.003804	0.003804	0.992975	0.989171
10:10	chr13	chr21	7162000	7164000	2000	1	0.000470	0.000470	0.994497	0.994027
10:10	chr13	chr21	7204000	7206000	2000	1	0.000500	0.000500	0.997500	0.997000
10:10	chr13	chr21	7208000	7210000	2000	1	0.000500	0.000500	0.999000	0.998500
10:10	chr13	chr14	7210000	7212000	2000	1	0.001000	0.001000	0.998750	0.997750
10:10	chr13	chr14	7220000	7222000	2000	1	0.000001	0.000001	0.997001	0.997000
10:10	chr13	chr21	7222000	7224000	2000	1	0.001000	0.001000	0.996500	0.995500
10:10	chr13	chr14	7224000	7226000	2000	1	0.001500	0.001500	0.997000	0.995500
10:10	chr13	chr21	7226000	7228000	2000	1	0.000254	0.000254	0.996754	0.996500
10:10	chr13	chr14	7242000	7244000	2000	1	0.000500	0.000500	0.998500	0.998000
10:10	chr13	chr14	7250000	7252000	2000	1	0.008579	0.008579	0.998498	0.989919
10:10	chr13	chr14	7258000	7260000	2000	1	0.001500	0.001500	0.998500	0.997000
10:10	chr13	chr21	7280000	7282000	2000	1	0.002000	0.002000	1.000000	0.998000
10:10	chr13	chr21	7284000	7286000	2000	1	0.002000	0.002000	1.000000	0.998000
10:10	chr13	chr21	7304000	7306000	2000	1	0.001750	0.001750	0.999250	0.997500
10:10	chr13	chr14	7308000	7310000	2000	1	0.000249	0.000249	0.996498	0.996249
10:10	chr13	chr21	7310000	7312000	2000	1	0.001996	0.001996	0.995251	0.993255
10:10	chr13	chr21	7316000	7318000	2000	1	0.012253	0.012253	0.992507	0.980255
10:10	chr13	chr14	7324000	7326000	2000	1	0.005538	0.005538	0.996000	0.990462
10:10	chr13	chr14	7330000	7332000	2000	1	0.004030	0.004030	0.992248	0.988218
10:10	chr13	chr21	7580000	7582000	2000	1	0.167248	0.167248	0.993248	0.826000
10:10	chr13	chr14	7582000	7584000	2000	1	0.168587	0.168587	0.995000	0.826413
10:10	chr13	chr21	7640000	7642000	2000	1	0.647486	0.647486	0.875982	0.228496
10:10	chr13	chr15	7642000	7644000	2000	1	0.001499	0.001499	0.976767	0.975268
10:10	chr13	chr14	7644000	7646000	2000	1	0.001000	0.001000	0.977244	0.976244
10:10	chr13	chr15	7646000	7648000	2000	1	0.009804	0.009804	0.650315	0.640510
10:10	chr13	chr14	7652000	7654000	2000	1	0.001179	0.001179	0.915393	0.914213
10:10	chr13	chr14	7664000	7666000	2000	1	0.000916	0.000916	0.142006	0.141090
10:10	chr13	chr14	7732000	7734000	2000	1	0.001017	0.001017	0.592923	0.591907
10:10	chr13	chr15	7734000	7736000	2000	1	0.043432	0.043432	0.963092	0.919661
10:10	chr13	chr21	7786000	7788000	2000	1	0.091130	0.091130	0.994003	0.902873
10:10	chr13	chr1	7800000	7802000	2000	1	0.094988	0.094988	0.971514	0.876526
10:10	chr13	chr15	7802000	7804000	2000	1	0.574953	0.574953	0.600619	0.025666
10:10	chr13	chr21	8334000	8336000	2000	1	0.312522	0.312522	0.982823	0.670301
10:10	chr13	chr14	8336000	8338000	2000	1	0.000489	0.000489	0.988989	0.988500
10:10	chr13	chr14	8358000	8360000	2000	1	0.005779	0.005779	0.993997	0.988218
10:10	chr13	chr14	8390000	8392000	2000	1	0.353497	0.353497	0.984024	0.630527
10:10	chr13	chr15	106734000	106736000	2000	1	0.013251	0.013251	0.996751	0.983500
10:10	chr14	chr22	6000	8000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr14	chr22	548000	550000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr14	chr22	2510000	2512000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr14	chr13	2606000	2608000	2000	1	0.001250	0.001250	1.000000	0.998750
10:10	chr14	chr13	2646000	2648000	2000	1	0.000250	0.000250	0.999000	0.998750
10:10	chr14	chr22	2670000	2672000	2000	1	0.000980	0.000980	0.982706	0.981726
10:10	chr14	chr22	3674000	3676000	2000	1	0.002238	0.002238	0.998004	0.995766
10:10	chr14	chr15	3676000	3678000	2000	1	0.000751	0.000751	0.998502	0.997750
10:10	chr14	chr22	3680000	3682000	2000	1	0.000503	0.000503	0.997500	0.996997
10:10	chr14	chr13	3704000	3706000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr14	chr15	3718000	3720000	2000	1	0.003523	0.003523	0.998004	0.994481
10:10	chr14	chr13	3720000	3722000	2000	1	0.007434	0.007434	0.998000	0.990566
10:10	chr14	chr15	3738000	3740000	2000	1	0.000251	0.000251	0.998502	0.998251
10:10	chr14	chr13	3750000	3752000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr14	chr22	3780000	3782000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr14	chr6	103024000	103026000	2000	1	0.016746	0.016746	0.990233	0.973487
10:10	chr14	chr16	103026000	103028000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr14	chr18	103028000	103030000	2000	1	0.433411	0.433411	0.870741	0.437329
10:10	chr15	chr13	6000	8000	2000	1	0.978274	0.978274	0.987234	0.008960
10:10	chr15	chr22	380000	382000	2000	1	0.114334	0.114334	0.998500	0.884166
10:10	chr15	chr22	394000	396000	2000	1	0.004500	0.004500	0.999500	0.995000
10:10	chr15	chr13	396000	398000	2000	1	0.005249	0.005249	0.999500	0.994251
10:10	chr15	chr22	398000	400000	2000	1	0.002000	0.002000	1.000000	0.998000
10:10	chr15	chr22	420000	422000	2000	1	0.002500	0.002500	0.999500	0.997000
10:10	chr15	chr13	422000	424000	2000	1	0.000499	0.000499	0.998999	0.998500
10:10	chr15	chr22	424000	426000	2000	1	0.003753	0.003753	0.999500	0.995747
10:10	chr15	chr22	430000	432000	2000	1	0.002507	0.002507	0.987500	0.984993
10:10	chr15	chr13	432000	434000	2000	1	0.002501	0.002501	0.964741	0.962241
10:10	chr15	chr21	434000	436000	2000	1	0.005500	0.005500	0.968500	0.963000
10:10	chr15	chr22	436000	438000	2000	1	0.003000	0.003000	0.972500	0.969500
10:10	chr15	chr13	438000	440000	2000	1	0.881955	0.881955	0.967000	0.085045
10:10	chr15	chr14	486000	488000	2000	1	0.534598	0.534598	0.996253	0.461655
10:10	chr15	chr22	492000	494000	2000	1	0.028235	0.028235	0.996251	0.968016
10:10	chr15	chr21	502000	504000	2000	1	0.106349	0.106349	0.986587	0.880238
10:10	chr15	chr3	5180000	5182000	2000	1	0.010232	0.010232	0.994000	0.983768
10:10	chr15	chr13	5182000	5184000	2000	1	0.024650	0.024650	0.989737	0.965087
10:10	chr15	chr14	5190000	5192000	2000	1	0.026715	0.026715	0.985551	0.958835
10:10	chr15	chr7	98812000	98814000	2000	1	0.110803	0.110803	1.000000	0.889197
10:10	chr16	chr8	0	2000	2000	1	0.283856	0.283856	0.997501	0.713645
10:10	chr17	chr22	2000	4000	2000	1	0.069607	0.069607	1.000000	0.930393
10:10	chr17	chr14	4000	6000	2000	1	0.000246	0.000246	0.982983	0.982737
10:10	chr17	chr15	21030000	21032000	2000	1	0.026065	0.026065	0.956191	0.930127
10:10	chr17	chr14	21914000	21916000	2000	1	0.786879	0.786879	0.899196	0.112317
10:10	chr17	chr14	22904000	22906000	2000	1	0.445752	0.445752	0.796861	0.351109
10:10	chr17	chr14	23018000	23020000	2000	1	0.009907	0.009907	0.737344	0.727436
10:10	chr17	chr16	23030000	23032000	2000	1	0.110459	0.110459	0.548053	0.437594
10:10	chr17	chr14	23038000	23040000	2000	1	0.009177	0.009177	0.966242	0.957064
10:10	chr17	chr8	30092000	30094000	2000	1	0.347203	0.347203	0.759901	0.412698
10:10	chr17	chr11	38298000	38300000	2000	1	0.428530	0.428530	0.865020	0.436490
10:10	chr17	chr3	44948000	44950000	2000	1	0.090895	0.090895	0.890895	0.800000
10:10	chr17	chr8	56854000	56856000	2000	1	0.673683	0.673683	0.881832	0.208149
10:10	chr17	chr2	67258000	67260000	2000	1	0.168748	0.168748	0.761933	0.593185
10:10	chr17	chr4	83716000	83718000	2000	1	0.013928	0.013928	1.000000	0.986072
10:10	chr18	chr4	0	2000	2000	1	0.836547	0.836547	1.000000	0.163453
10:10	chr18	chr3	3066000	3068000	2000	1	0.029584	0.029584	0.678232	0.648649
10:10	chr18	chr19	10248000	10250000	2000	1	0.241498	0.241498	0.930023	0.688524
10:10	chr18	chr13	14476000	14478000	2000	1	0.005735	0.005735	0.985543	0.979808
10:10	chr18	chr2	15034000	15036000	2000	1	0.188246	0.188246	0.962380	0.774134
10:10	chr18	chr21	15118000	15120000	2000	1	0.124901	0.124901	0.981718	0.856817
10:10	chr18	chr11	15212000	15214000	2000	1	0.219233	0.219233	0.735222	0.515988
10:10	chr18	chr15	15366000	15368000	2000	1	0.003728	0.003728	0.135135	0.131407
10:10	chr19	chr15	2000	4000	2000	1	0.298701	0.298701	1.000000	0.701299
10:10	chr19	chr7	134000	136000	2000	1	0.011402	0.011402	0.999000	0.987598
10:10	chr2	chr13	204000	206000	2000	1	0.012349	0.012349	0.913174	0.900824
10:10	chr2	chr16	3614000	3616000	2000	1	0.000149	0.000149	0.506667	0.506518
10:10	chr2	chr19	11784000	11786000	2000	1	0.024718	0.024718	0.367528	0.342810
10:10	chr2	chr12	11786000	11788000	2000	1	0.020802	0.020802	0.654948	0.634146
10:10	chr2	chr14	26032000	26034000	2000	1	0.081016	0.081016	0.897401	0.816385
10:10	chr2	chr17	38416000	38418000	2000	1	0.143999	0.143999	0.879037	0.735038
10:10	chr2	chr1	44600000	44602000	2000	1	0.023926	0.023926	0.902771	0.878845
10:10	chr2	chr4	48772000	48774000	2000	1	0.171334	0.171334	0.894264	0.722930
10:10	chr20	chr14	4000	6000	2000	1	0.041374	0.041374	1.000000	0.958626
10:10	chr20	chr11	66512000	66514000	2000	1	0.000749	0.000749	0.999250	0.998500
10:10	chr20	chr4	66514000	66516000	2000	1	0.521900	0.521900	0.999500	0.477601
10:10	chr21	chr14	2892000	2894000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr21	chr14	2896000	2898000	2000	1	0.002989	0.002989	0.998999	0.996010
10:10	chr21	chr22	2960000	2962000	2000	1	0.006895	0.006895	0.988465	0.981570
10:10	chr21	chr14	2962000	2964000	2000	1	0.005257	0.005257	0.999500	0.994243
10:10	chr21	chr22	2964000	2966000	2000	1	0.008507	0.008507	0.998502	0.989995
10:10	chr21	chr15	2966000	2968000	2000	1	0.002500	0.002500	0.999500	0.997000
10:10	chr21	chr14	2968000	2970000	2000	1	0.000994	0.000994	0.998498	0.997504
10:10	chr21	chr14	2976000	2978000	2000	1	0.001002	0.001002	0.999500	0.998498
10:10	chr21	chr22	2984000	2986000	2000	1	0.002757	0.002757	0.999500	0.996743
10:10	chr21	chr14	3030000	3032000	2000	1	0.002506	0.002506	1.000000	0.997494
