pair	transmission	query_arm	query_arm_order	target_arm	target_chrom	strict_segment_count	strict_total_bp	interchromosomal_bp	same_chromosome_bp	candidate_callout_bp	side_fragment_caveat_bp	event_ids	event_roles	target_haplotypes	query_windows_native	coordinate_system	geometry_source
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr14q	28	chr14q	chr14	1	500000	0	500000	0	0			PAN011#1	chr14:102524818-103024818	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr15p	29	chr15p	chr15	47	360226	0	360226	0	0			PAN011#2	chr15:7719-507719	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr15p	29	chr22p	chr22	1	1687	1687	0	0	0			PAN011#1	chr15:7719-507719	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr15q	30	chr15q	chr15	8	492727	0	492727	0	0			PAN011#1;PAN011#2	chr15:98308884-98808884	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr16p	31	chr16p	chr16	1	500000	0	500000	0	0			PAN011#2	chr16:6547-506547	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr16q	32	chr16q	chr16	2	498793	0	498793	0	0			PAN011#2	chr16:89997300-90497300	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr17p	33	chr17p	chr17	3	500000	0	500000	0	0			PAN011#1;PAN011#2	chr17:7080-507080	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr17q	34	chr17q	chr17	3	500000	0	500000	0	0			PAN011#1;PAN011#2	chr17:83214113-83714113	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr18p	35	chr18p	chr18	1	500000	0	500000	0	0			PAN011#1	chr18:5975-505975	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr18q	36	chr18q	chr18	1	500000	0	500000	0	0			PAN011#1	chr18:79980254-80480254	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr19p	37	chr19p	chr19	5	496474	0	496474	0	0			PAN011#1;PAN011#2	chr19:6393-506393	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr19p	37	chr7p	chr7	2	3526	3526	0	0	0			PAN011#2	chr19:6393-506393	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr19q	38	chr19q	chr19	7	500000	0	500000	0	0			PAN011#1;PAN011#2	chr19:63014847-63514847	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr20p	39	chr20p	chr20	1	500000	0	500000	0	0			PAN011#1	chr20:10044-510044	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr20q	40	chr20q	chr20	3	499514	0	499514	0	0			PAN011#1;PAN011#2	chr20:66011116-66511116	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr21p	41	chr21p	chr21	36	409356	0	409356	0	0			PAN011#1	chr21:11152-511152	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr21q	42	chr21q	chr21	4	497675	0	497675	0	0			PAN011#1;PAN011#2	chr21:43399012-43899012	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr22p	43	chr22p	chr22	13	447280	0	447280	0	0			PAN011#2	chr22:475-500475	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chr22q	44	chr22q	chr22	2	500000	0	500000	0	0			PAN011#1;PAN011#2	chr22:47875131-48375131	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chrXp	45	chrXp	chrX	3	348802	0	348802	348802	0	PAR1_XY_positive_control	same-chromosome context	PAN011#1	chrX:12265-512265	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chrXp	45	chrYp	chrY	3	150873	150873	0	150873	0	PAR1_XY_positive_control	PAR positive control	PAN011#2	chrX:12265-512265	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	chrXq	46	chrXq	chrX	1	500000	0	500000	0	0			PAN011#1	chrX:153585261-154085261	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr1p	1	chr1p	chr1	16	458606	0	458606	0	0			PAN027#1;PAN027#2	chr1:11206-511206	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr1p	1	chr8p	chr8	4	19634	19634	0	0	0			PAN027#1	chr1:11206-511206	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr1p	1	chr11p	chr11	1	2140	2140	0	0	0			PAN027#2	chr1:11206-511206	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr1p	1	chr15q	chr15	1	1002	1002	0	0	0			PAN027#1	chr1:11206-511206	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr1q	2	chr1q	chr1	30	443283	0	443283	0	0			PAN027#1;PAN027#2	chr1:250527221-251027221	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr2p	3	chr2p	chr2	5	499922	0	499922	0	0			PAN027#1;PAN027#2	chr2:6504-506504	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr2q	4	chr2q	chr2	7	500000	0	500000	0	0			PAN027#1;PAN027#2	chr2:243867353-244367353	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr3p	5	chr3p	chr3	7	494912	0	494912	0	0			PAN027#1;PAN027#2	chr3:10554-510554	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr3q	6	chr3q	chr3	18	328480	0	328480	0	0			PAN027#1;PAN027#2	chr3:199233840-199733840	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr3q	6	chr7p	chr7	1	27969	27969	0	0	0			PAN027#2	chr3:199233840-199733840	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr3q	6	chr20q	chr20	1	25421	25421	0	0	0			PAN027#2	chr3:199233840-199733840	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr3q	6	chr16q	chr16	1	3566	3566	0	0	0			PAN027#1	chr3:199233840-199733840	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr4p	7	chr4p	chr4	3	498854	0	498854	0	0			PAN027#1;PAN027#2	chr4:7519-507519	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr4q	8	chr4q	chr4	20	387953	0	387953	0	0			PAN027#1;PAN027#2	chr4:192785530-193285530	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr4q	8	chr22q	chr22	1	6810	6810	0	0	0			PAN027#1	chr4:192785530-193285530	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr4q	8	chr10q	chr10	2	2089	2089	0	0	0			PAN027#2	chr4:192785530-193285530	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5p	9	chr5p	chr5	18	484280	0	484280	0	0			PAN027#1;PAN027#2	chr5:2119-502119	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5q	10	chr5q	chr5	17	364496	0	364496	0	0			PAN027#1;PAN027#2	chr5:182609881-183109881	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5q	10	chr9q	chr9	5	44082	44082	0	0	0			PAN027#1;PAN027#2	chr5:182609881-183109881	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5q	10	chr6q	chr6	2	19613	19613	0	0	0			PAN027#2	chr5:182609881-183109881	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5q	10	chr1p	chr1	1	8358	8358	0	0	0			PAN027#2	chr5:182609881-183109881	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5q	10	chr3q	chr3	1	8171	8171	0	0	0			PAN027#2	chr5:182609881-183109881	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5q	10	chr17q	chr17	1	1990	1990	0	0	0			PAN027#1	chr5:182609881-183109881	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr5q	10	chr11p	chr11	1	1001	1001	0	0	0			PAN027#2	chr5:182609881-183109881	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr6p	11	chr6p	chr6	12	497195	0	497195	0	0			PAN027#1;PAN027#2	chr6:7138-507138	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr6q	12	chr6q	chr6	1	500000	0	500000	0	0			PAN027#1	chr6:171375196-171875196	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr7p	13	chr7p	chr7	33	419730	0	419730	0	0			PAN027#1;PAN027#2	chr7:8883-508883	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr7p	13	chr19p	chr19	3	10765	10765	0	0	0			PAN027#2	chr7:8883-508883	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr7p	13	chr20p	chr20	1	6032	6032	0	0	0			PAN027#2	chr7:8883-508883	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr7p	13	chr6p	chr6	1	2805	2805	0	0	0			PAN027#2	chr7:8883-508883	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr7p	13	chr11p	chr11	1	1735	1735	0	0	0			PAN027#2	chr7:8883-508883	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr7p	13	chr16q	chr16	1	1003	1003	0	0	0			PAN027#1	chr7:8883-508883	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr7q	14	chr7q	chr7	13	490946	0	490946	0	0			PAN027#1;PAN027#2	chr7:160528574-161028574	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr8p	15	chr8p	chr8	1	500000	0	500000	0	0			PAN027#2	chr8:7184-507184	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr8q	16	chr8q	chr8	1	500000	0	500000	0	0			PAN027#1	chr8:145565320-146065320	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr9p	17	chr9p	chr9	4	486640	0	486640	0	0			PAN027#1;PAN027#2	chr9:5529-505529	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr9p	17	chr19p	chr19	1	9028	9028	0	0	0			PAN027#1	chr9:5529-505529	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr9q	18	chr9q	chr9	13	449356	0	449356	449356	0	PAN028_chr9q_chr3q_PHR_candidate	same-chromosome context	PAN027#1;PAN027#2	chr9:134380985-134880985	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr9q	18	chr3q	chr3	7	34172	34172	0	34172	0	PAN028_chr9q_chr3q_PHR_candidate	primary donor	PAN027#1;PAN027#2	chr9:134380985-134880985	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr9q	18	chr15q	chr15	1	15166	15166	0	15166	15166	PAN028_chr9q_chr3q_PHR_candidate	side fragment	PAN027#2	chr9:134380985-134880985	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr9q	18	chr16q	chr16	1	1207	1207	0	1207	1207	PAN028_chr9q_chr3q_PHR_candidate	side fragment	PAN027#2	chr9:134380985-134880985	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr10p	19	chr10p	chr10	2	498995	0	498995	0	0			PAN027#1	chr10:7165-507165	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr10q	20	chr10q	chr10	10	479507	0	479507	0	0			PAN027#1;PAN027#2	chr10:133851247-134351247	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr10q	20	chr4q	chr4	1	1220	1220	0	0	0			PAN027#2	chr10:133851247-134351247	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr11p	21	chr11p	chr11	1	499995	0	499995	0	0			PAN027#1	chr11:5130-505130	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr11q	22	chr11q	chr11	3	500000	0	500000	0	0			PAN027#1;PAN027#2	chr11:134115684-134615684	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr12p	23	chr12p	chr12	6	492254	0	492254	0	0			PAN027#1;PAN027#2	chr12:8322-508322	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr12q	24	chr12q	chr12	7	497819	0	497819	0	0			PAN027#1;PAN027#2	chr12:133041907-133541907	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr13p	25	chr13p	chr13	58	226493	0	226493	0	0			PAN027#1;PAN027#2	chr13:17216-517216	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr13p	25	chr22p	chr22	36	106119	106119	0	0	0			PAN027#1	chr13:17216-517216	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr13p	25	chr21p	chr21	8	16757	16757	0	0	0			PAN027#1	chr13:17216-517216	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr13p	25	chr15p	chr15	5	6798	6798	0	0	0			PAN027#2	chr13:17216-517216	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr13q	26	chr13q	chr13	2	500000	0	500000	0	0			PAN027#1;PAN027#2	chr13:109505590-110005590	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr14p	27	chr14p	chr14	8	21538	0	21538	0	0			PAN027#2	chr14:14953-514953	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr14p	27	chr22p	chr22	11	106981	106981	0	0	0			PAN027#1;PAN027#2	chr14:14953-514953	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr14p	27	chr15p	chr15	7	47629	47629	0	0	0			PAN027#1;PAN027#2	chr14:14953-514953	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr14p	27	chr21p	chr21	7	23160	23160	0	0	0			PAN027#1;PAN027#2	chr14:14953-514953	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr14p	27	chr4p	chr4	1	5489	5489	0	0	0			PAN027#1	chr14:14953-514953	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr14p	27	chr13p	chr13	2	2477	2477	0	0	0			PAN027#2	chr14:14953-514953	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr14q	28	chr14q	chr14	11	443579	0	443579	0	0			PAN027#1;PAN027#2	chr14:109198987-109698987	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15p	29	chr15p	chr15	22	90212	0	90212	0	0			PAN027#1;PAN027#2	chr15:13057-513057	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15p	29	chr13p	chr13	37	146674	146674	0	0	0			PAN027#1;PAN027#2	chr15:13057-513057	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15p	29	chr22p	chr22	12	48423	48423	0	0	0			PAN027#1;PAN027#2	chr15:13057-513057	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15p	29	chr21p	chr21	9	44908	44908	0	0	0			PAN027#1	chr15:13057-513057	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15p	29	chr14p	chr14	4	23059	23059	0	0	0			PAN027#1;PAN027#2	chr15:13057-513057	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15q	30	chr15q	chr15	16	397610	0	397610	0	0			PAN027#1;PAN027#2	chr15:92623498-93123498	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15q	30	chr5q	chr5	8	47027	47027	0	0	0			PAN027#1;PAN027#2	chr15:92623498-93123498	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15q	30	chr9q	chr9	1	4262	4262	0	0	0			PAN027#1	chr15:92623498-93123498	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15q	30	chr6q	chr6	1	2201	2201	0	0	0			PAN027#2	chr15:92623498-93123498	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr15q	30	chr11p	chr11	1	1002	1002	0	0	0			PAN027#2	chr15:92623498-93123498	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
