row_id	pair	transmission	query_name	query_sample	query_haplotype	query_haplotype_label	query_chrom	query_arm	query_arm_order	query_source_window_native_0based_half_open	query_source_start_0based	query_source_end_0based_exclusive	local_query_start_0based	local_query_end_0based_exclusive	native_query_start_0based	native_query_end_0based_exclusive	native_query_interval_0based_half_open	query_length	segment_length_bp	target_name	target_sample	target_haplotype	target_haplotype_number	target_haplotype_label	target_chrom	target_arm	target_source_window_native_0based_half_open	target_color_group	strand	identity	jaccard	nb	interchromosomal	strict_primary_path_only	event_id	event_order	event_label	event_class	event_role	side_fragment_caveat	candidate_window_native_0based_half_open	event_interpretation	coordinate_system	geometry_source	annotation_source	do_not_use_for_geometry
234	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	116113	117249	124652	125788	chr15:124652-125788	500000	1136	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
235	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	118706	119717	127245	128256	chr15:127245-128256	500000	1011	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
236	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	121132	123690	129671	132229	chr15:129671-132229	500000	2558	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
237	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	127576	130134	136115	138673	chr15:136115-138673	500000	2558	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
238	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	140458	141880	148997	150419	chr15:148997-150419	500000	1422	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
239	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	144473	148177	153012	156716	chr15:153012-156716	500000	3704	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
240	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	157211	159640	165750	168179	chr15:165750-168179	500000	2429	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
241	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	161062	162198	169601	170737	chr15:169601-170737	500000	1136	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
242	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	166081	167503	174620	176042	chr15:174620-176042	500000	1422	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
243	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	172522	180207	181061	188746	chr15:181061-188746	500000	7685	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
244	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	181343	182791	189882	191330	chr15:189882-191330	500000	1448	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
245	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:8539-508538_chr15_parm	PAN027	PAN027#1	maternal	chr15	chr15p	29	chr15:8539-508539	8539	508539	185070	500000	193609	508539	chr15:193609-508539	500000	314930	PAN010#2#chr15.haplotype2:13571-513570_chr15_parm	PAN010	PAN010#2	2	haplotype2	chr15	chr15p	chr15:13571-513571	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
246	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr15.maternal:97522747-98022746_chr15_qarm	PAN027	PAN027#1	maternal	chr15	chr15q	30	chr15:97522747-98022747	97522747	98022747	0	500000	97522747	98022747	chr15:97522747-98022747	500000	500000	PAN010#2#chr15.haplotype2:98294517-98794516_chr15_qarm	PAN010	PAN010#2	2	haplotype2	chr15	chr15q	chr15:98294517-98794517	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
247	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:6061-506060_chr16_parm	PAN027	PAN027#1	maternal	chr16	chr16p	31	chr16:6061-506061	6061	506061	0	75407	6061	81468	chr16:6061-81468	500000	75407	PAN010#1#chr16.haplotype1:6112-506111_chr16_parm	PAN010	PAN010#1	1	haplotype1	chr16	chr16p	chr16:6112-506112	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
248	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:6061-506060_chr16_parm	PAN027	PAN027#1	maternal	chr16	chr16p	31	chr16:6061-506061	6061	506061	75407	77445	81468	83506	chr16:81468-83506	500000	2038	PAN010#1#chr19.haplotype1:5276-505275_chr19_parm	PAN010	PAN010#1	1	haplotype1	chr19	chr19p	chr19:5276-505276	chr19p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
249	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:6061-506060_chr16_parm	PAN027	PAN027#1	maternal	chr16	chr16p	31	chr16:6061-506061	6061	506061	77445	153506	83506	159567	chr16:83506-159567	500000	76061	PAN010#1#chr16.haplotype1:6112-506111_chr16_parm	PAN010	PAN010#1	1	haplotype1	chr16	chr16p	chr16:6112-506112	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
250	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:6061-506060_chr16_parm	PAN027	PAN027#1	maternal	chr16	chr16p	31	chr16:6061-506061	6061	506061	153506	156571	159567	162632	chr16:159567-162632	500000	3065	PAN010#1#chr19.haplotype1:5276-505275_chr19_parm	PAN010	PAN010#1	1	haplotype1	chr19	chr19p	chr19:5276-505276	chr19p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
251	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:6061-506060_chr16_parm	PAN027	PAN027#1	maternal	chr16	chr16p	31	chr16:6061-506061	6061	506061	156571	431439	162632	437500	chr16:162632-437500	500000	274868	PAN010#1#chr16.haplotype1:6112-506111_chr16_parm	PAN010	PAN010#1	1	haplotype1	chr16	chr16p	chr16:6112-506112	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
252	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:6061-506060_chr16_parm	PAN027	PAN027#1	maternal	chr16	chr16p	31	chr16:6061-506061	6061	506061	431439	433136	437500	439197	chr16:437500-439197	500000	1697	PAN010#2#chr16.haplotype2:4766-504765_chr16_parm	PAN010	PAN010#2	2	haplotype2	chr16	chr16p	chr16:4766-504766	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
253	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:6061-506060_chr16_parm	PAN027	PAN027#1	maternal	chr16	chr16p	31	chr16:6061-506061	6061	506061	433136	500000	439197	506061	chr16:439197-506061	500000	66864	PAN010#1#chr16.haplotype1:6112-506111_chr16_parm	PAN010	PAN010#1	1	haplotype1	chr16	chr16p	chr16:6112-506112	same_chromosome_primary_path	+	99.9981	0.999962	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
254	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr16.maternal:91085525-91585524_chr16_qarm	PAN027	PAN027#1	maternal	chr16	chr16q	32	chr16:91085525-91585525	91085525	91585525	0	500000	91085525	91585525	chr16:91085525-91585525	500000	500000	PAN010#2#chr16.haplotype2:100297440-100797439_chr16_qarm	PAN010	PAN010#2	2	haplotype2	chr16	chr16q	chr16:100297440-100797440	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
255	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr17.maternal:6124-506123_chr17_parm	PAN027	PAN027#1	maternal	chr17	chr17p	33	chr17:6124-506124	6124	506124	0	15270	6124	21394	chr17:6124-21394	500000	15270	PAN010#2#chr17.haplotype2:4997-504996_chr17_parm	PAN010	PAN010#2	2	haplotype2	chr17	chr17p	chr17:4997-504997	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
256	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr17.maternal:6124-506123_chr17_parm	PAN027	PAN027#1	maternal	chr17	chr17p	33	chr17:6124-506124	6124	506124	15270	17285	21394	23409	chr17:21394-23409	500000	2015	PAN010#1#chr17.haplotype1:4250-504249_chr17_parm	PAN010	PAN010#1	1	haplotype1	chr17	chr17p	chr17:4250-504250	same_chromosome_primary_path	+	95.4144	0.914204	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
257	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr17.maternal:6124-506123_chr17_parm	PAN027	PAN027#1	maternal	chr17	chr17p	33	chr17:6124-506124	6124	506124	17285	18293	23409	24417	chr17:23409-24417	500000	1008	PAN010#2#chr17.haplotype2:4997-504996_chr17_parm	PAN010	PAN010#2	2	haplotype2	chr17	chr17p	chr17:4997-504997	same_chromosome_primary_path	+	95.1558	0.909696	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
258	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr17.maternal:6124-506123_chr17_parm	PAN027	PAN027#1	maternal	chr17	chr17p	33	chr17:6124-506124	6124	506124	19301	21317	25425	27441	chr17:25425-27441	500000	2016	PAN010#2#chr17.haplotype2:4997-504996_chr17_parm	PAN010	PAN010#2	2	haplotype2	chr17	chr17p	chr17:4997-504997	same_chromosome_primary_path	+	91.4655	0.848763	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
259	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr17.maternal:6124-506123_chr17_parm	PAN027	PAN027#1	maternal	chr17	chr17p	33	chr17:6124-506124	6124	506124	21317	25239	27441	31363	chr17:27441-31363	500000	3922	PAN010#1#chr17.haplotype1:4250-504249_chr17_parm	PAN010	PAN010#1	1	haplotype1	chr17	chr17p	chr17:4250-504250	same_chromosome_primary_path	+	99.2555	0.985275	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
260	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr17.maternal:6124-506123_chr17_parm	PAN027	PAN027#1	maternal	chr17	chr17p	33	chr17:6124-506124	6124	506124	25239	499790	31363	505914	chr17:31363-505914	500000	474551	PAN010#2#chr17.haplotype2:4997-504996_chr17_parm	PAN010	PAN010#2	2	haplotype2	chr17	chr17p	chr17:4997-504997	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
261	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr17.maternal:83707668-84207667_chr17_qarm	PAN027	PAN027#1	maternal	chr17	chr17q	34	chr17:83707668-84207668	83707668	84207668	0	500000	83707668	84207668	chr17:83707668-84207668	500000	500000	PAN010#1#chr17.haplotype1:83153079-83653078_chr17_qarm	PAN010	PAN010#1	1	haplotype1	chr17	chr17q	chr17:83153079-83653079	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
262	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr18.maternal:8300-508299_chr18_parm	PAN027	PAN027#1	maternal	chr18	chr18p	35	chr18:8300-508300	8300	508300	0	500000	8300	508300	chr18:8300-508300	500000	500000	PAN010#1#chr18.haplotype1:6563-506562_chr18_parm	PAN010	PAN010#1	1	haplotype1	chr18	chr18p	chr18:6563-506563	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
263	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr18.maternal:80652678-81152677_chr18_qarm	PAN027	PAN027#1	maternal	chr18	chr18q	36	chr18:80652678-81152678	80652678	81152678	0	500000	80652678	81152678	chr18:80652678-81152678	500000	500000	PAN010#2#chr18.haplotype2:80625671-81125670_chr18_qarm	PAN010	PAN010#2	2	haplotype2	chr18	chr18q	chr18:80625671-81125671	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
264	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr19.maternal:8123-508122_chr19_parm	PAN027	PAN027#1	maternal	chr19	chr19p	37	chr19:8123-508123	8123	508123	0	500000	8123	508123	chr19:8123-508123	500000	500000	PAN010#2#chr19.haplotype2:8828-508827_chr19_parm	PAN010	PAN010#2	2	haplotype2	chr19	chr19p	chr19:8828-508828	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
265	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr19.maternal:62236944-62736943_chr19_qarm	PAN027	PAN027#1	maternal	chr19	chr19q	38	chr19:62236944-62736944	62236944	62736944	0	83860	62236944	62320804	chr19:62236944-62320804	500000	83860	PAN010#1#chr19.haplotype1:62353361-62853360_chr19_qarm	PAN010	PAN010#1	1	haplotype1	chr19	chr19q	chr19:62353361-62853361	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
266	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr19.maternal:62236944-62736943_chr19_qarm	PAN027	PAN027#1	maternal	chr19	chr19q	38	chr19:62236944-62736944	62236944	62736944	83860	117255	62320804	62354199	chr19:62320804-62354199	500000	33395	PAN010#2#chr19.haplotype2:63664779-64164778_chr19_qarm	PAN010	PAN010#2	2	haplotype2	chr19	chr19q	chr19:63664779-64164779	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
267	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr19.maternal:62236944-62736943_chr19_qarm	PAN027	PAN027#1	maternal	chr19	chr19q	38	chr19:62236944-62736944	62236944	62736944	117255	500000	62354199	62736944	chr19:62354199-62736944	500000	382745	PAN010#1#chr19.haplotype1:62353361-62853360_chr19_qarm	PAN010	PAN010#1	1	haplotype1	chr19	chr19q	chr19:62353361-62853361	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
268	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr20.maternal:5260-505259_chr20_parm	PAN027	PAN027#1	maternal	chr20	chr20p	39	chr20:5260-505260	5260	505260	0	228922	5260	234182	chr20:5260-234182	500000	228922	PAN010#2#chr20.haplotype2:6121-506120_chr20_parm	PAN010	PAN010#2	2	haplotype2	chr20	chr20p	chr20:6121-506121	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
269	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr20.maternal:5260-505259_chr20_parm	PAN027	PAN027#1	maternal	chr20	chr20p	39	chr20:5260-505260	5260	505260	280975	499994	286235	505254	chr20:286235-505254	500000	219019	PAN010#2#chr20.haplotype2:6121-506120_chr20_parm	PAN010	PAN010#2	2	haplotype2	chr20	chr20p	chr20:6121-506121	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
270	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr20.maternal:65722899-66222898_chr20_qarm	PAN027	PAN027#1	maternal	chr20	chr20q	40	chr20:65722899-66222899	65722899	66222899	0	500000	65722899	66222899	chr20:65722899-66222899	500000	500000	PAN010#2#chr20.haplotype2:66987388-67487387_chr20_qarm	PAN010	PAN010#2	2	haplotype2	chr20	chr20q	chr20:66987388-67487388	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
271	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	maternal	chr21	chr21p	41	chr21:9036-509036	9036	509036	0	65054	9036	74090	chr21:9036-74090	500000	65054	PAN010#1#chr21.haplotype1:9998-509997_chr21_parm	PAN010	PAN010#1	1	haplotype1	chr21	chr21p	chr21:9998-509998	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
272	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	maternal	chr21	chr21p	41	chr21:9036-509036	9036	509036	65054	66397	74090	75433	chr21:74090-75433	500000	1343	PAN010#2#chr22.haplotype2:12764-512763_chr22_parm	PAN010	PAN010#2	2	haplotype2	chr22	chr22p	chr22:12764-512764	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
273	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	maternal	chr21	chr21p	41	chr21:9036-509036	9036	509036	66397	69997	75433	79033	chr21:75433-79033	500000	3600	PAN010#1#chr21.haplotype1:9998-509997_chr21_parm	PAN010	PAN010#1	1	haplotype1	chr21	chr21p	chr21:9998-509998	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
274	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	maternal	chr21	chr21p	41	chr21:9036-509036	9036	509036	71263	76323	80299	85359	chr21:80299-85359	500000	5060	PAN010#1#chr21.haplotype1:9998-509997_chr21_parm	PAN010	PAN010#1	1	haplotype1	chr21	chr21p	chr21:9998-509998	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
275	PAN027_vs_PAN010	PAN027 maternal hap1 <- PAN010 mother	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	maternal	chr21	chr21p	41	chr21:9036-509036	9036	509036	76323	77589	85359	86625	chr21:85359-86625	500000	1266	PAN010#2#chr22.haplotype2:12764-512763_chr22_parm	PAN010	PAN010#2	2	haplotype2	chr22	chr22p	chr22:12764-512764	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
