Name	Sample	Haplotype	Chromosome	Arm	ChromArm	Superpopulation	D1	D2	D3	D4	D5	nearest_same_superpop_name	nearest_same_superpop_distance_d1_d2	nearest_same_superpop_sample	nearest_same_superpop_chromarm
HG03209#2#CM087241.1:65867663-65977662_chr20_qarm	HG03209	2	chr20	q	chr20_q	AFR	-0.18538157753366857	-0.2873371827285549	0.3521632440647792	-0.03705133485474785	0.035960601112834174	HG02055#2#CM092203.1:65389232-65494231_chr20_qarm	0.00439095324248725	HG02055	chr20_q
HG03209#2#JBHDWH010000001.1:94832939-94952938_chr15_qarm	HG03209	2	chr15	q	chr15_q	AFR	-0.26801304928459807	-0.0910066770967207	0.1681219316959025	0.20548110935068448	-0.30320526001485487	HG03470#1#JBICSF010000008.1:94176358-94296357_chr15_qarm	6.399511605341772e-5	HG03470	chr15_q
HG03209#2#JBHDWH010000008.1:34767069-34787068_chr21_qarm	HG03209	2	chr21	q	chr21_q	AFR	0.5184841628356066	0.19093111941683255	0.1802753571061468	-0.06493238188923414	-0.07515134843789685	HG02559#2#JAGYVJ020000009.1:38917645-38937644_chr21_qarm	2.7625977204293064e-5	HG02559	chr21_q
HG03209#2#JBHDWH010000012.1:9537-509537_chrX_parm	HG03209	2	chrX	p	chrX_p	AFR	0.060829102382499514	-0.16310276865095483	-0.1495992644818358	0.09287141624167111	0.05515620049819295	NA20346#2#JBIRDS010000067.1:5659-505659_chrX_parm	2.102992752076219e-6	NA20346	chrX_p
HG03209#2#JBHDWH010000016.1:43238986-43263985_chr22_qarm	HG03209	2	chr22	q	chr22_q	AFR	0.48627771539592163	0.1796735668695623	0.1596384367069311	-0.07147724607033426	-0.05698741169537604	NA20129#2#JAHEPD020000019.1:48349435-48374434_chr22_qarm	8.090382461990092e-4	NA20129	chr22_q
HG03209#2#JBHDWH010000039.1:10279-320279_chr1_parm	HG03209	2	chr1	p	chr1_p	AFR	-0.2804146299282966	0.27454371028897884	-0.10083248536927275	0.1483709132379989	-0.04105845079367868	NA18522#1#CM087171.1:5446-310446_chr1_parm	2.843063896140642e-5	NA18522	chr1_p
HG03209#2#JBHDWH010000041.1:109375684-109395683_chr1_qarm	HG03209	2	chr1	q	chr1_q	AFR	0.5015912783028778	0.17906498125796055	0.17095274655196355	-0.07144621865313637	-0.06745961171433627	NA19185#1#CM087719.1:250535762-250555761_chr1_qarm	3.9728403459212504e-4	NA19185	chr1_q
HG03209#2#JBHDWH010000042.1:97159436-97169435_chr13_qarm	HG03209	2	chr13	q	chr13_q	AFR	0.42637193068092993	0.09149620683060487	0.1322784264546737	-0.03696768795636718	-0.07769742994696889	HG03209#1#JBHDWG010000007.1:106508639-106518638_chr13_qarm	5.418526257073691e-5	HG03209	chr13_q
HG03209#2#JBHDWH010000044.1:8721-78721_chr10_parm	HG03209	2	chr10	p	chr10_p	AFR	0.02694883108855422	-0.20568758885834665	-0.4046572156902054	-0.26534295632996885	-0.37845828373847795	HG02145#2#CM099661.1:10359-80359_chr10_parm	9.004142284182912e-6	HG02145	chr10_p
HG03209#2#JBHDWH010000049.1:8826932-9156931_chrX_qarm	HG03209	2	chrX	q	chrX_q	AFR	0.0424986409907192	-0.19872708383496646	-0.11868995379381372	0.08453258112741756	0.030066437023603038	HG02976#2#JBHDVX010000015.1:102084673-102414672_chrX_qarm	1.5679638838916974e-7	HG02976	chrX_q
HG03225#1#CM089298.1:247613194-247633193_chr1_qarm	HG03225	1	chr1	q	chr1_q	AFR	0.5017624668931382	0.17786140850234655	0.17141182465266827	-0.07199583116382738	-0.06728150422384345	HG02984#2#JBJKON010000001.1:114650427-114670426_chr1_qarm	1.903216291895078e-5	HG02984	chr1_q
HG03225#1#CM089298.1:3748-323748_chr1_parm	HG03225	1	chr1	p	chr1_p	AFR	-0.27779746212289197	0.26696954321751815	-0.10779166300289571	0.1420304640961391	-0.05243449652761725	HG02055#1#CM092205.1:6042-326042_chr1_parm	0.0016943956056319656	HG02055	chr1_p
HG03225#1#CM089299.1:191809816-191939815_chr4_qarm	HG03225	1	chr4	q	chr4_q	AFR	0.19886597063974562	-0.04255475515158339	-0.09247860473948061	0.03968186175301434	0.11465334536158764	HG02717#1#CM088957.1:192748983-192878982_chr4_qarm	0.0010979042592975956	HG02717	chr4_q
HG03225#1#CM089299.1:8333-68333_chr4_parm	HG03225	1	chr4	p	chr4_p	AFR	0.09457974072994269	-0.15415939585582913	-0.19010766708067092	0.11552837788361815	0.15992035550529443	HG02809#2#CM088361.1:14953-74953_chr4_parm	3.513210467459515e-5	HG02809	chr4_p
HG03225#1#CM089300.1:182612777-182802776_chr5_qarm	HG03225	1	chr5	q	chr5_q	AFR	-0.29040472469381007	0.3351063097274616	-0.06730165436358994	0.24467409503792098	-0.07284398304465621	HG02984#1#CM098790.1:182104375-182294374_chr5_qarm	6.798069537407302e-5	HG02984	chr5_q
HG03225#1#CM089301.1:173153447-173298446_chr6_qarm	HG03225	1	chr6	q	chr6_q	AFR	-0.19642846474131884	0.30588970121960357	-0.07411429060762545	0.3884847013298724	-0.1405572122330108	NA19391#2#CM087804.1:171130893-171275892_chr6_qarm	4.5393294768387754e-4	NA19391	chr6_q
HG03225#1#CM089301.1:5599-90599_chr6_parm	HG03225	1	chr6	p	chr6_p	AFR	-0.21657734108979051	-0.3136552216593207	0.36455078557354914	-0.028811108513070414	0.029100012744285444	HG02258#2#CM085837.1:22276-107276_chr6_parm	2.834468265100677e-4	HG02258	chr6_p
HG03225#1#CM089302.1:160353656-160398655_chr7_qarm	HG03225	1	chr7	q	chr7_q	AFR	0.10086252297750921	-0.1894802704154886	-0.1943686808203409	0.15840157965969298	0.16729610118923663	HG01884#2#CM086423.1:160574573-160619572_chr7_qarm	4.024404898085523e-5	HG01884	chr7_q
HG03225#1#CM089302.1:3276-178276_chr7_parm	HG03225	1	chr7	p	chr7_p	AFR	-0.22290120465988977	0.22986907985916832	-0.031919764472412133	-0.30814712510728043	0.27491882628506137	HG03041#1#CM088715.1:9649-184649_chr7_parm	9.470937258192867e-6	HG03041	chr7_p
HG03225#1#CM089303.1:4746-34746_chr8_parm	HG03225	1	chr8	p	chr8_p	AFR	0.16878159248778785	-0.01361409132066729	-0.020737872698021683	0.05595412957153667	7.595970737715157e-4	NA19468#2#CM087835.1:6638-36638_chr8_parm	4.418566315099307e-5	NA19468	chr8_p
HG03225#1#CM089304.1:138999919-139304918_chr9_qarm	HG03225	1	chr9	q	chr9_q	AFR	-0.360383545993178	0.060794101865456814	-0.03795828020937839	-0.20508175568681164	-0.20972901977886985	NA20346#2#JBIRDS010000010.1:77505460-77810459_chr9_qarm	5.5250866018645205e-5	NA20346	chr9_q
HG03225#1#CM089304.1:5961-45961_chr9_parm	HG03225	1	chr9	p	chr9_p	AFR	-0.11759176682106387	-0.4185193536371727	0.3324177980113035	0.040751083969336785	-0.06528314034616076	HG02486#2#CM088222.1:6831-46831_chr9_parm	9.261995073419205e-4	HG02486	chr9_p
HG03225#1#CM089305.1:5606-225606_chr11_parm	HG03225	1	chr11	p	chr11_p	AFR	-0.4035544680081057	0.09307260950903312	0.12270877136351553	-0.038371021673376984	-0.09393314363220694	HG01891#2#JAGYVN020000051.1:9277-229277_chr11_parm	1.6521555006928416e-5	HG01891	chr11_p
HG03225#1#CM089306.1:134848883-134873882_chr12_qarm	HG03225	1	chr12	q	chr12_q	AFR	0.11362771277956589	-0.1888328789729203	-0.19447378266708734	0.16287530383225848	0.17292567560263422	HG02841#1#CM098707.1:134178030-134203029_chr12_qarm	1.982499359839963e-6	HG02841	chr12_q
HG03225#1#CM089306.1:5868-75868_chr12_parm	HG03225	1	chr12	p	chr12_p	AFR	-0.11517566757494761	-0.45086303079178447	0.3631676885486783	0.03858906870263798	-0.05049069291135778	HG02559#2#CM088252.1:8468-78468_chr12_parm	9.391588582799174e-5	HG02559	chr12_p
HG03225#1#CM089307.1:4025-209025_chr16_parm	HG03225	1	chr16	p	chr16_p	AFR	-0.2156528952592662	0.1671530117826602	-0.15453299970858392	-0.40459912616658855	0.09355056305316735	HG02615#2#JBHDTA010000047.1:13607-218607_chr16_parm	3.9764756874150614e-4	HG02615	chr16_p
HG03225#1#CM089307.1:93489642-93529641_chr16_qarm	HG03225	1	chr16	q	chr16_q	AFR	-0.006793516049058585	-0.09737504629588774	-0.2073267493236601	-0.17229908792882848	0.0381422754709274	NA19468#2#JBHDXY010000004.1:49871002-49911001_chr16_qarm	5.910148412478066e-4	NA19468	chr16_q
HG03225#1#CM089308.1:82066651-82116650_chr17_qarm	HG03225	1	chr17	q	chr17_q	AFR	0.27412639926179033	0.20645088473147077	0.03643927997395359	0.13708021627677494	-0.0437019841939068	HG02717#2#CM088979.1:84733286-84783285_chr17_qarm	1.930895138047311e-4	HG02717	chr17_q
HG03225#1#CM089308.1:9836-134836_chr17_parm	HG03225	1	chr17	p	chr17_p	AFR	-0.21434030911032223	0.25639837296060114	0.012169661677353241	-0.2611722118961301	0.28586955099958017	HG03470#1#CM091830.1:14928-139928_chr17_parm	2.2018219385823318e-4	HG03470	chr17_p
HG03225#1#CM089309.1:5519-105519_chr18_parm	HG03225	1	chr18	p	chr18_p	AFR	0.03057956507937562	-0.19211430651529834	-0.40513235557576904	-0.28286092425437637	-0.36520013617527713	HG02647#1#CM086567.1:3715-103715_chr18_parm	8.996668803160815e-7	HG02647	chr18_p
HG03225#1#CM089310.1:3381-208381_chr19_parm	HG03225	1	chr19	p	chr19_p	AFR	-0.3747556134895931	0.1220347786823042	0.16791634268337682	-0.0044560693610062535	-0.11562520112689254	HG02258#1#JBHDUY010000038.1:5250-210250_chr19_parm	4.5442850190074215e-5	HG02258	chr19_p
HG03225#1#CM089310.1:61514064-61534063_chr19_qarm	HG03225	1	chr19	q	chr19_q	AFR	0.5074584701701897	0.18830070131840665	0.167939030003578	-0.07204730688238006	-0.06499301407219267	NA19835#1#CM094030.1:59406288-59426287_chr19_qarm	1.331672758278525e-5	NA19835	chr19_q
HG03225#1#CM089311.1:66994199-67099198_chr20_qarm	HG03225	1	chr20	q	chr20_q	AFR	-0.19453513404203657	-0.2963731426331109	0.35557083425638153	-0.03639359577252481	0.03549795570899092	HG03139#1#CM091863.1:65925145-66030144_chr20_qarm	1.0433920654460044e-4	HG03139	chr20_q
HG03225#1#CM089311.1:7187-102187_chr20_parm	HG03225	1	chr20	p	chr20_p	AFR	-0.14332844600815967	0.018127987039493844	0.2359810746750988	-0.1332504319329208	0.1648151745075413	HG02717#1#CM088968.1:5068-100068_chr20_parm	2.3390811435738157e-4	HG02717	chr20_p
HG03225#1#CM089312.1:5382-505382_chrY_parm	HG03225	1	chrY	p	chrY_p	AFR	0.060416884882297565	-0.1615067880134188	-0.14776152365085163	0.09142884144207228	0.054074060408301566	HG03041#2#CM088743.1:10999-510999_chrX_parm	8.446488681285206e-6	HG03041	chrX_p
HG03225#1#CM089312.1:57700089-58030088_chrY_qarm	HG03225	1	chrY	q	chrY_q	AFR	0.04436137347588679	-0.19626195051062487	-0.12234340112762035	0.0844665547948175	0.031433784388537875	HG02583#2#CM089527.1:154046798-154376797_chrX_qarm	1.1227347701146088e-5	HG02583	chrX_q
HG03225#1#JBHIIG010000002.1:107238807-107248806_chr13_qarm	HG03225	1	chr13	q	chr13_q	AFR	0.4323769799250723	0.09458439882334914	0.13365890031917196	-0.03758754442879279	-0.08034961113677934	HG03225#2#JBHIIH010000009.1:107331798-107341797_chr13_qarm	3.1796060221631554e-5	HG03225	chr13_q
HG03225#1#JBHIIG010000004.1:106693920-106938919_chr3_qarm	HG03225	1	chr3	q	chr3_q	AFR	-0.3955301144545235	0.09529511875040017	0.07440249357855391	-0.10634578343765762	-0.1251931241281738	HG03471#2#JBHDXE010000001.1:107295575-107540574_chr3_qarm	6.484847049887422e-5	HG03471	chr3_q
HG03225#1#JBHIIG010000006.1:89482793-89607792_chr15_qarm	HG03225	1	chr15	q	chr15_q	AFR	-0.2660743506653772	-0.08743855463827074	0.16038251397572073	0.21034839049342685	-0.30269000878078733	NA19909#1#JBIRDH010000034.1:80223717-80348716_chr15_qarm	2.557039285457434e-4	NA19909	chr15_q
HG03225#1#JBHIIG010000044.1:241087764-241207763_chr2_qarm	HG03225	1	chr2	q	chr2_q	AFR	0.0020133873517491313	0.1587666934639178	0.02200778767727528	-0.07606159086644196	0.22815409096087272	HG02668#1#CM088865.1:240605512-240725511_chr2_qarm	1.6805811982895817e-5	HG02668	chr2_q
HG03225#1#JBHIIG010000045.1:37415330-37435329_chr21_qarm	HG03225	1	chr21	q	chr21_q	AFR	0.517984034390126	0.18974682250590705	0.17924381372635956	-0.0649811054161606	-0.07553696428642898	NA20346#2#JBIRDS010000012.1:41048920-41068919_chr21_qarm	6.713178136967714e-16	NA20346	chr21_q
HG03225#1#JBHIIG010000046.1:43087895-43112894_chr22_qarm	HG03225	1	chr22	q	chr22_q	AFR	0.48901394235771173	0.1823840850246299	0.1618081584349111	-0.07177490447756842	-0.057138533557171876	HG02258#2#CM085847.1:48199805-48224804_chr22_qarm	3.3827923546015e-5	HG02258	chr22_q
HG03225#1#JBHIIG010000049.1:134283919-134408918_chr10_qarm	HG03225	1	chr10	q	chr10_q	AFR	0.20343050651778524	-0.03554224319561745	-0.08499849693283781	0.03430340816998685	0.1113535424056098	NA18522#2#CM087197.1:111215217-111265216_chr13_qarm	0.0015243142351922812	NA18522	chr13_q
HG03225#1#JBHIIG010000052.1:7946-507946_chr21_parm	HG03225	1	chr21	p	chr21_p	AFR	0.07511624062187738	-0.20051093308123769	-0.223985045803149	0.1560528940595035	0.1914452389180813	NA19468#2#CM087840.1:8579-508579_chr14_parm	4.3837003083104736e-5	NA19468	chr14_p
HG03225#2#CM089313.1:252172130-252187129_chr1_qarm	HG03225	2	chr1	q	chr1_q	AFR	0.5099389250218707	0.17026465702659238	0.17806080994146434	-0.05645528229915824	-0.0835639140274531	NA19185#2#CM087736.1:246084881-246099880_chr1_qarm	1.462957083583482e-4	NA19185	chr1_q
HG03225#2#CM089313.1:4998-319998_chr1_parm	HG03225	2	chr1	p	chr1_p	AFR	-0.2789558031549205	0.2701307202618149	-0.10586642353844135	0.14418469358110883	-0.04674170925590721	HG02723#2#JAHEOT020000031.1:3819-318819_chr1_parm	4.948219991965034e-4	HG02723	chr1_p
HG03225#2#CM089314.1:242328975-242448974_chr2_qarm	HG03225	2	chr2	q	chr2_q	AFR	0.0020473608658653606	0.159318788980637	0.023538275093458693	-0.07677941726492575	0.22823793534036044	HG03486#1#JAHEOQ020000010.1:147827845-147947844_chr2_qarm	2.2705494414790176e-4	HG03486	chr2_q
HG03225#2#CM089315.1:203138060-203383059_chr3_qarm	HG03225	2	chr3	q	chr3_q	AFR	-0.3911403504274398	0.08921756414310562	0.07030952420416318	-0.10814991460509048	-0.13468052674007355	HG03139#2#CM091837.1:200704949-200949948_chr3_qarm	9.790166216553452e-5	HG03139	chr3_q
HG03225#2#CM089316.1:183014069-183229068_chr5_qarm	HG03225	2	chr5	q	chr5_q	AFR	-0.26491182798872637	0.37406646950414424	-0.04126191557318471	0.1862544013426678	-0.04471024270928604	HG01960#1#CM088645.1:183709323-183914322_chr5_qarm	0.008840501121102537	HG01960	chr5_q
HG03225#2#CM089317.1:173178845-173323844_chr6_qarm	HG03225	2	chr6	q	chr6_q	AFR	-0.20670058552356174	0.296484871075631	-0.08198342992189743	0.3915256505464178	-0.14340297039417882	HG02055#2#JAHEPJ020000020.1:111415456-111560455_chr6_qarm	1.863242582072132e-4	HG02055	chr6_q
HG03225#2#CM089317.1:4506-164506_chr6_parm	HG03225	2	chr6	p	chr6_p	AFR	-0.22122382058701093	0.33662184892382135	-0.026456740078271944	0.28405465233268906	-0.07105376222589085	HG02055#1#JAHEPK020000065.1:3064-163064_chr6_parm	1.2238862152673194e-5	HG02055	chr6_p
HG03225#2#CM089318.1:160797815-160842814_chr7_qarm	HG03225	2	chr7	q	chr7_q	AFR	0.10068065705379123	-0.189557577705159	-0.19441167860633682	0.1583837284409813	0.16726459543522443	NA18505#1#CM089861.1:159605523-159650522_chr7_qarm	1.5845532379061726e-4	NA18505	chr7_q
HG03225#2#CM089318.1:4350-184350_chr7_parm	HG03225	2	chr7	p	chr7_p	AFR	-0.22452092776165705	0.2292921973194655	-0.03512123046027554	-0.3075390301877495	0.27239888473853696	NA19443#2#CM089462.1:5581-185581_chr7_parm	9.362601908986682e-6	NA19443	chr7_p
HG03225#2#CM089319.1:8448-183448_chr8_parm	HG03225	2	chr8	p	chr8_p	AFR	-0.21051092282717032	0.30714919097132437	-0.054825930366965085	0.3172712195483216	-0.09018118285256975	HG03471#1#CM087524.1:7809-182809_chr8_parm	5.488488810184197e-5	HG03471	chr8_p
HG03225#2#CM089320.1:145081401-145306400_chr9_qarm	HG03225	2	chr9	q	chr9_q	AFR	-0.1933659913302351	0.17066316996536957	-0.1696155543798755	-0.41124501955910386	0.04970518292548419	NA20346#1#JBIRDR010000068.1:82016163-82241162_chr9_qarm	2.2332420608803448e-5	NA20346	chr9_q
HG03225#2#CM089320.1:5545-45545_chr9_parm	HG03225	2	chr9	p	chr9_p	AFR	-0.11186096885299755	-0.4191567596098723	0.3356126561114779	0.04139955780043395	-0.06809290331598017	NA18522#2#CM087193.1:4804-44804_chr9_parm	8.058764538577907e-5	NA18522	chr9_p
HG03225#2#CM089321.1:134756289-134846288_chr10_qarm	HG03225	2	chr10	q	chr10_q	AFR	0.24224929009280863	-0.0015153552006385508	-0.051150833850970384	0.017549485568911685	0.08722682011349321	NA19909#1#CM094123.1:133777577-133867576_chr10_qarm	6.377225604212543e-4	NA19909	chr10_q
HG03225#2#CM089321.1:4768-74768_chr10_parm	HG03225	2	chr10	p	chr10_p	AFR	0.027214304662485176	-0.20564484739909253	-0.40360689940474753	-0.26376376694775083	-0.37732054394616765	HG02572#1#CM088159.1:6309-76309_chr10_parm	2.223748273651679e-6	HG02572	chr10_p
HG03225#2#CM089322.1:8189-213189_chr11_parm	HG03225	2	chr11	p	chr11_p	AFR	-0.3686910459244716	0.06683545176427315	0.13709071595261735	-0.2087884423769288	0.09793020715184135	NA18522#1#CM087179.1:2913-207913_chr11_parm	1.4381528010169318e-5	NA18522	chr11_p
HG03225#2#CM089323.1:132670615-132695614_chr12_qarm	HG03225	2	chr12	q	chr12_q	AFR	0.11360755635865707	-0.18878527594203653	-0.1944132996345371	0.16281268926580716	0.1728442662809446	HG02559#2#CM088252.1:134542158-134567157_chr12_qarm	1.0245510540419593e-6	HG02559	chr12_q
HG03225#2#CM089323.1:5214-75214_chr12_parm	HG03225	2	chr12	p	chr12_p	AFR	-0.11511316436536355	-0.44975351561031246	0.3653416278871664	0.0377662043993971	-0.0501747698102112	HG02717#2#CM088977.1:4941-74941_chr12_parm	3.555070450395357e-5	HG02717	chr12_p
HG03225#2#CM089324.1:4257-49257_chr17_parm	HG03225	2	chr17	p	chr17_p	AFR	0.023116544730856583	-0.1117497578466877	-0.1513743481268755	-0.036003884060231445	0.12042787063354146	HG02886#1#JAHAOU020000014.1:13087-58087_chr17_parm	5.982128515552599e-6	HG02886	chr17_p
HG03225#2#CM089324.1:83852899-83887898_chr17_qarm	HG03225	2	chr17	q	chr17_q	AFR	0.11558931161341958	0.1006777839947025	-0.06367204681956928	0.2024786877467895	-0.02653737310178676	NA19240#1#CM099585.1:84339905-84374904_chr17_qarm	1.2153158026392235e-4	NA19240	chr17_q
HG03225#2#CM089325.1:10633-110633_chr18_parm	HG03225	2	chr18	p	chr18_p	AFR	0.03058135231423852	-0.19216908817749748	-0.4052018314443731	-0.2828627409249482	-0.36537843924648405	NA18879#2#CM099736.1:7931-107931_chr18_parm	2.5846622645995535e-6	NA18879	chr18_p
HG03225#2#CM089326.1:63275605-63300604_chr19_qarm	HG03225	2	chr19	q	chr19_q	AFR	0.480395015733943	0.17755094797466936	0.1570804749975853	-0.07173553830236855	-0.05247260424721819	HG03579#2#CM089296.1:60972223-60997222_chr19_qarm	4.76005528539023e-5	HG03579	chr19_q
HG03225#2#CM089326.1:9663-214663_chr19_parm	HG03225	2	chr19	p	chr19_p	AFR	-0.37659226270019464	0.11820188949280311	0.16968236628226033	-0.004901772257611784	-0.11932697242600267	HG01960#1#CM088654.1:10401-215401_chr19_parm	4.741175972086643e-5	HG01960	chr19_p
HG03225#2#JBHIIH010000004.1:9756-69756_chr4_parm	HG03225	2	chr4	p	chr4_p	AFR	0.09463085164268809	-0.15423581673669684	-0.19021432274280264	0.11564483502278175	0.16006427504463175	HG02723#2#CM092011.1:15891-75891_chr4_parm	4.5851593408447855e-8	HG02723	chr4_p
HG03225#2#JBHIIH010000007.1:84428833-84553832_chr15_qarm	HG03225	2	chr15	q	chr15_q	AFR	-0.26700545018525385	-0.08537177405261442	0.1641313524125999	0.20842718527370183	-0.3037565215659344	NA18906#1#JAHEOO020000012.1:92144887-92269886_chr15_qarm	4.871667752231422e-5	NA18906	chr15_q
HG03225#2#JBHIIH010000009.1:107331798-107341797_chr13_qarm	HG03225	2	chr13	q	chr13_q	AFR	0.43239092948933366	0.094612971521901	0.13422952163163276	-0.03751185357516516	-0.08048369205470217	HG03225#1#JBHIIG010000002.1:107238807-107248806_chr13_qarm	3.1796060221631554e-5	HG03225	chr13_q
HG03225#2#JBHIIH010000012.1:40446047-40466046_chr21_qarm	HG03225	2	chr21	q	chr21_q	AFR	0.5183646323048674	0.1902975400696569	0.17827007026033087	-0.06539338099635271	-0.0750120519616924	HG03470#1#JBICSF010000013.1:41584878-41604877_chr21_qarm	8.945011815215511e-5	HG03470	chr21_q
HG03225#2#JBHIIH010000018.1:1194582-1299581_chr20_qarm	HG03225	2	chr20	q	chr20_q	AFR	-0.19635137254352347	-0.2972879022615589	0.35559149683711894	-0.0363741808090688	0.035101913299605415	HG03540#1#JAGYVY020000005.1:37709135-37814134_chr20_qarm	7.9484906915005e-5	HG03540	chr20_q
HG03225#2#JBHIIH010000049.1:46597449-46622448_chr22_qarm	HG03225	2	chr22	q	chr22_q	AFR	0.48875728061315865	0.18180073781243872	0.16047944043987844	-0.07217317280659546	-0.05663008064760084	NA19240#2#JAHEOL020000037.1:46763142-46788141_chr22_qarm	1.0360939669837108e-4	NA19240	chr22_q
HG03225#2#JBHIIH010000052.1:96407169-96737168_chrX_qarm	HG03225	2	chrX	q	chrX_q	AFR	0.04468356431710817	-0.19622610867889	-0.12235250766192785	0.0849079806577794	0.03131933786751886	NA19338#1#JBHDXT010000042.1:102221145-102551144_chrX_qarm	1.0494153708484127e-4	NA19338	chrX_q
HG03225#2#JBHIIH010000055.1:2949-102949_chr20_parm	HG03225	2	chr20	p	chr20_p	AFR	-0.14778695943397346	0.03203207418749865	0.22460219934445036	-0.1321346071663765	0.17117085751698907	NA19159#1#CM099956.1:14850-114850_chr20_parm	2.5338340019665517e-5	NA19159	chr20_p
HG03225#2#JBHIIH010000056.1:90495478-90705477_chr16_qarm	HG03225	2	chr16	q	chr16_q	AFR	-0.3649908532176452	0.06587779183434951	0.09591227982092025	-0.26956746071413595	0.05845550755281645	HG02572#2#CM088179.1:98758841-98968840_chr16_qarm	2.862404682828357e-5	HG02572	chr16_q
HG03225#2#JBHIIH010000059.1:5928-505928_chr22_parm	HG03225	2	chr22	p	chr22_p	AFR	0.07464647970896864	-0.1983569284454118	-0.2210611019043831	0.15332865652131522	0.1874302700713768	HG02976#2#JBHDVX010000068.1:4771-504771_chr14_parm	7.365380737719928e-5	HG02976	chr14_p
HG03270#1#CM089899.1:241121472-241241471_chr2_qarm	HG03270	1	chr2	q	chr2_q	AFR	0.004775759226997459	0.162993801639041	0.024695195939708422	-0.07727990554237292	0.2289872561756823	NA19443#1#CM089445.1:242186248-242306247_chr2_qarm	1.2453953874856565e-4	NA19443	chr2_q
HG03270#1#CM089900.1:183170789-183365788_chr5_qarm	HG03270	1	chr5	q	chr5_q	AFR	-0.3160894292417123	0.3552782848888096	-0.06495000368988321	0.21280165700269624	-0.05520359672777542	NA18508#2#CM089656.1:181426409-181621408_chr5_qarm	1.2707164068676997e-4	NA18508	chr5_q
HG03270#1#CM089901.1:170878470-170938469_chr6_qarm	HG03270	1	chr6	q	chr6_q	AFR	0.1068036312525011	0.21951517636858073	0.07359539743853782	-0.07056185520254463	0.16758343077551777	HG03471#1#CM087523.1:172239560-172299559_chr6_qarm	1.0310224704664126e-4	HG03471	chr6_q
HG03270#1#CM089901.1:7530-172530_chr6_parm	HG03270	1	chr6	p	chr6_p	AFR	-0.21953231552156954	0.33333804371004083	-0.02999964495415443	0.28610096645922645	-0.07173960323675783	HG03471#2#CM087546.1:10371-175371_chr6_parm	2.4394207676335168e-5	HG03471	chr6_p
HG03270#1#CM089902.1:161216389-161221388_chr7_qarm	HG03270	1	chr7	q	chr7_q	AFR	0.25887453054106235	-0.02108447018037422	0.022710986799716597	0.01897927376856883	-0.028317514386148056	HG02280#2#CM086282.1:159272352-159277351_chr7_qarm	8.069457890245265e-4	HG02280	chr7_q
HG03270#1#CM089902.1:3141-293141_chr7_parm	HG03270	1	chr7	p	chr7_p	AFR	-0.17551740294459134	0.15319781489720877	-0.058633111764585716	-0.23284263974692704	0.2219560463065048	NA19443#2#CM089465.1:3216-413216_chr16_parm	0.003136177458043785	NA19443	chr16_p
HG03270#1#CM089903.1:7813-182813_chr8_parm	HG03270	1	chr8	p	chr8_p	AFR	-0.2854634423403123	0.022074303584268717	0.18084344054255752	0.1463638893759466	-0.21109530948622535	HG01960#2#JBHIHN010000009.1:6218-181218_chr8_parm	5.9784728271804565e-5	HG01960	chr8_p
HG03270#1#CM089904.1:134751590-134861589_chr10_qarm	HG03270	1	chr10	q	chr10_q	AFR	0.2177320702216164	-0.02388224375860707	-0.07482863915631721	0.029087850248090106	0.10356910034116035	NA19391#1#JBHDXV010000051.1:134231742-134341741_chr10_qarm	0.0012315232668764044	NA19391	chr10_q
HG03270#1#CM089904.1:6660-76660_chr10_parm	HG03270	1	chr10	p	chr10_p	AFR	0.026802882286886112	-0.20575987724980896	-0.4053863612764692	-0.2663608061343835	-0.37929262910188083	HG02055#1#CM092210.1:5661-75661_chr10_parm	3.6982947642714993e-6	HG02055	chr10_p
HG03270#1#CM089905.1:10713-220713_chr11_parm	HG03270	1	chr11	p	chr11_p	AFR	-0.3622797416620647	0.06626933428703756	0.12721122712700117	-0.2026991974929332	0.0964709131115296	NA19468#1#CM087823.1:9091-219091_chr11_parm	6.8543661764284234e-6	NA19468	chr11_p
HG03270#1#CM089906.1:11162-81162_chr12_parm	HG03270	1	chr12	p	chr12_p	AFR	-0.11544456142685651	-0.45075514499803365	0.36314955593762094	0.03910361987332147	-0.050368838845544016	HG03583#1#JBHIKA010000015.1:7675-77675_chr12_parm	8.539416460407933e-5	HG03583	chr12_p
HG03270#1#CM089906.1:133613593-133638592_chr12_qarm	HG03270	1	chr12	q	chr12_q	AFR	0.1141041557551785	-0.18983811411399454	-0.19570425484939236	0.16411979774547533	0.17444474057720177	HG03583#1#JBHIKA010000054.1:102306081-102331080_chr12_qarm	9.384533706878313e-7	HG03583	chr12_q
HG03270#1#CM089907.1:7582-42582_chr17_parm	HG03270	1	chr17	p	chr17_p	AFR	0.025005681009969527	-0.11147974881906264	-0.1516275781702529	-0.03779543747535258	0.12056555450208702	HG03209#1#CM087222.1:9280-44280_chr17_parm	4.957277972878943e-4	HG03209	chr17_p
HG03270#1#CM089907.1:83867846-83912845_chr17_qarm	HG03270	1	chr17	q	chr17_q	AFR	0.2597477054344452	0.20136086976902492	0.029956520560485207	0.13914336234137192	-0.03567269258949379	NA18508#1#JBHIJG010000010.1:58341129-58386128_chr17_qarm	2.1854613074393733e-5	NA18508	chr17_q
