method_id	evidence_layer	comparison_id	query_chrom	query_arm_side	target_chrom	target_arm	support_class	support_bins	paf_rows	aligned_bp_sum	mean_identity_weighted	mean_match_distance
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr12	p	chr17	chr17_internal	interchromosomal	6	7	5570	0.951639	0.048361
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr12	p	chr13	chr13_internal	interchromosomal	1	2	2174	0.852429	0.147571
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	q	chr13	chr13_internal	interchromosomal	7	10	9853	0.935640	0.064360
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	q	chr22	chr22_internal	interchromosomal	4	4	3179	0.981519	0.018481
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	q	chr21	chr21_internal	interchromosomal	1	1	331	0.812821	0.187179
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	q	chr18	chr18_internal	interchromosomal	5	10	8064	0.909578	0.090422
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr18	chr18_internal	interchromosomal	3	6	2097	0.872583	0.127417
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr16	chr16_internal	interchromosomal	92	176	280147	0.981669	0.018331
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr10	chr10_internal	interchromosomal	40	96	143480	0.963553	0.036447
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr15	chr15_internal	interchromosomal	67	180	296935	0.985826	0.014174
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr14	chr14_internal	interchromosomal	4	8	9904	0.863785	0.136215
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr17	chr17_internal	interchromosomal	8	9	7362	0.920798	0.079202
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr19	chr19_internal	interchromosomal	4	8	4594	0.906539	0.093461
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr22	chr22_internal	interchromosomal	7	9	8442	0.917838	0.082162
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr20	chr20_internal	interchromosomal	1	1	913	0.912949	0.087051
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr21	chr21_internal	interchromosomal	3	3	2143	0.946136	0.053864
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr11	p	chr13	chr13_internal	interchromosomal	2	4	3534	0.887783	0.112217
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr13	chr13_internal	interchromosomal	33	89	115156	0.900192	0.099808
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr22	chr22_internal	interchromosomal	40	125	175772	0.907484	0.092516
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr16	chr16_internal	interchromosomal	17	29	41633	0.934126	0.065874
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr15	chr15_internal	interchromosomal	17	68	82226	0.862654	0.137346
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr17	chr17_internal	interchromosomal	15	21	33415	0.951948	0.048052
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr21	chr21_internal	interchromosomal	25	63	83551	0.893225	0.106775
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr11	chr11_internal	interchromosomal	7	29	37723	0.917497	0.082503
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr14	chr14_internal	interchromosomal	28	121	160676	0.903759	0.096241
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr20	chr20_internal	interchromosomal	15	38	56858	0.936265	0.063735
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr19	chr19_internal	interchromosomal	4	8	5734	0.885708	0.114292
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	q	chr12	chr12_internal	interchromosomal	12	32	27874	0.909963	0.090037
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr22	chr22_internal	interchromosomal	27	149	165860	0.907236	0.092764
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr21	chr21_internal	interchromosomal	18	58	61770	0.896313	0.103687
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr20	chr20_internal	interchromosomal	16	120	129225	0.897516	0.102484
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr18	chr18_internal	interchromosomal	4	14	12838	0.928060	0.071940
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr16	chr16_internal	interchromosomal	17	38	42718	0.931970	0.068030
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr15	chr15_internal	interchromosomal	24	113	126706	0.902058	0.097942
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr14	chr14_internal	interchromosomal	25	133	144903	0.903477	0.096523
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr13	chr13_internal	interchromosomal	18	33	32372	0.907222	0.092778
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr12	chr12_internal	interchromosomal	27	93	119392	0.901122	0.098878
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr17	chr17_internal	interchromosomal	4	7	5794	0.891095	0.108905
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr11	chr11_internal	interchromosomal	6	20	16934	0.931368	0.068632
sweepga_fastga_f32	raw_many_many	PAN027pat_vs_PAN011_joint	chr10	p	chr19	chr19_internal	interchromosomal	2	4	1178	0.851485	0.148515
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr13	chr13_internal	interchromosomal	187	928	1495357	0.948946	0.051054
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr16	chr16_internal	interchromosomal	9	10	14598	0.928774	0.071226
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr21	chr21_internal	interchromosomal	107	823	1271610	0.935785	0.064215
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr19	chr19_internal	interchromosomal	8	31	28249	0.877316	0.122684
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr17	chr17_internal	interchromosomal	12	24	17583	0.888895	0.111105
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr14	chr14_internal	interchromosomal	96	753	1144593	0.936973	0.063027
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr11	chr11_internal	interchromosomal	6	29	26566	0.885212	0.114788
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr10	chr10_internal	interchromosomal	5	10	9010	0.895803	0.104197
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr12	chr12_internal	interchromosomal	3	3	3142	0.925260	0.074740
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr15	chr15_internal	interchromosomal	82	346	522994	0.937699	0.062301
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr20	chr20_internal	interchromosomal	55	152	208182	0.938158	0.061842
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr22	p	chr18	chr18_internal	interchromosomal	36	134	191613	0.915623	0.084377
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr13	chr13_internal	interchromosomal	185	1225	2056368	0.894025	0.105975
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr22	chr22_internal	interchromosomal	142	2382	4008880	0.887073	0.112927
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr19	chr19_internal	interchromosomal	8	31	28249	0.877439	0.122561
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr17	chr17_internal	interchromosomal	9	19	17589	0.889062	0.110938
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr14	chr14_internal	interchromosomal	136	1163	1925566	0.895608	0.104392
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr11	chr11_internal	interchromosomal	6	29	26566	0.884948	0.115052
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr15	chr15_internal	interchromosomal	125	588	975086	0.880797	0.119203
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr10	chr10_internal	interchromosomal	5	10	9010	0.895825	0.104175
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr12	chr12_internal	interchromosomal	2	2	3142	0.924945	0.075055
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr20	chr20_internal	interchromosomal	56	152	208176	0.938252	0.061748
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr18	chr18_internal	interchromosomal	37	140	191607	0.915713	0.084287
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr21	p	chr16	chr16_internal	interchromosomal	5	5	6028	0.926649	0.073351
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr17	chr17_internal	interchromosomal	7	7	7278	0.934014	0.065986
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr15	chr15_internal	interchromosomal	20	21	36296	0.975531	0.024469
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr13	chr13_internal	interchromosomal	7	16	18048	0.933213	0.066787
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr21	chr21_internal	interchromosomal	4	9	7126	0.891601	0.108399
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr12	chr12_internal	interchromosomal	4	20	13242	0.874825	0.125175
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr11	chr11_internal	interchromosomal	2	16	8140	0.929522	0.070478
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr10	chr10_internal	interchromosomal	17	36	57668	0.967444	0.032556
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr16	chr16_internal	interchromosomal	18	20	31744	0.964390	0.035610
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr22	chr22_internal	interchromosomal	3	8	5897	0.892117	0.107883
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	q	chr19	chr19_internal	interchromosomal	1	2	1440	0.852703	0.147297
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr22	chr22_internal	interchromosomal	16	45	61555	0.967136	0.032864
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr21	chr21_internal	interchromosomal	17	47	68093	0.950408	0.049592
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr17	chr17_internal	interchromosomal	13	19	28117	0.971975	0.028025
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr16	chr16_internal	interchromosomal	41	53	89869	0.975726	0.024274
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr10	chr10_internal	interchromosomal	33	95	129993	0.944116	0.055884
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr13	chr13_internal	interchromosomal	12	38	42944	0.949607	0.050393
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr15	chr15_internal	interchromosomal	18	26	34919	0.956606	0.043394
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr12	chr12_internal	interchromosomal	12	84	90021	0.893940	0.106060
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr18	chr18_internal	interchromosomal	10	26	27504	0.909817	0.090183
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr19	chr19_internal	interchromosomal	9	32	28338	0.910044	0.089956
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr14	chr14_internal	interchromosomal	9	49	50775	0.908796	0.091204
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr20	p	chr11	chr11_internal	interchromosomal	9	78	81960	0.909209	0.090791
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr13	chr13_internal	interchromosomal	17	46	64161	0.947094	0.052906
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr22	chr22_internal	interchromosomal	23	56	77870	0.962730	0.037270
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr21	chr21_internal	interchromosomal	27	58	71016	0.951643	0.048357
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr17	chr17_internal	interchromosomal	16	22	29298	0.948856	0.051144
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr16	chr16_internal	interchromosomal	39	113	94716	0.913220	0.086780
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr15	chr15_internal	interchromosomal	7	16	13200	0.865973	0.134027
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr14	chr14_internal	interchromosomal	20	67	51441	0.873972	0.126028
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr12	chr12_internal	interchromosomal	19	64	36203	0.877473	0.122527
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr10	chr10_internal	interchromosomal	17	33	22130	0.887436	0.112564
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr11	chr11_internal	interchromosomal	19	58	48908	0.860388	0.139612
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr20	chr20_internal	interchromosomal	9	26	14878	0.905065	0.094935
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	q	chr18	chr18_internal	interchromosomal	7	12	8553	0.878986	0.121014
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr20	chr20_internal	interchromosomal	1	2	1000	0.865878	0.134122
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr22	chr22_internal	interchromosomal	12	34	39126	0.950726	0.049274
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr21	chr21_internal	interchromosomal	11	34	36615	0.948040	0.051960
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr17	chr17_internal	interchromosomal	10	16	15729	0.948112	0.051888
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr16	chr16_internal	interchromosomal	58	66	110883	0.982927	0.017073
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr13	chr13_internal	interchromosomal	10	18	23237	0.948979	0.051021
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr15	chr15_internal	interchromosomal	45	51	90705	0.979546	0.020454
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr10	chr10_internal	interchromosomal	40	97	156941	0.965335	0.034665
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr18	chr18_internal	interchromosomal	2	4	616	0.927673	0.072327
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr11	chr11_internal	interchromosomal	10	22	29324	0.890424	0.109576
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr14	chr14_internal	interchromosomal	2	2	2537	0.939015	0.060985
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr19	p	chr12	chr12_internal	interchromosomal	2	4	5068	0.948708	0.051292
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr21	chr21_internal	interchromosomal	6	8	12437	0.946506	0.053494
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr17	chr17_internal	interchromosomal	8	12	11886	0.915854	0.084146
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr16	chr16_internal	interchromosomal	8	11	8808	0.929314	0.070686
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr13	chr13_internal	interchromosomal	10	16	16138	0.945037	0.054963
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr22	chr22_internal	interchromosomal	5	7	11121	0.934625	0.065375
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr12	chr12_internal	interchromosomal	7	13	14497	0.914473	0.085527
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr10	chr10_internal	interchromosomal	2	6	1246	0.835944	0.164056
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr11	chr11_internal	interchromosomal	3	7	1991	0.881625	0.118375
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr15	chr15_internal	interchromosomal	4	7	8994	0.934798	0.065202
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	q	chr14	chr14_internal	interchromosomal	3	6	2813	0.885807	0.114193
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr22	chr22_internal	interchromosomal	30	198	247256	0.900504	0.099496
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr21	chr21_internal	interchromosomal	22	73	89610	0.905832	0.094168
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr20	chr20_internal	interchromosomal	17	98	112568	0.901354	0.098646
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr16	chr16_internal	interchromosomal	15	29	45568	0.945720	0.054280
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr15	chr15_internal	interchromosomal	24	103	123097	0.895469	0.104531
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr14	chr14_internal	interchromosomal	21	122	151616	0.905250	0.094750
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr13	chr13_internal	interchromosomal	22	48	56706	0.895970	0.104030
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr12	chr12_internal	interchromosomal	28	94	122095	0.901730	0.098270
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr10	chr10_internal	interchromosomal	11	30	34269	0.863344	0.136656
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr17	chr17_internal	interchromosomal	2	2	2318	0.911664	0.088336
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr19	chr19_internal	interchromosomal	2	12	5932	0.917236	0.082764
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr18	p	chr11	chr11_internal	interchromosomal	2	4	1950	0.862507	0.137493
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	q	chr22	chr22_internal	interchromosomal	14	49	73049	0.966380	0.033620
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	q	chr21	chr21_internal	interchromosomal	14	44	58424	0.968006	0.031994
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	q	chr16	chr16_internal	interchromosomal	16	19	27636	0.966357	0.033643
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	q	chr15	chr15_internal	interchromosomal	2	2	1535	0.900940	0.099060
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	q	chr13	chr13_internal	interchromosomal	11	24	36222	0.945814	0.054186
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	q	chr18	chr18_internal	interchromosomal	3	6	7324	0.849789	0.150211
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	p	chr16	chr16_internal	interchromosomal	18	281	406484	0.931469	0.068531
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	p	chr22	chr22_internal	interchromosomal	5	6	6871	0.937794	0.062206
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	p	chr21	chr21_internal	interchromosomal	5	10	14753	0.962007	0.037993
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	p	chr13	chr13_internal	interchromosomal	2	4	3534	0.886464	0.113536
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	p	chr20	chr20_internal	interchromosomal	1	1	82	0.878049	0.121951
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr17	p	chr11	chr11_internal	interchromosomal	1	1	597	0.894649	0.105351
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr22	chr22_internal	interchromosomal	23	170	187498	0.903221	0.096779
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr21	chr21_internal	interchromosomal	21	55	64526	0.905201	0.094799
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr11	chr11_internal	interchromosomal	12	22	29485	0.866276	0.133724
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr10	chr10_internal	interchromosomal	40	96	151502	0.956424	0.043576
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr18	chr18_internal	interchromosomal	1	2	616	0.918495	0.081505
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr15	chr15_internal	interchromosomal	77	151	213959	0.945873	0.054127
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr12	chr12_internal	interchromosomal	21	78	90078	0.888112	0.111888
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr14	chr14_internal	interchromosomal	17	109	120527	0.898399	0.101601
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr13	chr13_internal	interchromosomal	17	39	49490	0.903467	0.096533
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr17	chr17_internal	interchromosomal	3	3	5971	0.925968	0.074032
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr16	p	chr20	chr20_internal	interchromosomal	14	79	92530	0.899037	0.100963
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr22	chr22_internal	interchromosomal	125	1767	3077453	0.883730	0.116270
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr20	chr20_internal	interchromosomal	53	122	188666	0.936489	0.063511
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr19	chr19_internal	interchromosomal	13	44	41278	0.882899	0.117101
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr11	chr11_internal	interchromosomal	6	31	26566	0.884440	0.115560
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr17	chr17_internal	interchromosomal	12	28	19432	0.891365	0.108635
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr14	chr14_internal	interchromosomal	124	840	1453938	0.882044	0.117956
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr21	chr21_internal	interchromosomal	135	1070	1855698	0.862472	0.137528
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr13	chr13_internal	interchromosomal	151	948	1637527	0.895666	0.104334
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr16	chr16_internal	interchromosomal	10	10	13463	0.954797	0.045203
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr10	chr10_internal	interchromosomal	5	10	8996	0.895717	0.104283
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr12	chr12_internal	interchromosomal	2	2	3143	0.925576	0.074424
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr15	p	chr18	chr18_internal	interchromosomal	32	71	117096	0.917312	0.082688
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr22	chr22_internal	interchromosomal	96	1335	2058323	0.936320	0.063680
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr20	chr20_internal	interchromosomal	55	152	208492	0.937458	0.062542
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr19	chr19_internal	interchromosomal	8	29	28246	0.877390	0.122610
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr11	chr11_internal	interchromosomal	6	30	26166	0.884352	0.115648
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr17	chr17_internal	interchromosomal	10	19	17575	0.888557	0.111443
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr21	chr21_internal	interchromosomal	96	823	1261665	0.930279	0.069721
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr13	chr13_internal	interchromosomal	99	844	1305947	0.935261	0.064739
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr15	chr15_internal	interchromosomal	76	336	497163	0.933012	0.066988
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr10	chr10_internal	interchromosomal	5	10	9008	0.896027	0.103973
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr18	chr18_internal	interchromosomal	33	134	203060	0.911825	0.088175
sweepga_fastga_f32	raw_many_many	PAN027mat_vs_PAN010_joint	chr14	p	chr16	chr16_internal	interchromosomal	5	5	6050	0.924370	0.075630
