pair	transmission	query_name	query_arm	query_start	query_end	query_length	paf_query_length	target_name	target_hap	target_arm	strand	identity	jaccard	nb	interchromosomal
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	376366	382966	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	385239	387308	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	389568	392866	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	393907	395137	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	396165	398438	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	399466	402767	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	407109	408339	500000	41248	PAN011#1#chr4.haplotype1:190052915-190552914_chr4_qarm	PAN011#1	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	413706	414938	500000	41248	PAN011#1#chr4.haplotype1:190052915-190552914_chr4_qarm	PAN011#1	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	414938	415966	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	417007	419266	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	420307	422567	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	423608	425868	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	428141	430210	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	434743	435771	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	442373	443414	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	444646	445674	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	448975	450016	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	462179	463220	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	471054	500000	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr5.paternal:8826-508825_chr5_parm	chr5p	0	500000	500000	41248	PAN011#1#chr5.haplotype1:5054-505053_chr5_parm	PAN011#1	chr5p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr5.paternal:181639593-182139592_chr5_qarm	chr5q	0	500000	500000	41248	PAN011#2#chr5.haplotype2:181428124-181928123_chr5_qarm	PAN011#2	chr5q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:5024-505023_chr6_parm	chr6p	0	500000	500000	41248	PAN011#2#chr6.haplotype2:4983-504982_chr6_parm	PAN011#2	chr6p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	0	20204	500000	41248	PAN011#1#chr6.haplotype1:170930032-171430031_chr6_qarm	PAN011#1	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	20204	31113	500000	41248	PAN011#2#chr6.haplotype2:171514622-172014621_chr6_qarm	PAN011#2	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	31113	43592	500000	41248	PAN011#1#chr6.haplotype1:170930032-171430031_chr6_qarm	PAN011#1	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	43592	65313	500000	41248	PAN011#2#chr6.haplotype2:171514622-172014621_chr6_qarm	PAN011#2	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	65313	130981	500000	41248	PAN011#1#chr6.haplotype1:170930032-171430031_chr6_qarm	PAN011#1	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	130981	131983	500000	41248	PAN011#2#chr6.haplotype2:171514622-172014621_chr6_qarm	PAN011#2	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	131983	132984	500000	41248	PAN011#1#chr6.haplotype1:170930032-171430031_chr6_qarm	PAN011#1	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	132984	134989	500000	41248	PAN011#2#chr6.haplotype2:171514622-172014621_chr6_qarm	PAN011#2	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	134989	500000	500000	41248	PAN011#1#chr6.haplotype1:170930032-171430031_chr6_qarm	PAN011#1	chr6q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr7.paternal:13315-513314_chr7_parm	chr7p	0	500000	500000	41248	PAN011#1#chr7.haplotype1:5066-505065_chr7_parm	PAN011#1	chr7p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr7.paternal:160723269-161223268_chr7_qarm	chr7q	0	500000	500000	41248	PAN011#2#chr7.haplotype2:160973300-161473299_chr7_qarm	PAN011#2	chr7q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr8.paternal:9323-509322_chr8_parm	chr8p	0	83159	500000	41248	PAN011#1#chr8.haplotype1:8160-508159_chr8_parm	PAN011#1	chr8p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr8.paternal:9323-509322_chr8_parm	chr8p	83159	87205	500000	41248	PAN011#2#chr11.haplotype2:5419-505418_chr11_parm	PAN011#2	chr11p	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr8.paternal:9323-509322_chr8_parm	chr8p	87205	500000	500000	41248	PAN011#1#chr8.haplotype1:8160-508159_chr8_parm	PAN011#1	chr8p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr8.paternal:145677576-146177575_chr8_qarm	chr8q	0	500000	500000	41248	PAN011#1#chr8.haplotype1:146018282-146518281_chr8_qarm	PAN011#1	chr8q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:7076-507075_chr9_parm	chr9p	0	389720	500000	41248	PAN011#1#chr9.haplotype1:3993-503992_chr9_parm	PAN011#1	chr9p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:7076-507075_chr9_parm	chr9p	389720	391835	500000	41248	PAN011#2#chr9.haplotype2:3405-503404_chr9_parm	PAN011#2	chr9p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:7076-507075_chr9_parm	chr9p	391835	500000	500000	41248	PAN011#1#chr9.haplotype1:3993-503992_chr9_parm	PAN011#1	chr9p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	0	48900	500000	41248	PAN011#1#chr9.haplotype1:135595959-136095958_chr9_qarm	PAN011#1	chr9q	+	99.9714	0.999428	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	48900	327917	500000	41248	PAN011#2#chr9.haplotype2:133240004-133740003_chr9_qarm	PAN011#2	chr9q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	327917	329124	500000	41248	PAN011#2#chr16.haplotype2:89999497-90499496_chr16_qarm	PAN011#2	chr16q	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	329124	446944	500000	41248	PAN011#2#chr9.haplotype2:133240004-133740003_chr9_qarm	PAN011#2	chr9q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	446944	472441	500000	41248	PAN011#2#chr3.haplotype2:205075647-205575646_chr3_qarm	PAN011#2	chr3q	+	99.9349	0.9987	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	472441	476266	500000	41248	PAN011#1#chr3.haplotype1:202049714-202549713_chr3_qarm	PAN011#1	chr3q	+	96.4193	0.932044	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	476266	491186	500000	41248	PAN011#2#chr3.haplotype2:205075647-205575646_chr3_qarm	PAN011#2	chr3q	+	98.82	0.97681	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	491186	498459	500000	41248	PAN011#1#chr15.haplotype1:95856803-96356802_chr15_qarm	PAN011#1	chr15q	+	99.8762	0.997528	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	498459	499507	500000	41248	PAN011#2#chr3.haplotype2:205075647-205575646_chr3_qarm	PAN011#2	chr3q	+	98.9916	0.980132	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	499507	500000	500000	41248	PAN011#1#chr20.haplotype1:66002904-66502903_chr20_qarm	PAN011#1	chr20q	+	92.0298	0.857685	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:9755-509754_chr10_parm	chr10p	0	39114	500000	41248	PAN011#1#chr10.haplotype1:4390-504389_chr10_parm	PAN011#1	chr10p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:9755-509754_chr10_parm	chr10p	39114	40422	500000	41248	PAN011#2#chr10.haplotype2:5309-505308_chr10_parm	PAN011#2	chr10p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:9755-509754_chr10_parm	chr10p	40422	443306	500000	41248	PAN011#1#chr10.haplotype1:4390-504389_chr10_parm	PAN011#1	chr10p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:9755-509754_chr10_parm	chr10p	443306	445217	500000	41248	PAN011#2#chr10.haplotype2:5309-505308_chr10_parm	PAN011#2	chr10p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:9755-509754_chr10_parm	chr10p	445217	468940	500000	41248	PAN011#1#chr10.haplotype1:4390-504389_chr10_parm	PAN011#1	chr10p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:9755-509754_chr10_parm	chr10p	469943	499587	500000	41248	PAN011#2#chr10.haplotype2:5309-505308_chr10_parm	PAN011#2	chr10p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:9755-509754_chr10_parm	chr10p	499587	500000	500000	41248	PAN011#1#chr10.haplotype1:4390-504389_chr10_parm	PAN011#1	chr10p	+	89.005	0.811395	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	0	407358	500000	41248	PAN011#2#chr10.haplotype2:134592603-135092602_chr10_qarm	PAN011#2	chr10q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	409627	411908	500000	41248	PAN011#2#chr10.haplotype2:134592603-135092602_chr10_qarm	PAN011#2	chr10q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	412934	413975	500000	41248	PAN011#2#chr10.haplotype2:134592603-135092602_chr10_qarm	PAN011#2	chr10q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	430519	431751	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	99.6748	0.993528	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	437128	438374	500000	41248	PAN011#2#chr10.haplotype2:134592603-135092602_chr10_qarm	PAN011#2	chr10q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	442710	443751	500000	41248	PAN011#2#chr10.haplotype2:134592603-135092602_chr10_qarm	PAN011#2	chr10q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	452643	453684	500000	41248	PAN011#2#chr10.haplotype2:134592603-135092602_chr10_qarm	PAN011#2	chr10q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	453684	454916	500000	41248	PAN011#2#chr4.haplotype2:191080387-191580386_chr4_qarm	PAN011#2	chr4q	+	99.6748	0.993528	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	chr10q	468156	496816	500000	41248	PAN011#2#chr10.haplotype2:134592603-135092602_chr10_qarm	PAN011#2	chr10q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:6382-506381_chr11_parm	chr11p	0	23762	500000	41248	PAN011#1#chr11.haplotype1:5374-505373_chr11_parm	PAN011#1	chr11p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:6382-506381_chr11_parm	chr11p	23762	27678	500000	41248	PAN011#2#chr9.haplotype2:3405-503404_chr9_parm	PAN011#2	chr9p	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:6382-506381_chr11_parm	chr11p	27678	407093	500000	41248	PAN011#1#chr11.haplotype1:5374-505373_chr11_parm	PAN011#1	chr11p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:6382-506381_chr11_parm	chr11p	408094	443795	500000	41248	PAN011#1#chr11.haplotype1:5374-505373_chr11_parm	PAN011#1	chr11p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:6382-506381_chr11_parm	chr11p	444818	499959	500000	41248	PAN011#1#chr11.haplotype1:5374-505373_chr11_parm	PAN011#1	chr11p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:134209711-134709710_chr11_qarm	chr11q	0	266395	500000	41248	PAN011#1#chr11.haplotype1:133771499-134271498_chr11_qarm	PAN011#1	chr11q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:134209711-134709710_chr11_qarm	chr11q	266395	274964	500000	41248	PAN011#2#chr11.haplotype2:134166841-134666840_chr11_qarm	PAN011#2	chr11q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr11.paternal:134209711-134709710_chr11_qarm	chr11q	274964	500000	500000	41248	PAN011#1#chr11.haplotype1:133771499-134271498_chr11_qarm	PAN011#1	chr11q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr12.paternal:5616-505615_chr12_parm	chr12p	0	499994	500000	41248	PAN011#1#chr12.haplotype1:6342-506341_chr12_parm	PAN011#1	chr12p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr12.paternal:132984822-133484821_chr12_qarm	chr12q	0	500000	500000	41248	PAN011#2#chr12.haplotype2:132814166-133314165_chr12_qarm	PAN011#2	chr12q	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	0	16747	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	16747	17919	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	17919	82215	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	82215	84295	500000	41248	PAN011#1#chr13.haplotype1:12846-512845_chr13_parm	PAN011#1	chr13p	+	97.3946	0.949855	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	84295	98797	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	98797	101248	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	101248	103407	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	99.4751	0.989583	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	106289	111379	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	111379	112585	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	112585	118887	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	120132	122291	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	122291	123975	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	125181	126430	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	126430	127443	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	99.9012	0.998028	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	128589	130277	500000	41248	PAN011#1#chr13.haplotype1:12846-512845_chr13_parm	PAN011#1	chr13p	+	99.2857	0.985866	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	130277	131483	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	99.6678	0.993388	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	132728	133739	500000	41248	PAN011#1#chr13.haplotype1:12846-512845_chr13_parm	PAN011#1	chr13p	+	99.2056	0.984298	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	133739	136729	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	136729	137935	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	99.7509	0.995037	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	139180	147635	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	155623	158074	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	158074	159087	500000	41248	PAN011#1#chr13.haplotype1:12846-512845_chr13_parm	PAN011#1	chr13p	+	97.9052	0.959381	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	159087	169422	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	169422	170667	500000	41248	PAN011#2#chr15.haplotype2:4718-504717_chr15_parm	PAN011#2	chr15p	+	100	1	1	1
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	170667	172826	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	176966	187099	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
PAN027_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	PAN027#2#chr13.paternal:13308-513307_chr13_parm	chr13p	188305	190557	500000	41248	PAN011#2#chr13.haplotype2:13598-513597_chr13_parm	PAN011#2	chr13p	+	100	1	1	0
