class_id	display_label	full_display_label	chrom_arm	chrom_arm_label	community	copy_burden
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr5_p	5p	NO_SIGNAL_ARM	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr5_q	5q	C11	2
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr6_p	6p	C5	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr6_q	6q	C11	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr7_p	7p	C3	2
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr7_q	7q	C4	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr8_p	8p	C11	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr8_q	8q	NO_SIGNAL_ARM	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr9_p	9p	C5	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chr9_q	9q	C3	2
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chrX_p	Xp	C15	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chrX_q	Xq	C14	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chrY_p	Yp	C15	0
SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / cytokinesis	SEPTIN14 / septin / cytokinesis	chrY_q	Yq	C14	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr10_p	10p	C2	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr10_q	10q	C1	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr11_p	11p	C3	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr11_q	11q	NO_SIGNAL_ARM	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr12_p	12p	C5	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr12_q	12q	C4	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr13_p	13p	C7	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr13_q	13q	C6	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr14_p	14p	C7	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr14_q	14q	NO_SIGNAL_ARM	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr15_p	15p	C7	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr15_q	15q	C8	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr16_p	16p	C9	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr16_q	16q	C3	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr17_p	17p	C10	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr17_q	17q	C6	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr18_p	18p	C2	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr18_q	18q	NO_SIGNAL_ARM	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr19_p	19p	C3	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr19_q	19q	C6	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr1_p	1p	C11	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr1_q	1q	C6	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr20_p	20p	C12	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr20_q	20q	C5	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr21_p	21p	C7	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr21_q	21q	C6	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr22_p	22p	C7	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr22_q	22q	C6	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr2_p	2p	NO_SIGNAL_ARM	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr2_q	2q	C12	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr3_p	3p	NO_SIGNAL_ARM	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr3_q	3q	C3	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr4_p	4p	C13	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr4_q	4q	C1	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr5_p	5p	NO_SIGNAL_ARM	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr5_q	5q	C11	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr6_p	6p	C5	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr6_q	6q	C11	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr7_p	7p	C3	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr7_q	7q	C4	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr8_p	8p	C11	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr8_q	8q	NO_SIGNAL_ARM	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr9_p	9p	C5	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chr9_q	9q	C3	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chrX_p	Xp	C15	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chrX_q	Xq	C14	1
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chrY_p	Yp	C15	0
WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin	WASH / endosomal actin / exocyst	chrY_q	Yq	C14	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr10_p	10p	C2	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr10_q	10q	C1	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr11_p	11p	C3	2
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr11_q	11q	NO_SIGNAL_ARM	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr12_p	12p	C5	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr12_q	12q	C4	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr13_p	13p	C7	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr13_q	13q	C6	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr14_p	14p	C7	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr14_q	14q	NO_SIGNAL_ARM	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr15_p	15p	C7	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr15_q	15q	C8	2
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr16_p	16p	C9	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr16_q	16q	C3	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr17_p	17p	C10	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr17_q	17q	C6	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr18_p	18p	C2	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr18_q	18q	NO_SIGNAL_ARM	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr19_p	19p	C3	2
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr19_q	19q	C6	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr1_p	1p	C11	2
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr1_q	1q	C6	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr20_p	20p	C12	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr20_q	20q	C5	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr21_p	21p	C7	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr21_q	21q	C6	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr22_p	22p	C7	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr22_q	22q	C6	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr2_p	2p	NO_SIGNAL_ARM	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr2_q	2q	C12	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr3_p	3p	NO_SIGNAL_ARM	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr3_q	3q	C3	2
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr4_p	4p	C13	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr4_q	4q	C1	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr5_p	5p	NO_SIGNAL_ARM	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr5_q	5q	C11	2
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr6_p	6p	C5	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr6_q	6q	C11	2
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr7_p	7p	C3	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr7_q	7q	C4	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr8_p	8p	C11	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr8_q	8q	NO_SIGNAL_ARM	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr9_p	9p	C5	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chr9_q	9q	C3	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chrX_p	Xp	C15	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chrX_q	Xq	C14	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chrY_p	Yp	C15	0
WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12	WBP1L / CXCL12 signaling	chrY_q	Yq	C14	0
