event_id	comparison_id	filter_mode	filter_label	chop_length_bp	query_name	window_start_abs	window_end_abs	target_chrom	overlap_rows	sum_overlap_bp	query_union_bp	paf_path
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr18	1	2000	2000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr16	11	22000	22000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr3	24	48000	43112	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr12	1	1271	1271	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr9	249	496714	414071	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr3	23	46000	41112	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	2000	PAN028#1#chr9	134380985	134880985	chr16	5	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr9	255	508614	422919	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr3	23	46000	41112	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	2000	PAN028#1#chr9	134380985	134880985	chr16	5	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l2000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	5000	PAN028#1#chr9	134380985	134880985	chr9	102	504061	423784	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	5000	PAN028#1#chr9	134380985	134880985	chr3	4	20000	20000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	5000	PAN028#1#chr9	134380985	134880985	chr16	1	5000	5000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	5000	PAN028#1#chr9	134380985	134880985	chr9	102	506275	428703	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	5000	PAN028#1#chr9	134380985	134880985	chr3	4	20000	20000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	5000	PAN028#1#chr9	134380985	134880985	chr16	1	5000	5000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	5000	PAN028#1#chr9	134380985	134880985	chr9	102	504061	423784	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	5000	PAN028#1#chr9	134380985	134880985	chr3	3	15000	15000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	5000	PAN028#1#chr9	134380985	134880985	chr9	102	506275	428703	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	5000	PAN028#1#chr9	134380985	134880985	chr3	3	15000	15000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l5000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	10000	PAN028#1#chr9	134380985	134880985	chr9	54	528980	433703	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	10000	PAN028#1#chr9	134380985	134880985	chr3	2	17232	17232	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_ani	no-merge ANI	10000	PAN028#1#chr9	134380985	134880985	chr16	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.no_merge_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	10000	PAN028#1#chr9	134380985	134880985	chr9	53	526275	438784	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	10000	PAN028#1#chr9	134380985	134880985	chr3	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	no_merge_log_length_ani	no-merge log-length-ANI	10000	PAN028#1#chr9	134380985	134880985	chr16	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.no_merge_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	10000	PAN028#1#chr9	134380985	134880985	chr9	54	528980	433703	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	10000	PAN028#1#chr9	134380985	134880985	chr3	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_ani	50kb scaffold/merge ANI	10000	PAN028#1#chr9	134380985	134880985	chr16	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.scaffold50k_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	10000	PAN028#1#chr9	134380985	134880985	chr9	53	526275	438784	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	10000	PAN028#1#chr9	134380985	134880985	chr3	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.scaffold50k_log_length_ani.paf.gz
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	scaffold50k_log_length_ani	50kb scaffold/merge log-length-ANI	10000	PAN028#1#chr9	134380985	134880985	chr16	1	10000	10000	/moosefs/erikg/phrs/.wg-worktrees/agent-2685/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_chop_filter_sensitivity_panels/filtered_paf/PAN028mat_vs_PAN027_joint.l10000.scaffold50k_log_length_ani.paf.gz
