candidate_id	comparison_id	layer	paf_path	query_name	query_start	query_end	target_chrom	overlap_rows	sum_overlap_bp	query_union_bp	emits_chr3_target
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr18	35	148410	70829	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr19	19	361598	194626	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr2	14	92654	44094	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr20	55	356128	123597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr21	6	25194	12597	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr22	30	90076	25624	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr3	39	536932	261767	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr4	21	53266	28933	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr5	16	220777	112653	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr6	16	252241	106329	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr7	44	394926	190263	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr8	21	160211	80377	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chr9	27	966422	500000	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chrX	7	22253	21405	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN027#2#chr9	135704825	136204825	chrY	19	79523	48018	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr1	107	527888	149410	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr10	37	186163	92164	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr11	49	300061	184988	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr12	35	139831	57531	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr13	4	19986	9993	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr14	24	76864	21314	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr15	42	273673	131836	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr16	89	615376	293895	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr17	12	45621	17332	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr18	38	143457	68373	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr19	45	293270	137849	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr2	19	88807	44927	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr20	57	286455	121289	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr21	10	32699	20193	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr22	32	97268	25611	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr3	77	536176	261731	yes
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr4	20	40186	21696	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr5	32	224949	112468	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr6	34	257418	76549	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr7	51	305225	112741	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr8	27	158208	79463	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chr9	128	972573	500000	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	chopped_many_many_l10000_o0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/chopped_paf_l10000_o0/PAN028mat_vs_PAN027_joint.chopped_l10000_o0.paf.gz	PAN028#1#chr9	134380985	134880985	chrX	14	43433	21996	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr1	3	30000	20097	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr10	3	30000	22079	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr11	2	20000	20000	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr15	1	10000	10000	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr16	28	275582	245312	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr18	5	30531	20520	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr19	1	6929	6929	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr2	1	1079	1079	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr3	33	294219	202804	yes
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr5	1	10000	10000	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr6	1	10000	10000	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr7	1	6041	6041	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr8	4	11825	10791	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr9	86	766348	487924	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	four_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.four_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chrX	1	7558	7558	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr1	107	527888	149410	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr10	37	186163	92164	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr11	49	300061	184988	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr12	35	139831	57531	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr13	4	19986	9993	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr14	24	76864	21314	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr15	42	273673	131836	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr16	89	615376	293895	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr17	12	45621	17332	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr18	38	143457	68373	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr19	45	293270	137849	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr2	19	88807	44927	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr20	57	286455	121289	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr21	10	32699	20193	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr22	32	97268	25611	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr3	77	536176	261731	yes
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr4	20	40186	21696	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr5	32	224949	112468	no
