method_id	method_family	method_label	comparison_id	comparison_label	fastga_frequency	chop_length_bp	filter_id	chunk_mode	scoring	query_arm_proxy	target_arm_proxy	query_chrom	target_chrom	support_bp	row_count	mean_identity	interchromosomal
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr17q	chr5	chr17	19	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr18q	chr5	chr18	2026	3	0.998519	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr19p	chr5	chr19	663	2	0.998492	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr1p	chr5	chr1	21002	14	0.999524	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr1q	chr5	chr1	29	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr22p	chr5	chr22	18	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr2p	chr5	chr2	124	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr3p	chr5	chr3	12	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr4p	chr5	chr4	1	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr4q	chr5	chr4	1	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr5p	chr5	chr5	208000	104	0.999231	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr5q	chr5	chr5	90402833	45379	0.998533	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr6p	chr5	chr6	1173	2	0.998296	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr7p	chr5	chr7	138	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr7q	chr5	chr7	9	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr8p	chr5	chr8	30	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr9p	chr5	chr9	57	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chr9q	chr5	chr9	8021	7	0.998380	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chrXp	chr5	chrX	396	5	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr5q	chrXq	chr5	chrX	1	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6p	chr16p	chr6	chr16	4000	2	0.998500	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6p	chr19p	chr6	chr19	830	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6p	chr5p	chr6	chr5	32	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6p	chr6p	chr6	chr6	85805035	42905	0.999990	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6p	chr6q	chr6	chr6	6000	3	1.000000	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6q	chr11q	chr6	chr11	317	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6q	chr16p	chr6	chr16	173	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6q	chr2q	chr6	chr2	65	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr6q	chr6q	chr6	chr6	85891998	42950	0.999990	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr11p	chr7	chr11	153	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr12p	chr7	chr12	16	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr13p	chr7	chr13	34	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr13q	chr7	chr13	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr14q	chr7	chr14	3	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr15p	chr7	chr15	153	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr15q	chr7	chr15	27	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr16p	chr7	chr16	22	3	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr16q	chr7	chr16	2000	1	0.999500	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr18p	chr7	chr18	10	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr1q	chr7	chr1	2687	14	0.994790	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr20p	chr7	chr20	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr22p	chr7	chr22	6	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr2q	chr7	chr2	799	2	0.990003	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr3p	chr7	chr3	419	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr3q	chr7	chr3	1034	4	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr4p	chr7	chr4	1406	4	0.977294	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr4q	chr7	chr4	87	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr5p	chr7	chr5	130	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr5q	chr7	chr5	157	3	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr6q	chr7	chr6	2162	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr7p	chr7	chr7	75643978	38023	0.998346	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr7q	chr7	chr7	191138	100	0.999064	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr8q	chr7	chr8	46	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr9p	chr7	chr9	30	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7p	chr9q	chr7	chr9	666	4	0.990991	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr10q	chr7	chr10	1	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr12p	chr7	chr12	69	3	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr12q	chr7	chr12	91	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr13q	chr7	chr13	254	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr14p	chr7	chr14	21	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr14q	chr7	chr14	94	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr19p	chr7	chr19	3	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr1p	chr7	chr1	155	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr1q	chr7	chr1	10	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr20p	chr7	chr20	325	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr2p	chr7	chr2	212	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr2q	chr7	chr2	5	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr3p	chr7	chr3	401	3	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr3q	chr7	chr3	29	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr4p	chr7	chr4	322	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr4q	chr7	chr4	862	2	0.980278	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr5p	chr7	chr5	181	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr5q	chr7	chr5	36	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr7p	chr7	chr7	200086	102	0.999301	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr7q	chr7	chr7	79016778	39683	0.998512	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr9p	chr7	chr9	314	3	0.996815	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chr9q	chr7	chr9	473	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr7q	chrXq	chr7	chrX	101	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr8p	chr1p	chr8	chr1	2000	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr8p	chr4q	chr8	chr4	22	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr8p	chr8p	chr8	chr8	72209016	36109	0.999987	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr8p	chr8q	chr8	chr8	762000	381	0.999991	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr8q	chr17p	chr8	chr17	119	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr8q	chr18q	chr8	chr18	308	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr8q	chr8q	chr8	chr8	72679989	36342	0.999987	no
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr10q	chr9	chr10	161	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr11p	chr9	chr11	2041	2	0.996080	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr14p	chr9	chr14	121	4	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr15p	chr9	chr15	75	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr15q	chr9	chr15	96	1	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr16q	chr9	chr16	2116	3	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr19p	chr9	chr19	19	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr1p	chr9	chr1	71	2	1.000000	yes
sweepga_fastga_f16_l2000_PAN028mat_vs_PAN027_joint	sweepga_fastga_f16	SweepGA/FastGA f16	PAN028mat_vs_PAN027_joint	PAN028mat_vs_PAN027	16	2000	one_to_one_ani_o0	query-grid	ani	chr9p	chr1q	chr9	chr1	6	1	1.000000	yes
