dataset	setting	pair	label	query_name	query_chrarm	start	end	length_bp	n_segments	resolvability	is_interchromosomal	bridge_bp	bridge_reasons	donor_haplotypes	donor_arms	donor_communities	min_score	max_score
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr16.paternal:89997300-90497299_chr16_qarm	chr16q	0	500000	500000	59	same_community_ambiguous	True	0	shared_donor_haplotype:58	PAN011#1:chr17q,PAN011#1:chr9q,PAN011#2:chr16q,PAN011#2:chr17q,PAN011#2:chr2q,PAN011#2:chr9q	chr16q,chr17q,chr2q,chr9q	C1	0.999	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr17.paternal:7080-507079_chr17_parm	chr17p	0	500000	500000	101	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:100	PAN011#1:chr17p,PAN011#2:chr17p	chr17p	C1	0.999	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr17.paternal:83214113-83714112_chr17_qarm	chr17q	0	500000	500000	58	same_community_ambiguous	True	0	shared_donor_haplotype:57	PAN011#1:chr17q,PAN011#2:chr16q,PAN011#2:chr17q,PAN011#2:chr2q	chr16q,chr17q,chr2q	C1	0.989	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr18.paternal:5975-505974_chr18_parm	chr18p	0	500000	500000	20	unique_donor_haplotype	False	0	shared_donor_haplotype:19	PAN011#1:chr18p	chr18p	C1	0.993	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr18.paternal:79980254-80480253_chr18_qarm	chr18q	0	500000	500000	28	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:27	PAN011#1:chr18q,PAN011#2:chr18q	chr18q	unknown	0.999	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr19.paternal:63014847-63514846_chr19_qarm	chr19q	0	500000	500000	36	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:35	PAN011#1:chr19q,PAN011#2:chr19q	chr19q	C1	0.983	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr19.paternal:6393-506392_chr19_parm	chr19p	0	500000	500000	70	same_community_ambiguous	True	0	shared_donor_haplotype:69	PAN011#1:chr19p,PAN011#2:chr19p,PAN011#2:chr7p	chr19p,chr7p	C1	0.945	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr2.paternal:243838763-244338762_chr2_qarm	chr2q	0	207379	207379	24	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:22	PAN011#1:chr2q,PAN011#2:chr2q	chr2q	C1	0.871	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr2.paternal:243838763-244338762_chr2_qarm	chr2q	208383	500000	291617	31	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:3,shared_donor_haplotype:27	PAN011#1:chr2q,PAN011#2:chr2q	chr2q	C1	0.858	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr2.paternal:5917-505916_chr2_parm	chr2p	0	499985	499985	28	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:27	PAN011#1:chr2p,PAN011#2:chr2p	chr2p	unknown	0.996	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr20.paternal:10044-510043_chr20_parm	chr20p	0	500000	500000	45	same_community_ambiguous	True	0	shared_donor_haplotype:44	PAN011#1:chr20p,PAN011#1:chr7p,PAN011#2:chr20p	chr20p,chr7p	C1	0.998	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr20.paternal:66011116-66511115_chr20_qarm	chr20q	0	500000	500000	37	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:36	PAN011#1:chr20q,PAN011#2:chr20q	chr20q	C1	0.999	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr21.paternal:11152-511151_chr21_parm	chr21p	0	234468	234468	146	unique_donor_haplotype	False	0	shared_donor_haplotype:145	PAN011#1:chr21p	chr21p	C2	0.939	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr21.paternal:11152-511151_chr21_parm	chr21p	234468	235614	1146	1	unique_donor_haplotype	True	0		PAN011#2:chr22p	chr22p	C2	1	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr21.paternal:11152-511151_chr21_parm	chr21p	235614	259602	23988	19	same_community_ambiguous	True	0	shared_donor_haplotype:18	PAN011#1:chr21p,PAN011#2:chr22p	chr21p,chr22p	C2	1	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr21.paternal:11152-511151_chr21_parm	chr21p	259602	260748	1146	1	unique_donor_haplotype	True	0		PAN011#2:chr22p	chr22p	C2	1	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr21.paternal:11152-511151_chr21_parm	chr21p	260748	500000	239252	56	unique_donor_haplotype	False	0	shared_donor_haplotype:55	PAN011#1:chr21p	chr21p	C2	1	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr21.paternal:43399012-43899011_chr21_qarm	chr21q	0	498821	498821	26	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:24	PAN011#1:chr21q,PAN011#2:chr21q	chr21q	C1	0.979	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr22.paternal:475-500474_chr22_parm	chr22p	0	500000	500000	189	same_community_ambiguous	True	0	shared_donor_haplotype:188	PAN011#1:chr21p,PAN011#2:chr22p	chr21p,chr22p	C2	0.996	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr22.paternal:47875131-48375130_chr22_qarm	chr22q	0	500000	500000	39	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:38	PAN011#1:chr22q,PAN011#2:chr22q	chr22q	C1	0.877	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	chr3q	0	500000	500000	73	cross_community_ambiguous	True	0	shared_donor_haplotype:72	PAN011#1:chr3q,PAN011#2:chr3q,PAN011#2:chr9q	chr3q,chr9q	C1,C3	0.991	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr3.paternal:7323-507322_chr3_parm	chr3p	0	499992	499992	19	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:18	PAN011#1:chr3p,PAN011#2:chr3p	chr3p	unknown	0.964	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	chr4q	0	500000	500000	153	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:4,shared_donor_haplotype:148	PAN011#1:chr4q,PAN011#2:chr4q	chr4q	C3	0.945	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr4.paternal:7599-507598_chr4_parm	chr4p	0	500000	500000	22	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:21	PAN011#1:chr4p,PAN011#2:chr4p	chr4p	C1	0.992	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr5.paternal:181639593-182139592_chr5_qarm	chr5q	0	500000	500000	76	same_community_ambiguous	True	0	shared_donor_haplotype:75	PAN011#1:chr5q,PAN011#2:chr5q,PAN011#2:chr6q	chr5q,chr6q	C1	0.945	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr5.paternal:8826-508825_chr5_parm	chr5p	0	500000	500000	48	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:47	PAN011#1:chr5p,PAN011#2:chr5p	chr5p	unknown	0.95	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr6.paternal:171506474-172006473_chr6_qarm	chr6q	0	500000	500000	75	same_community_ambiguous	True	0	shared_donor_haplotype:74	PAN011#1:chr5q,PAN011#1:chr6q,PAN011#2:chr6q	chr5q,chr6q	C1	0.998	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr6.paternal:5024-505023_chr6_parm	chr6p	0	500000	500000	46	unique_donor_haplotype	False	0	shared_donor_haplotype:45	PAN011#2:chr6p	chr6p	C4	1	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr7.paternal:13315-513314_chr7_parm	chr7p	0	500000	500000	73	unique_donor_haplotype	False	0	shared_donor_haplotype:72	PAN011#1:chr7p	chr7p	C1	0.985	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr7.paternal:160723269-161223268_chr7_qarm	chr7q	0	500000	500000	35	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:34	PAN011#1:chr7q,PAN011#2:chr7q	chr7q	C1	0.998	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr8.paternal:145677576-146177575_chr8_qarm	chr8q	0	500000	500000	24	unique_donor_haplotype	False	0	shared_donor_haplotype:23	PAN011#1:chr8q	chr8q	unknown	0.999	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr8.paternal:9323-509322_chr8_parm	chr8p	0	500000	500000	49	same_community_ambiguous	True	0	shared_donor_haplotype:48	PAN011#1:chr8p,PAN011#2:chr11p	chr11p,chr8p	C1	0.98	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	1943	446944	445001	52	cross_community_ambiguous	True	0	shared_donor_haplotype:51	PAN011#1:chr3q,PAN011#1:chr9q,PAN011#2:chr16q,PAN011#2:chr3q,PAN011#2:chr9q	chr16q,chr3q,chr9q	C1,C3	0.998	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	446944	491186	44242	4	unique_donor_arm_multi_haplotype	True	0	shared_donor_haplotype:3	PAN011#1:chr3q,PAN011#2:chr3q	chr3q	C3	0.932	0.999
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	491186	498459	7273	1	unique_donor_haplotype	True	0		PAN011#1:chr15q	chr15q	C1	0.998	0.998
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	498459	499507	1048	1	unique_donor_haplotype	True	0		PAN011#2:chr3q	chr3q	C3	0.98	0.98
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr9.paternal:135704825-136204824_chr9_qarm	chr9q	499507	500000	493	1	unique_donor_haplotype	True	0		PAN011#1:chr20q	chr20q	C1	0.858	0.858
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chr9.paternal:7076-507075_chr9_parm	chr9p	0	500000	500000	26	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:2,shared_donor_haplotype:23	PAN011#1:chr9p,PAN011#2:chr9p	chr9p	C1	0.999	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	0	143431	143431	74	same_community_ambiguous	True	0	shared_donor_haplotype:73	PAN011#1:chrXp,PAN011#2:chrYp	chrXp,chrYp	C5	0.993	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chrX.paternal:12265-512264_chrX_parm	chrXp	143431	499675	356244	49	same_community_ambiguous	True	0	shared_donor_haplotype:48	PAN011#1:chrXp,PAN011#2:chrYp	chrXp,chrYp	C5	0.98	1
e50000.m1000	m1000_default	PAN027_vs_PAN011	PAN027 paternal (hap2) vs PAN011 (father)	PAN027#2#chrX.paternal:153585261-154085260_chrX_qarm	chrXq	0	500000	500000	29	same_community_ambiguous	True	0	shared_donor_haplotype:28	PAN011#1:chrXq,PAN011#2:chrYq	chrXq,chrYq	C1	0.999	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	0	5588	5588	1	unique_donor_haplotype	False	0		PAN027#1:chr1p	chr1p	C3	0.914	0.914
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	5588	20462	14874	3	unique_donor_haplotype	True	0	shared_donor_haplotype:2	PAN027#1:chr8p	chr8p	C1	0.997	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	20462	21667	1205	1	unique_donor_haplotype	False	0		PAN027#2:chr1p	chr1p	C3	0.942	0.942
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	22668	23669	1001	1	cross_community_ambiguous	True	0		PAN027#1:chr6p,PAN027#2:chr1p	chr1p,chr6p	C3,C4	0.849	0.849
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	23669	25975	2306	1	unique_donor_haplotype	True	0		PAN027#1:chr8p	chr8p	C1	0.907	0.907
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	25975	27019	1044	1	unique_donor_arm_multi_haplotype	True	0		PAN027#1:chr6p,PAN027#2:chr6p	chr6p	C4	0.981	0.981
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	27019	28115	1096	1	unique_donor_haplotype	True	0		PAN027#1:chr8p	chr8p	C1	0.986	0.986
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	28115	35250	7135	3	unique_donor_haplotype	False	0	shared_donor_haplotype:2	PAN027#2:chr1p	chr1p	C3	0.997	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	35250	36605	1355	1	unique_donor_haplotype	True	0		PAN027#1:chr8p	chr8p	C1	0.863	0.863
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	36605	93658	57053	6	unique_donor_haplotype	False	0	shared_donor_haplotype:5	PAN027#2:chr1p	chr1p	C3	0.962	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	93658	95660	2002	2	unique_donor_haplotype	True	0	shared_donor_haplotype:1	PAN027#2:chr5q	chr5q	C1	0.957	0.957
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	95660	96661	1001	1	same_community_ambiguous	True	0		PAN027#1:chr15q,PAN027#2:chr8p	chr15q,chr8p	C1	0.899	0.9
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	96661	97662	1001	1	unique_donor_haplotype	False	0		PAN027#1:chr1p	chr1p	C3	0.882	0.882
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	97662	98664	1002	1	unique_donor_haplotype	True	0		PAN027#1:chr6q	chr6q	C1	0.872	0.872
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	98664	99665	1001	1	unique_donor_haplotype	True	0		PAN027#1:chr5q	chr5q	C1	0.946	0.946
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	99665	101811	2146	1	unique_donor_haplotype	True	0		PAN027#2:chr11p	chr11p	C1	0.853	0.853
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	101811	302001	200190	23	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:21	PAN027#1:chr1p,PAN027#2:chr1p	chr1p	C3	0.987	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	304819	371301	66482	5	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:3	PAN027#1:chr1p,PAN027#2:chr1p	chr1p	C3	0.802	0.994
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:11206-511205_chr1_parm	chr1p	372305	499644	127339	6	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:3,shared_donor_haplotype:2	PAN027#1:chr1p,PAN027#2:chr1p	chr1p	C3	0.907	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	2668	9412	6744	2	unique_donor_haplotype	False	0	shared_donor_haplotype:1	PAN027#1:chr1q	chr1q	C4	0.823	0.992
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	13535	174383	160848	110	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:11,shared_donor_haplotype:98	PAN027#1:chr1q,PAN027#2:chr1q	chr1q	C4	0.868	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	219963	299161	79198	4	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:3	PAN027#1:chr1q,PAN027#2:chr1q	chr1q	C4	0.813	0.958
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	300162	498772	198610	7	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:6	PAN027#1:chr1q,PAN027#2:chr1q	chr1q	C4	0.973	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr10.haplotype1:133851247-134351246_chr10_qarm	chr10q	0	402748	402748	42	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:40	PAN027#1:chr10q,PAN027#2:chr10q	chr10q	C1	0.974	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr10.haplotype1:133851247-134351246_chr10_qarm	chr10q	402748	403967	1219	1	unique_donor_arm_multi_haplotype	True	0		PAN027#1:chr4q,PAN027#2:chr4q	chr4q	C3	0.956	0.957
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr10.haplotype1:133851247-134351246_chr10_qarm	chr10q	403967	500000	96033	38	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:37	PAN027#1:chr10q,PAN027#2:chr10q	chr10q	C1	0.917	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr10.haplotype1:7165-507164_chr10_parm	chr10p	0	467794	467794	21	unique_donor_haplotype	False	0	shared_donor_haplotype:20	PAN027#1:chr10p	chr10p	C1	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr10.haplotype1:7165-507164_chr10_parm	chr10p	468799	500000	31201	4	unique_donor_haplotype	False	0	shared_donor_haplotype:3	PAN027#1:chr10p	chr10p	C1	0.983	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr11.haplotype1:134115684-134615683_chr11_qarm	chr11q	0	500000	500000	27	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:26	PAN027#1:chr11q,PAN027#2:chr11q	chr11q	unknown	0.999	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr11.haplotype1:5130-505129_chr11_parm	chr11p	0	499995	499995	82	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:81	PAN027#1:chr11p,PAN027#2:chr11p	chr11p	C1	0.98	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr12.haplotype1:133041907-133541906_chr12_qarm	chr12q	0	187071	187071	10	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:8	PAN027#1:chr12q,PAN027#2:chr12q	chr12q	C1	0.9	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr12.haplotype1:133041907-133541906_chr12_qarm	chr12q	188084	498757	310673	10	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:2,shared_donor_haplotype:7	PAN027#1:chr12q,PAN027#2:chr12q	chr12q	C1	0.959	0.997
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr12.haplotype1:8322-508321_chr12_parm	chr12p	0	416388	416388	21	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:2,shared_donor_haplotype:18	PAN027#1:chr12p,PAN027#2:chr12p	chr12p	C1	0.811	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr12.haplotype1:8322-508321_chr12_parm	chr12p	419433	498643	79210	3	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:2	PAN027#1:chr12p,PAN027#2:chr12p	chr12p	C1	0.989	0.996
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:109505590-110005589_chr13_qarm	chr13q	0	500000	500000	36	unique_donor_haplotype	False	0	shared_donor_haplotype:35	PAN027#1:chr13q	chr13q	C1	0.954	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	0	98878	98878	39	same_community_ambiguous	True	0	shared_donor_haplotype:38	PAN027#1:chr13p,PAN027#1:chr21p,PAN027#1:chr22p,PAN027#2:chr13p,PAN027#2:chr15p	chr13p,chr15p,chr21p,chr22p	C2	0.999	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	98878	101346	2468	2	unique_donor_haplotype	True	0	shared_donor_haplotype:1	PAN027#2:chr15p	chr15p	C2	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	101346	106776	5430	4	same_community_ambiguous	True	0	shared_donor_haplotype:3	PAN027#1:chr13p,PAN027#1:chr22p	chr13p,chr22p	C2	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	106776	107787	1011	1	unique_donor_haplotype	True	0		PAN027#2:chr15p	chr15p	C2	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	107787	113220	5433	4	same_community_ambiguous	True	0	shared_donor_haplotype:3	PAN027#1:chr13p,PAN027#1:chr22p	chr13p,chr22p	C2	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	113220	114231	1011	1	unique_donor_haplotype	True	0		PAN027#2:chr15p	chr15p	C2	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	114231	115300	1069	1	unique_donor_haplotype	True	0		PAN027#1:chr21p	chr21p	C2	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	chr13p	115300	143252	27952	22	same_community_ambiguous	True	0	shared_donor_arm:2,shared_donor_haplotype:19	PAN027#1:chr13p,PAN027#1:chr21p,PAN027#1:chr22p,PAN027#2:chr13p,PAN027#2:chr15p	chr13p,chr15p,chr21p,chr22p	C2	0.971	1
