setting	pair	query_name	tract_start	tract_end	segment_start	segment_end	resolvability	segment_resolvability	bridge_bp	donor_arms	donor_communities	best_score
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	201853	202918	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	202918	203953	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	203953	205701	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	205701	206841	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	206841	208282	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	208282	209289	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	209289	210354	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	210354	211389	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	211389	213138	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	213138	214278	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	214278	215719	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	215719	216726	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	216726	217734	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	217734	218851	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	218851	219852	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	219852	221150	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	221150	222290	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	222290	223729	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	223729	224736	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	224736	225801	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	225801	226836	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	226836	228585	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	228585	229725	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	229725	231166	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	231166	232173	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	232173	233187	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	233187	234262	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	234262	235878	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	235878	237018	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	237018	238459	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	238459	239466	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	239466	240480	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	240480	241555	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	241555	243166	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	243166	244306	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	244306	245747	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	245747	246754	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	246754	247768	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	247768	248843	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	248843	250458	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	250458	251598	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	251598	253039	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	253039	254046	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	254046	255111	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	255111	256146	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	256146	257890	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	257890	259030	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	259030	260471	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	260471	261478	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	261478	262492	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	262492	263567	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	263567	265182	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	265182	266322	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	266322	267763	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	267763	268770	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	268770	269784	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	269784	270859	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	270859	272478	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	272478	273618	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	273618	275059	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	275059	276066	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	276066	277131	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	277131	278166	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	278166	279910	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	279910	281050	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	281050	282491	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	282491	283492	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	283492	284493	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	284493	285898	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	285898	287634	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	287634	288774	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	288774	290215	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	290215	291222	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	291222	292483	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	292483	293484	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	293484	294766	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	294766	295906	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	295906	297344	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	297344	298351	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	298351	299365	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	299365	300421	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	300421	301897	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	301897	303637	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	303637	304777	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	304777	306218	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	306218	307225	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	307225	308342	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	308342	309343	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	309343	310637	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	310637	311777	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	311777	313216	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	313216	314222	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	314222	315742	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	315742	317694	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	317694	322927	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	322927	342758	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	342758	349081	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	349081	353771	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	353771	358194	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	358194	360736	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	360736	372850	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	372850	373851	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	373851	377549	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	377549	387171	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	387171	388904	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	388904	391387	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	391387	420684	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	420684	423227	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	423227	424992	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	424992	427434	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	427434	428495	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	428495	436134	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	436134	442499	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	442499	445649	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	445649	458514	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	458514	460471	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	460471	466961	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	466961	480987	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	480987	483596	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	483596	487304	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	487304	495790	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	495790	499991	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr14.maternal:8164-508163_chr14_parm	0	500000	499991	500000	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr21p,chr22p	C2	0.818
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	0	2687	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	2687	3717	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	3717	14306	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	14306	20472	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	20472	21644	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	21644	22669	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	22669	30876	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	30876	38119	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	38119	41957	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	41957	43357	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	43357	45215	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	45215	63054	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	63054	64396	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	64396	65527	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	65527	66994	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
