event_id	comparison_id	panel_label	query_name	query_chrom	window_start	window_end	basis	chunk_mode	num_mappings	scaffold_jump	scoring	filter_overlap	query_start	query_end	query_clip_start	query_clip_end	window_overlap_bp	target_name	target_chrom	target_bucket	target_start	target_end	strand	matches	alignment_length	identity	expected_target_chroms	is_expected_target	source_tsv_gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136124000	136126000	136124000	136126000	2000	PAN011#joint#h2_chr19	chr19	other	84719	86719	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136124000	136126000	136124000	136126000	2000	PAN011#joint#h2_chr3	chr3	chr3	205494749	205496749	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136126000	136128000	136126000	136128000	2000	PAN011#joint#h2_chr19	chr19	other	82719	84719	.	1996	1998	0.999000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136126000	136128000	136126000	136128000	2000	PAN011#joint#h2_chr3	chr3	chr3	205496749	205498749	.	1996	1998	0.999000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136128000	136130000	136128000	136130000	2000	PAN011#joint#h2_chr19	chr19	other	80719	82719	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136128000	136130000	136128000	136130000	2000	PAN011#joint#h2_chr3	chr3	chr3	205498749	205500749	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136130000	136132000	136130000	136132000	2000	PAN011#joint#h2_chr19	chr19	other	78691	80719	.	1982	1998	0.992056	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136130000	136132000	136130000	136132000	2000	PAN011#joint#h2_chr3	chr3	chr3	205500749	205502769	.	1986	1998	0.994030	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136132000	136134000	136132000	136134000	2000	PAN011#joint#h2_chr19	chr19	other	76691	78691	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136132000	136134000	136132000	136134000	2000	PAN011#joint#h2_chr3	chr3	chr3	205502769	205504769	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136134000	136136000	136134000	136136000	2000	PAN011#joint#h2_chr19	chr19	other	74691	76691	.	1998	1999	0.999500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136134000	136136000	136134000	136136000	2000	PAN011#joint#h2_chr3	chr3	chr3	205504769	205506769	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136136000	136138000	136136000	136138000	2000	PAN011#joint#h2_chr19	chr19	other	72691	74691	.	1998	1999	0.999500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136136000	136138000	136136000	136138000	2000	PAN011#joint#h2_chr3	chr3	chr3	205506769	205508770	.	1998	1999	0.999250	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136138000	136140000	136138000	136140000	2000	PAN011#joint#h2_chr19	chr19	other	70691	72691	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136138000	136140000	136138000	136140000	2000	PAN011#joint#h2_chr3	chr3	chr3	205508770	205510770	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136140000	136142000	136140000	136142000	2000	PAN011#joint#h2_chr19	chr19	other	68689	70691	.	1995	1998	0.998501	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136140000	136142000	136140000	136142000	2000	PAN011#joint#h2_chr3	chr3	chr3	205510770	205512773	.	1995	1998	0.998251	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136142000	136144000	136142000	136144000	2000	PAN011#joint#h2_chr19	chr19	other	66689	68689	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136142000	136144000	136142000	136144000	2000	PAN011#joint#h2_chr3	chr3	chr3	205512773	205514772	.	1999	1999	0.999750	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136144000	136146000	136144000	136146000	2000	PAN011#joint#h2_chr19	chr19	other	64689	66689	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136144000	136146000	136144000	136146000	2000	PAN011#joint#h2_chr3	chr3	chr3	205514772	205516772	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136146000	136148000	136146000	136148000	2000	PAN011#joint#h1_chr11	chr11	other	61365	62410	.	715	1043	0.685057	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136146000	136148000	136146000	136148000	2000	PAN011#joint#h2_chr19	chr19	other	62689	64689	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136146000	136148000	136146000	136148000	2000	PAN011#joint#h2_chr3	chr3	chr3	205516772	205518772	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136148000	136150000	136148000	136150000	2000	PAN011#joint#h1_chr11	chr11	other	60662	61098	.	155	435	0.357143	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136148000	136150000	136148000	136150000	2000	PAN011#joint#h2_chr19	chr19	other	60690	62689	.	1997	1998	0.999250	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136148000	136150000	136148000	136150000	2000	PAN011#joint#h2_chr3	chr3	chr3	205518772	205520811	.	1979	1999	0.989849	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136150000	136152000	136150000	136152000	2000	PAN011#joint#h1_chr11	chr11	other	58660	60662	.	1981	1991	0.995003	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136150000	136152000	136150000	136152000	2000	PAN011#joint#h2_chr19	chr19	other	58690	60690	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136150000	136152000	136150000	136152000	2000	PAN011#joint#h2_chr3	chr3	chr3	205520811	205522811	.	1996	1998	0.999000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136152000	136154000	136152000	136154000	2000	PAN011#joint#h1_chr11	chr11	other	56663	58660	.	1984	1991	0.996247	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136152000	136154000	136152000	136154000	2000	PAN011#joint#h2_chr19	chr19	other	56690	58690	.	1998	1999	0.999500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136152000	136154000	136152000	136154000	2000	PAN011#joint#h2_chr3	chr3	chr3	205522811	205524811	.	1998	1999	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136154000	136156000	136154000	136156000	2000	PAN011#joint#h1_chr11	chr11	other	55162	56663	.	1282	1498	0.855756	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136154000	136156000	136154000	136156000	2000	PAN011#joint#h2_chr19	chr19	other	54690	56690	.	1998	1999	0.999500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136154000	136156000	136154000	136156000	2000	PAN011#joint#h2_chr3	chr3	chr3	205524811	205526811	.	1996	1998	0.999000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136156000	136158000	136156000	136158000	2000	PAN011#joint#h2_chr19	chr19	other	52690	54690	.	1998	1999	0.999500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136156000	136158000	136156000	136158000	2000	PAN011#joint#h2_chr3	chr3	chr3	205526811	205528811	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136158000	136160000	136158000	136160000	2000	PAN011#joint#h2_chr19	chr19	other	50690	52690	.	1996	1998	0.999000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136158000	136160000	136158000	136160000	2000	PAN011#joint#h2_chr3	chr3	chr3	205528811	205530811	.	1992	1996	0.998000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136160000	136162000	136160000	136162000	2000	PAN011#joint#h2_chr19	chr19	other	48690	50690	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136160000	136162000	136160000	136162000	2000	PAN011#joint#h2_chr3	chr3	chr3	205530811	205532811	.	1998	1999	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136162000	136164000	136162000	136164000	2000	PAN011#joint#h2_chr19	chr19	other	46690	48690	.	1998	1999	0.999500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136162000	136164000	136162000	136164000	2000	PAN011#joint#h2_chr3	chr3	chr3	205532811	205534811	.	1998	1999	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136164000	136166000	136164000	136166000	2000	PAN011#joint#h2_chr19	chr19	other	44700	46690	.	1985	1990	0.997494	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136164000	136166000	136164000	136166000	2000	PAN011#joint#h2_chr3	chr3	chr3	205534811	205536813	.	1999	2000	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136166000	136168000	136166000	136168000	2000	PAN011#joint#h2_chr19	chr19	other	42700	44700	.	1998	1999	0.999500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136166000	136168000	136166000	136168000	2000	PAN011#joint#h2_chr3	chr3	chr3	205536813	205538813	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	4:4	pre-impg-query-window	4:4	0	impg-estimated-identity	na	136168000	136170000	136168000	136170000	2000	PAN011#joint#h2_chr19	chr19	other	40708	42700	.	1980	1988	0.995992	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.4to4.query_2000bp.predepth_top20.impg_similarity.tsv.gz
