view	query_name	query_arm	query_start	query_end	target_hap	target_arm	nth_best	score	strand
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	402072	403074	PAN010#2	chr5q	2	0.965653	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	402072	403074	PAN010#1	chr6q	3	0.963725	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	414782	454314	PAN010#1	chr15q	2	0.993785	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	414782	434109	PAN010#2	chr5q	3	0.991027	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	414782	434109	PAN010#2	chr6q	4	0.990519	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	434109	453187	PAN010#2	chr6q	3	0.989815	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	434109	453187	PAN010#1	chr5q	4	0.985026	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	454314	457322	PAN010#1	chr9q	2	0.929941	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	454314	457322	PAN010#2	chr6q	3	0.928369	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	454314	457322	PAN010#1	chr15q	4	0.922593	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	457322	458780	PAN010#2	chr6q	2	0.991803	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	457322	458780	PAN010#1	chr9q	3	0.989761	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	457322	458780	PAN010#2	chr5q	4	0.989086	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	460142	462051	PAN010#2	chr5q	2	0.883576	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	460142	462051	PAN010#1	chr9q	3	0.81341	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	460142	462051	PAN010#1	chr17q	4	0.80987	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	462051	463054	PAN010#2	chr6q	2	0.890669	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	462051	463054	PAN010#1	chr6p	3	0.860724	-
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	462051	463054	PAN010#2	chr6p	4	0.858998	-
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	465551	474742	PAN010#2	chr6q	2	0.994469	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	465551	474742	PAN010#2	chr17q	3	0.993818	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	465551	474742	PAN010#1	chr5q	4	0.991981	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	474742	477756	PAN010#1	chr17q	2	0.808416	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	474742	477756	PAN010#2	chr6q	3	0.806626	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	474742	477756	PAN010#2	chr17q	4	0.805476	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	477756	478904	PAN010#1	chr6p	2	0.961571	-
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	477756	478904	PAN010#2	chr6p	3	0.959898	-
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	478904	489547	PAN010#2	chr2q	2	0.994826	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	478904	491759	PAN010#1	chr2q	3	0.994427	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	478904	483916	PAN010#2	chr6p	4	0.98719	-
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	483916	489547	PAN010#1	chr16q	4	0.893927	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	489547	492784	PAN010#1	chr16q	2	0.994054	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	489547	491759	PAN010#2	chr2q	4	0.990115	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	491759	492784	PAN010#2	chr2q	3	0.866546	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	491759	492784	PAN010#1	chr19q	4	0.861818	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	492784	498748	PAN010#1	chr19q	2	0.993312	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	492784	498748	PAN010#1	chr16q	3	0.978279	+
native_bedpe_n4	PAN027#1#chr6.maternal:171365480-171865479_chr6_qarm	chr6q	492784	498748	PAN010#2	chr2q	4	0.972884	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	0	18081	PAN010#1	chr7p	1	1	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	0	9767	PAN010#1	chr11p	2	0.994886	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	1019	6965	PAN010#1	chr6p	3	0.96	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	1019	9767	PAN010#2	chr6p	4	0.993754	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	6965	9767	PAN010#2	chr7p	3	0.993754	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	9767	18081	PAN010#2	chr7p	2	0.996063	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	9767	18081	PAN010#1	chr20p	3	0.996061	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	9767	18081	PAN010#1	chr9p	4	0.995624	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	18081	19090	PAN010#2	chr7p	1	1	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	18081	19090	PAN010#1	chr7p	2	1	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	18081	19090	PAN010#2	chr20p	3	0.994071	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	18081	19090	PAN010#1	chr20p	4	0.994071	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	19090	500000	PAN010#1	chr7p	1	1	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	19090	38905	PAN010#2	chr7p	2	0.997525	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	19090	23006	PAN010#1	chr9p	3	0.990614	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	19090	23006	PAN010#2	chr20p	4	0.990612	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	23006	24357	PAN010#2	chr20p	3	0.995569	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	23006	24357	PAN010#1	chr20p	4	0.995569	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	24357	38905	PAN010#2	chr19p	3	0.997523	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	24357	40393	PAN010#1	chr11p	4	0.997315	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	38905	40393	PAN010#2	chr19p	2	0.998657	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	38905	45873	PAN010#2	chr7p	3	0.997995	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	40393	47606	PAN010#1	chr11p	2	0.998177	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	40393	45873	PAN010#2	chr19p	4	0.997813	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	45873	47606	PAN010#2	chr19p	3	0.995394	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	45873	49114	PAN010#2	chr7p	4	0.994822	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	47606	62872	PAN010#2	chr19p	2	0.996161	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	47606	49114	PAN010#1	chr11p	3	0.989425	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	49114	62872	PAN010#2	chr7p	3	0.995355	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	49114	60791	PAN010#2	chr11p	4	0.994217	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	60791	62872	PAN010#1	chr1p	4	0.987106	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	63876	66349	PAN010#2	chr19p	2	0.958448	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	63876	66349	PAN010#2	chr7p	3	0.950019	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	63876	66349	PAN010#2	chr1p	4	0.852763	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	66349	72860	PAN010#2	chr7p	2	0.998844	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	66349	69011	PAN010#2	chr11p	3	0.97551	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	66349	69011	PAN010#1	chr11p	4	0.974407	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	69011	70740	PAN010#2	chr1p	3	0.988499	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	69011	70740	PAN010#2	chr1p	4	0.982225	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	72860	83517	PAN010#2	chr19p	2	0.996346	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	72860	83517	PAN010#2	chr7p	3	0.995321	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	72860	83517	PAN010#1	chr19p	4	0.992802	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	83517	87028	PAN010#2	chr7p	2	0.99744	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	83517	87028	PAN010#1	chr19p	3	0.996588	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	83517	87028	PAN010#2	chr19p	4	0.995734	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	87028	88251	PAN010#2	chr19p	2	0.995106	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	87028	88251	PAN010#2	chr7p	3	0.99348	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	87028	88251	PAN010#1	chr19p	4	0.99348	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	88251	117472	PAN010#2	chr7p	2	0.998004	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	88251	89369	PAN010#2	chr11p	3	0.990196	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	88251	89369	PAN010#1	chr11p	4	0.988424	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	89369	115467	PAN010#1	chr16p	3	0.994024	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	104569	110394	PAN010#1	chr20p	4	0.987385	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	110394	114466	PAN010#1	chr11p	4	0.918486	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	114466	115467	PAN010#1	chr9q	4	0.92433	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	115467	116470	PAN010#2	chr11p	3	0.914122	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	115467	116470	PAN010#1	chr11p	4	0.912297	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	116470	134271	PAN010#1	chr16p	3	0.99169	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	116470	117472	PAN010#1	chr16p	4	0.894986	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	117472	121167	PAN010#1	chr11p	2	0.953537	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	117472	121167	PAN010#2	chr7p	4	0.926437	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	121167	225032	PAN010#2	chr7p	2	0.999206	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	121167	125095	PAN010#2	chr9q	4	0.810948	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	125095	130128	PAN010#2	chr3q	4	0.926602	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	130128	134271	PAN010#2	chr16q	4	0.863393	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	134271	137767	PAN010#1	chr3q	3	0.890052	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	134271	137767	PAN010#2	chr3q	4	0.889011	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	165542	169143	PAN010#1	chr16p	3	0.959222	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	165542	174364	PAN010#1	chr3q	4	0.911176	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	169143	174364	PAN010#2	chr3q	3	0.875712	-
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	226084	274753	PAN010#2	chr7p	2	0.984289	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	276896	314168	PAN010#2	chr7p	2	0.963895	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	315489	335878	PAN010#2	chr7p	2	0.991588	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	336889	354384	PAN010#2	chr7p	2	0.936274	+
native_bedpe_n4	PAN027#1#chr7.maternal:8960-508959_chr7_parm	chr7p	355395	498790	PAN010#2	chr7p	2	0.992875	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	0	500000	PAN010#1	chr7q	1	1	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	0	72083	PAN010#2	chr7q	2	0.996208	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	75089	108313	PAN010#2	chr7q	2	0.994671	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	109429	132487	PAN010#2	chr7q	2	0.962253	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	133557	157723	PAN010#2	chr7q	2	0.993719	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	159765	250787	PAN010#2	chr7q	2	0.98858	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	252621	331829	PAN010#2	chr7q	2	0.995525	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	332890	364896	PAN010#2	chr7q	2	0.988339	+
native_bedpe_n4	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	chr7q	365902	499999	PAN010#2	chr7q	2	0.993806	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	0	500000	PAN010#1	chr8p	1	1	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	1001	6294	PAN010#1	chr1p	2	0.95778	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	1001	6294	PAN010#2	chr1p	3	0.903447	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	1001	6294	PAN010#2	chr5q	4	0.860201	-
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	6294	9322	PAN010#2	chr1p	2	0.985564	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	6294	9322	PAN010#1	chr1p	3	0.981669	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	6294	9322	PAN010#2	chr8p	4	0.979692	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	9322	10984	PAN010#2	chr8p	2	0.997598	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	9322	21167	PAN010#2	chr1p	3	0.996399	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	9322	10984	PAN010#1	chr1p	4	0.995201	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	10984	21167	PAN010#1	chr1p	2	0.993247	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	10984	21167	PAN010#2	chr8p	4	0.992856	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	21167	22288	PAN010#2	chr11p	2	0.927412	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	21167	24600	PAN010#1	chr6p	3	0.927288	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	21167	24600	PAN010#2	chr6p	4	0.925641	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	22288	26740	PAN010#2	chr8p	2	0.998177	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	25644	30914	PAN010#2	chr6p	3	0.992551	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	25644	30914	PAN010#1	chr6p	4	0.992551	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	26740	29844	PAN010#2	chr1p	2	0.945749	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	29844	54149	PAN010#2	chr8p	2	0.998133	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	30914	54149	PAN010#2	chr1p	3	0.981512	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	30914	33897	PAN010#2	chr6p	4	0.978899	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	33897	35120	PAN010#2	chr11p	4	0.858198	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	35120	54149	PAN010#1	chr6p	4	0.971717	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	54149	73713	PAN010#2	chr1p	2	0.98931	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	54149	73713	PAN010#2	chr8p	3	0.98739	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	54149	73713	PAN010#2	chr6p	4	0.933409	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	85339	86340	PAN010#1	chr1p	2	0.899431	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	85339	86340	PAN010#2	chr5q	3	0.886899	-
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	85339	86340	PAN010#2	chr5q	4	0.883349	-
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	86340	87504	PAN010#1	chr16p	2	0.825374	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	87504	88524	PAN010#1	chr1p	2	0.996086	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	88524	119613	PAN010#2	chr8p	2	0.998607	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	105388	117893	PAN010#2	chr1p	3	0.899962	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	105388	117893	PAN010#2	chr6p	4	0.896484	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	117893	119613	PAN010#1	chr19p	3	0.995935	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	117893	119613	PAN010#1	chr16p	4	0.994777	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	119613	121101	PAN010#2	chr1p	2	0.995976	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	119613	121101	PAN010#1	chr16p	3	0.995976	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	119613	121101	PAN010#2	chr8p	4	0.994638	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	121101	185647	PAN010#2	chr8p	2	0.995515	+
native_bedpe_n4	PAN027#1#chr8.maternal:6750-506749_chr8_parm	chr8p	221265	499784	PAN010#2	chr8p	2	0.995075	+
native_bedpe_n4	PAN027#1#chr8.maternal:146664859-147164858_chr8_qarm	chr8q	0	500000	PAN010#2	chr8q	1	1	+
native_bedpe_n4	PAN027#1#chr8.maternal:146664859-147164858_chr8_qarm	chr8q	5645	105687	PAN010#1	chr8q	2	0.994672	+
native_bedpe_n4	PAN027#1#chr8.maternal:146664859-147164858_chr8_qarm	chr8q	108701	493380	PAN010#1	chr8q	2	0.999411	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	0	310884	PAN010#2	chr9p	1	1	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	0	8816	PAN010#1	chr19p	2	0.969672	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	1502	8816	PAN010#2	chr16p	3	0.965578	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	1502	8816	PAN010#2	chr20p	4	0.965063	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	8816	72909	PAN010#1	chr9p	2	0.994975	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	73944	310884	PAN010#1	chr9p	2	1	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	310884	313629	PAN010#1	chr9p	1	0.941455	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	310884	313629	PAN010#2	chr9p	2	0.814876	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	313629	500000	PAN010#2	chr9p	1	1	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	314655	391632	PAN010#1	chr9p	2	0.98026	+
native_bedpe_n4	PAN027#1#chr9.maternal:7315-507314_chr9_parm	chr9p	396927	436146	PAN010#1	chr9p	2	0.997846	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	0	242939	PAN010#1	chr9q	1	1	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	0	192686	PAN010#2	chr9q	2	0.996963	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	193695	242939	PAN010#2	chr9q	2	0.999411	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	242939	244343	PAN010#2	chr9q	1	1	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	242939	244343	PAN010#1	chr9q	2	1	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	242939	270261	PAN010#1	chr16p	3	0.95341	-
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	244343	322732	PAN010#1	chr9q	1	1	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	244343	290807	PAN010#2	chr9q	2	0.999182	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	270261	274524	PAN010#2	chr3q	3	0.817409	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	270261	274524	PAN010#1	chr3q	4	0.815325	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	281969	286859	PAN010#2	chr3q	3	0.991244	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	281969	286859	PAN010#1	chr3q	4	0.991244	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	286859	290807	PAN010#1	chr16q	3	0.995954	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	286859	290807	PAN010#2	chr16q	4	0.995703	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	290807	294411	PAN010#2	chr16q	2	0.998891	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	290807	294411	PAN010#2	chr9q	3	0.997783	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	290807	294411	PAN010#1	chr16q	4	0.946547	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	294411	295416	PAN010#2	chr9q	2	0.994048	+
native_bedpe_n4	PAN027#1#chr9.maternal:128564684-129064683_chr9_qarm	chr9q	294411	295416	PAN010#2	chr16q	3	0.925287	+
