event_id	comparison_id	cell_id	source_kind	scaffold_jump	min_aln_length	scoring	num_mappings	scaffold_mass	overlap	target_chrom	target_sum_bp	target_union_bp	target_rows	is_expected_target
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.ani.1to1.m10k	filtered	20k	1000	ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.ani.1to1.m10k	filtered	20k	1000	ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.ani.4tomany.m10k	filtered	20k	1000	ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.ani.4tomany.m10k	filtered	20k	1000	ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.ani.4tomany.m10k	filtered	20k	1000	ani	4:many	10k	default	chrX	484275	460969	25	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.ani.4tomany.m10k	filtered	20k	1000	ani	4:many	10k	default	chrY	504877	484600	38	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.1to1.m10k	filtered	20k	1000	log-length-ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.1to1.m10k	filtered	20k	1000	log-length-ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.1to1.m10k	filtered	20k	1000	log-length-ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.4tomany.m10k	filtered	20k	1000	log-length-ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.4tomany.m10k	filtered	20k	1000	log-length-ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.4tomany.m10k	filtered	20k	1000	log-length-ani	4:many	10k	default	chrX	494599	463083	26	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.4tomany.m10k	filtered	20k	1000	log-length-ani	4:many	10k	default	chrY	510440	486025	40	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.ani.1to1.m10k	filtered	20k	5000	ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.ani.1to1.m10k	filtered	20k	5000	ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.ani.4tomany.m10k	filtered	20k	5000	ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.ani.4tomany.m10k	filtered	20k	5000	ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.ani.4tomany.m10k	filtered	20k	5000	ani	4:many	10k	default	chrX	450350	440161	12	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.ani.4tomany.m10k	filtered	20k	5000	ani	4:many	10k	default	chrY	465641	458649	22	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.log_length_ani.1to1.m10k	filtered	20k	5000	log-length-ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.log_length_ani.1to1.m10k	filtered	20k	5000	log-length-ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.log_length_ani.1to1.m10k	filtered	20k	5000	log-length-ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.log_length_ani.4tomany.m10k	filtered	20k	5000	log-length-ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.log_length_ani.4tomany.m10k	filtered	20k	5000	log-length-ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.log_length_ani.4tomany.m10k	filtered	20k	5000	log-length-ani	4:many	10k	default	chrX	450350	440161	12	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l5000.log_length_ani.4tomany.m10k	filtered	20k	5000	log-length-ani	4:many	10k	default	chrY	465641	458649	22	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.ani.1to1.m10k	filtered	20k	10000	ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.ani.1to1.m10k	filtered	20k	10000	ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.ani.1to1.m10k	filtered	20k	10000	ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.ani.4tomany.m10k	filtered	20k	10000	ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.ani.4tomany.m10k	filtered	20k	10000	ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.ani.4tomany.m10k	filtered	20k	10000	ani	4:many	10k	default	chrX	398803	391853	5	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.ani.4tomany.m10k	filtered	20k	10000	ani	4:many	10k	default	chrY	412246	408506	14	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.log_length_ani.1to1.m10k	filtered	20k	10000	log-length-ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.log_length_ani.1to1.m10k	filtered	20k	10000	log-length-ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.log_length_ani.1to1.m10k	filtered	20k	10000	log-length-ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.log_length_ani.4tomany.m10k	filtered	20k	10000	log-length-ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.log_length_ani.4tomany.m10k	filtered	20k	10000	log-length-ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.log_length_ani.4tomany.m10k	filtered	20k	10000	log-length-ani	4:many	10k	default	chrX	398803	391853	5	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j20k.l10000.log_length_ani.4tomany.m10k	filtered	20k	10000	log-length-ani	4:many	10k	default	chrY	412246	408506	14	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.ani.1to1.m10k	filtered	50k	default	ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.ani.1to1.m10k	filtered	50k	default	ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.ani.4tomany.m10k	filtered	50k	default	ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.ani.4tomany.m10k	filtered	50k	default	ani	4:many	10k	default	chr15	3764	3764	3	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.ani.4tomany.m10k	filtered	50k	default	ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.ani.4tomany.m10k	filtered	50k	default	ani	4:many	10k	default	chrX	498800	471403	33	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.ani.4tomany.m10k	filtered	50k	default	ani	4:many	10k	default	chrY	509831	481627	50	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.1to1.m10k	filtered	50k	default	log-length-ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.1to1.m10k	filtered	50k	default	log-length-ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.1to1.m10k	filtered	50k	default	log-length-ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.4tomany.m10k	filtered	50k	default	log-length-ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.4tomany.m10k	filtered	50k	default	log-length-ani	4:many	10k	default	chr15	3764	3764	3	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.4tomany.m10k	filtered	50k	default	log-length-ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.4tomany.m10k	filtered	50k	default	log-length-ani	4:many	10k	default	chrX	507961	473517	33	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.ldefault.log_length_ani.4tomany.m10k	filtered	50k	default	log-length-ani	4:many	10k	default	chrY	519913	486282	53	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.ani.1to1.m10k	filtered	50k	1000	ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.ani.1to1.m10k	filtered	50k	1000	ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.ani.4tomany.m10k	filtered	50k	1000	ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.ani.4tomany.m10k	filtered	50k	1000	ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.ani.4tomany.m10k	filtered	50k	1000	ani	4:many	10k	default	chrX	495041	469736	27	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.ani.4tomany.m10k	filtered	50k	1000	ani	4:many	10k	default	chrY	504877	484600	38	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.log_length_ani.1to1.m10k	filtered	50k	1000	log-length-ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.log_length_ani.1to1.m10k	filtered	50k	1000	log-length-ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.log_length_ani.1to1.m10k	filtered	50k	1000	log-length-ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.log_length_ani.4tomany.m10k	filtered	50k	1000	log-length-ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.log_length_ani.4tomany.m10k	filtered	50k	1000	log-length-ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.log_length_ani.4tomany.m10k	filtered	50k	1000	log-length-ani	4:many	10k	default	chrX	505365	471850	28	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l1000.log_length_ani.4tomany.m10k	filtered	50k	1000	log-length-ani	4:many	10k	default	chrY	510440	486025	40	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.ani.1to1.m10k	filtered	50k	5000	ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.ani.1to1.m10k	filtered	50k	5000	ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.ani.4tomany.m10k	filtered	50k	5000	ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.ani.4tomany.m10k	filtered	50k	5000	ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.ani.4tomany.m10k	filtered	50k	5000	ani	4:many	10k	default	chrX	466552	449530	15	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.ani.4tomany.m10k	filtered	50k	5000	ani	4:many	10k	default	chrY	465641	458649	22	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.log_length_ani.1to1.m10k	filtered	50k	5000	log-length-ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.log_length_ani.1to1.m10k	filtered	50k	5000	log-length-ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.log_length_ani.1to1.m10k	filtered	50k	5000	log-length-ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.log_length_ani.4tomany.m10k	filtered	50k	5000	log-length-ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.log_length_ani.4tomany.m10k	filtered	50k	5000	log-length-ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.log_length_ani.4tomany.m10k	filtered	50k	5000	log-length-ani	4:many	10k	default	chrX	466552	449530	15	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l5000.log_length_ani.4tomany.m10k	filtered	50k	5000	log-length-ani	4:many	10k	default	chrY	465641	458649	22	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.ani.1to1.m10k	filtered	50k	10000	ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.ani.1to1.m10k	filtered	50k	10000	ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.ani.1to1.m10k	filtered	50k	10000	ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.ani.4tomany.m10k	filtered	50k	10000	ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.ani.4tomany.m10k	filtered	50k	10000	ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.ani.4tomany.m10k	filtered	50k	10000	ani	4:many	10k	default	chrX	398803	391853	5	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.ani.4tomany.m10k	filtered	50k	10000	ani	4:many	10k	default	chrY	412246	408506	14	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.log_length_ani.1to1.m10k	filtered	50k	10000	log-length-ani	1:1	10k	default	chr14	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.log_length_ani.1to1.m10k	filtered	50k	10000	log-length-ani	1:1	10k	default	chrX	345932	345932	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.log_length_ani.1to1.m10k	filtered	50k	10000	log-length-ani	1:1	10k	default	chrY	149927	149927	1	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.log_length_ani.4tomany.m10k	filtered	50k	10000	log-length-ani	4:many	10k	default	chr14	24504	12252	2	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.log_length_ani.4tomany.m10k	filtered	50k	10000	log-length-ani	4:many	10k	default	chr22	12252	12252	1	no
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.log_length_ani.4tomany.m10k	filtered	50k	10000	log-length-ani	4:many	10k	default	chrX	398803	391853	5	yes
PAR1_XY_positive_control	PAN027pat_vs_PAN011_joint	j50k.l10000.log_length_ani.4tomany.m10k	filtered	50k	10000	log-length-ani	4:many	10k	default	chrY	412246	408506	14	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr1	634524	221851	84	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr10	186283	92228	30	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr11	358073	207586	28	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr12	134055	56774	28	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr13	12597	12597	3	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr14	82259	21344	30	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr15	292684	137174	26	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr16	346415	200729	36	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr17	45246	16983	12	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr18	148410	70829	35	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr19	361598	194626	19	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr2	92654	44094	14	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr20	356128	123597	55	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr21	25194	12597	6	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr22	90076	25624	30	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr3	536932	261767	39	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr4	53266	28933	21	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr5	220777	112653	16	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr6	252241	106329	16	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr7	394926	190263	44	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr8	160211	80377	21	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chr9	966422	500000	27	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chrX	22253	21405	7	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	raw_many_many_unfiltered	raw_baseline	0	raw	raw	many:many	10k	default	chrY	79523	48018	19	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr1	926	463	2	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr10	28588	28588	2	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr11	30187	30187	3	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr14	19	19	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr16	65575	65575	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr18	32339	18846	6	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr3	242175	174357	8	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr7	11551	11550	2	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr8	4236	2118	4	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.ani.4tomany.m10k	filtered	0	default	ani	4:many	10k	default	chr9	796842	499833	9	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.1to1.m10k	filtered	0	default	log-length-ani	1:1	10k	default	chr9	499833	499833	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr1	130425	129962	3	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr10	64692	37106	3	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr16	127455	65575	2	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr18	37574	20965	5	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr19	148510	148510	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr3	136417	136001	4	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr7	51795	51795	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr8	4236	2118	4	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.ldefault.log_length_ani.4tomany.m10k	filtered	0	default	log-length-ani	4:many	10k	default	chr9	790741	499833	8	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.1to1.m10k	filtered	0	1000	ani	1:1	10k	default	chr9	499833	499833	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr10	29590	28588	3	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr11	30187	30187	3	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr14	19	19	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr16	65575	65575	1	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr18	31342	17849	5	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr3	241343	173941	6	yes
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr7	11551	11550	2	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr8	4236	2118	4	no
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	j0.l1000.ani.4tomany.m10k	filtered	0	1000	ani	4:many	10k	default	chr9	796066	499833	7	no
