run_id	query_chrom	query_start	query_end	target_chrom	donor_haplotype	donor_seq	donor_start	donor_end	bp	query_span_bp	donor_span_bp	windows	mean_identity	category
chr7_homolog_run3404	chr7	129192000	129236000	chr7	h1	PAN010#joint#h1_chr7	129197323	129241324	44000	44000	44001	22	0.999989	homologous_same_chrom
chr8_homolog_run0238	chr8	12372000	12416000	chr8	h1	PAN010#joint#h1_chr8	12370253	12414255	44000	44000	44002	22	0.999977	homologous_same_chrom
chr9_homolog_run0002	chr9	58000	102000	chr9	h2	PAN010#joint#h2_chr9	57960	101961	44000	44000	44001	22	0.999989	homologous_same_chrom
chr9_homolog_run0874	chr9	33640000	33684000	chr9	h1	PAN010#joint#h1_chr9	33754800	33798801	44000	44000	44001	22	0.999989	homologous_same_chrom
chr14_homolog_run0107	chr14	6014000	6058000	chr14	h1	PAN010#joint#h1_chr14	8763454	8807454	44000	44000	44000	22	1.000000	homologous_same_chrom
chr14_homolog_run0267	chr14	9084000	9128000	chr14	h1	PAN010#joint#h1_chr14	11833460	11877460	44000	44000	44000	22	1.000000	homologous_same_chrom
chr15_homolog_run0037	chr15	11274000	11318000	chr15	h2	PAN010#joint#h2_chr15	12113372	12157372	44000	44000	44000	22	1.000000	homologous_same_chrom
chr17_homolog_run0403	chr17	21802000	21846000	chr17	h2	PAN010#joint#h2_chr17	21799535	21843536	44000	44000	44001	22	0.999989	homologous_same_chrom
chr17_homolog_run0412	chr17	22552000	22596000	chr17	h2	PAN010#joint#h2_chr17	22549537	22593537	44000	44000	44000	22	1.000000	homologous_same_chrom
chr17_homolog_run1091	chr17	63376000	63420000	chr17	h1	PAN010#joint#h1_chr17	62821047	62865047	44000	44000	44000	22	1.000000	homologous_same_chrom
chr20_homolog_run0718	chr20	31838000	31882000	chr20	h1	PAN010#joint#h1_chr20	31782812	31826812	44000	44000	44000	22	1.000000	homologous_same_chrom
chr21_homolog_run0138	chr21	10202000	10246000	chr21	h1	PAN010#joint#h1_chr21	10202968	10246971	44000	44000	44003	22	0.999966	homologous_same_chrom
chr22_homolog_run0119	chr22	16358000	16402000	chr22	h2	PAN010#joint#h2_chr22	16347124	16391124	44000	44000	44000	22	1.000000	homologous_same_chrom
chr1_homolog_run1740	chr1	83360000	83402000	chr1	h1	PAN010#joint#h1_chr1	83353520	83395520	42000	42000	42000	21	1.000000	homologous_same_chrom
chr1_homolog_run2680	chr1	127916000	127958000	chr1	h1	PAN010#joint#h1_chr1	130821140	130863142	42000	42000	42002	21	0.997857	homologous_same_chrom
chr3_homolog_run0014	chr3	578000	620000	chr3	h1	PAN010#joint#h1_chr3	577102	619102	42000	42000	42000	21	1.000000	homologous_same_chrom
chr3_homolog_run4948	chr3	201146000	201188000	chr3	h1	PAN010#joint#h1_chr3	203406045	203448045	42000	42000	42000	21	1.000000	homologous_same_chrom
chr4_homolog_run0171	chr4	9044000	9086000	chr4	h2	PAN010#joint#h2_chr4	9042950	9084950	42000	42000	42000	21	1.000000	homologous_same_chrom
chr4_homolog_run0180	chr4	9974000	10016000	chr4	h2	PAN010#joint#h2_chr4	9972955	10014955	42000	42000	42000	21	1.000000	homologous_same_chrom
chr5_homolog_run0003	chr5	6000	48000	chr5	h2	PAN010#joint#h2_chr5	3857	45866	42000	42000	42009	21	0.999893	homologous_same_chrom
chr5_homolog_run0009	chr5	214000	256000	chr5	h2	PAN010#joint#h2_chr5	211867	253867	42000	42000	42000	21	1.000000	homologous_same_chrom
chr5_homolog_run0407	chr5	21186000	21228000	chr5	h1	PAN010#joint#h1_chr5	21203471	21245472	42000	42000	42001	21	0.999988	homologous_same_chrom
chr5_homolog_run1174	chr5	51310000	51352000	chr5	h1	PAN010#joint#h1_chr5	51327720	51369610	42000	42000	41890	21	0.984606	homologous_same_chrom
chr7_homolog_run1641	chr7	65722000	65764000	chr7	h1	PAN010#joint#h1_chr7	65726946	65768947	42000	42000	42001	21	0.999988	homologous_same_chrom
chr13_homolog_run0394	chr13	30130000	30172000	chr13	h2	PAN010#joint#h2_chr13	28426857	28468857	42000	42000	42000	21	1.000000	homologous_same_chrom
chr14_homolog_run0271	chr14	9178000	9220000	chr14	h1	PAN010#joint#h1_chr14	11927460	11969460	42000	42000	42000	21	1.000000	homologous_same_chrom
chr15_homolog_run0078	chr15	13232000	13274000	chr15	h2	PAN010#joint#h2_chr15	14071376	14113376	42000	42000	42000	21	1.000000	homologous_same_chrom
chr15_homolog_run0694	chr15	40730000	40772000	chr15	h1	PAN010#joint#h1_chr15	42809193	42851194	42000	42000	42001	21	0.999988	homologous_same_chrom
chr17_homolog_run0425	chr17	23114000	23156000	chr17	h2	PAN010#joint#h2_chr17	23111540	23153543	42000	42000	42003	21	0.999941	homologous_same_chrom
chr18_homolog_run0347	chr18	14698000	14740000	chr18	h1	PAN010#joint#h1_chr18	14694341	14736306	42000	42000	41965	21	0.994302	homologous_same_chrom
chr21_homolog_run0125	chr21	9814000	9856000	chr21	h1	PAN010#joint#h1_chr21	9814967	9856967	42000	42000	42000	21	1.000000	homologous_same_chrom
chr21_homolog_run0172	chr21	10694000	10736000	chr21	h1	PAN010#joint#h1_chr21	10694973	10736975	42000	42000	42002	21	0.999976	homologous_same_chrom
chr22_homolog_run0101	chr22	8466000	8508000	chr22	h2	PAN010#joint#h2_chr22	8455108	8497108	42000	42000	42000	21	1.000000	homologous_same_chrom
chr1_homolog_run2673	chr1	121244000	121284000	chr1	h2	PAN010#joint#h2_chr1	121854154	121894154	40000	40000	40000	20	1.000000	homologous_same_chrom
chr2_homolog_run1911	chr2	91590000	91630000	chr2	h1	PAN010#joint#h1_chr2	91652389	91692389	40000	40000	40000	20	1.000000	homologous_same_chrom
chr4_homolog_run0084	chr4	4108000	4148000	chr4	h2	PAN010#joint#h2_chr4	4106925	4146925	40000	40000	40000	20	1.000000	homologous_same_chrom
chr4_homolog_run0181	chr4	10020000	10060000	chr4	h2	PAN010#joint#h2_chr4	10018955	10058956	40000	40000	40001	20	0.999988	homologous_same_chrom
chr4_homolog_run4608	chr4	191796000	191836000	chr4	h1	PAN010#joint#h1_chr4	190951040	190991040	40000	40000	40000	20	1.000000	homologous_same_chrom
chr4_homolog_run4627	chr4	192352000	192392000	chr4	h1	PAN010#joint#h1_chr4	191506856	191546854	40000	40000	39998	20	0.999950	homologous_same_chrom
chr5_homolog_run1198	chr5	52686000	52726000	chr5	h1	PAN010#joint#h1_chr5	52705676	52745677	40000	40000	40001	20	0.999988	homologous_same_chrom
chr7_homolog_run3408	chr7	129242000	129282000	chr7	h1	PAN010#joint#h1_chr7	129247324	129287325	40000	40000	40001	20	0.999963	homologous_same_chrom
chr8_homolog_run0239	chr8	12422000	12462000	chr8	h1	PAN010#joint#h1_chr8	12420255	12460256	40000	40000	40001	20	0.999963	homologous_same_chrom
chr8_homolog_run0289	chr8	13526000	13566000	chr8	h1	PAN010#joint#h1_chr8	13524259	13564258	40000	40000	39999	20	0.999987	homologous_same_chrom
chr9_homolog_run1045	chr9	40178000	40218000	chr9	h1	PAN010#joint#h1_chr9	40292846	40332845	40000	40000	39999	20	0.999987	homologous_same_chrom
chr12_homolog_run0188	chr12	8382000	8422000	chr12	h2	PAN010#joint#h2_chr12	8389396	8429396	40000	40000	40000	20	1.000000	homologous_same_chrom
chr13_homolog_run0094	chr13	6900000	6940000	chr13	h1	PAN010#joint#h1_chr13	7370157	7410157	40000	40000	40000	20	1.000000	homologous_same_chrom
chr15_homolog_run0050	chr15	12262000	12302000	chr15	h2	PAN010#joint#h2_chr15	13101372	13141372	40000	40000	40000	20	1.000000	homologous_same_chrom
chr15_homolog_run0065	chr15	12900000	12940000	chr15	h2	PAN010#joint#h2_chr15	13739374	13779376	40000	40000	40002	20	0.999975	homologous_same_chrom
chr15_homolog_run1931	chr15	95852000	95892000	chr15	h2	PAN010#joint#h2_chr15	96623710	96663711	40000	40000	40001	20	0.999988	homologous_same_chrom
chr16_homolog_run0876	chr16	35486000	35526000	chr16	h1	PAN010#joint#h1_chr16	35484625	35524625	40000	40000	40000	20	1.000000	homologous_same_chrom
chr21_homolog_run0160	chr21	10434000	10474000	chr21	h1	PAN010#joint#h1_chr21	10434972	10474972	40000	40000	40000	20	1.000000	homologous_same_chrom
chr22_homolog_run0248	chr22	22192000	22232000	chr22	h2	PAN010#joint#h2_chr22	22181159	22221158	40000	40000	39999	20	0.999987	homologous_same_chrom
chr1_homolog_run2674	chr1	121288000	121326000	chr1	h2	PAN010#joint#h2_chr1	121898154	121936154	38000	38000	38000	19	1.000000	homologous_same_chrom
chr1_homolog_run2690	chr1	128356000	128394000	chr1	h1	PAN010#joint#h1_chr1	129169752	129207847	38000	38000	38095	19	0.991573	homologous_same_chrom
chr2_homolog_run1901	chr2	90822000	90860000	chr2	h1	PAN010#joint#h1_chr2	90884384	90922385	38000	38000	38001	19	0.999987	homologous_same_chrom
chr2_homolog_run2691	chr2	113802000	113840000	chr2	h1	PAN010#joint#h1_chr2	113864476	113902476	38000	38000	38000	19	1.000000	homologous_same_chrom
chr2_homolog_run3176	chr2	131582000	131620000	chr2	h1	PAN010#joint#h1_chr2	131644561	131682560	38000	38000	37999	19	0.999987	homologous_same_chrom
chr3_homolog_run4944	chr3	201084000	201122000	chr3	h1	PAN010#joint#h1_chr3	203344045	203382045	38000	38000	38000	19	1.000000	homologous_same_chrom
chr4_homolog_run1075	chr4	49602000	49640000	chr4	h1	PAN010#joint#h1_chr4	49457055	49495055	38000	38000	38000	19	1.000000	homologous_same_chrom
chr5_homolog_run0649	chr5	30066000	30104000	chr5	h1	PAN010#joint#h1_chr5	30083519	30121519	38000	38000	38000	19	1.000000	homologous_same_chrom
chr5_homolog_run1206	chr5	52756000	52794000	chr5	h1	PAN010#joint#h1_chr5	52775677	52813678	38000	38000	38001	19	0.999987	homologous_same_chrom
chr7_homolog_run0106	chr7	6956000	6994000	chr7	h1	PAN010#joint#h1_chr7	6960819	6998819	38000	38000	38000	19	1.000000	homologous_same_chrom
chr7_homolog_run0108	chr7	7104000	7142000	chr7	h1	PAN010#joint#h1_chr7	7108819	7146819	38000	38000	38000	19	1.000000	homologous_same_chrom
chr7_homolog_run0853	chr7	35226000	35264000	chr7	h1	PAN010#joint#h1_chr7	35230933	35268933	38000	38000	38000	19	1.000000	homologous_same_chrom
chr8_homolog_run0937	chr8	47912000	47950000	chr8	h2	PAN010#joint#h2_chr8	46657465	46695465	38000	38000	38000	19	1.000000	homologous_same_chrom
chr9_homolog_run1975	chr9	87756000	87794000	chr9	h2	PAN010#joint#h2_chr9	95657390	95695392	38000	38000	38002	19	0.999974	homologous_same_chrom
chr11_homolog_run0004	chr11	120000	158000	chr11	h2	PAN010#joint#h2_chr11	118271	156271	38000	38000	38000	19	1.000000	homologous_same_chrom
chr11_homolog_run1286	chr11	48916000	48954000	chr11	h2	PAN010#joint#h2_chr11	48802501	48840501	38000	38000	38000	19	1.000000	homologous_same_chrom
chr11_homolog_run1715	chr11	71280000	71318000	chr11	h2	PAN010#joint#h2_chr11	71170846	71208846	38000	38000	38000	19	1.000000	homologous_same_chrom
chr13_homolog_run0028	chr13	2230000	2268000	chr13	h1	PAN010#joint#h1_chr13	2215906	2253906	38000	38000	38000	19	1.000000	homologous_same_chrom
chr13_homolog_run0045	chr13	3040000	3078000	chr13	h1	PAN010#joint#h1_chr13	3425651	3463640	38000	38000	37989	19	0.999671	homologous_same_chrom
chr13_homolog_run0125	chr13	8494000	8532000	chr13	h2	PAN010#joint#h2_chr13	8017022	8055018	38000	38000	37996	19	0.998290	homologous_same_chrom
chr13_homolog_run0136	chr13	9214000	9252000	chr13	h2	PAN010#joint#h2_chr13	8671319	8709342	38000	38000	38023	19	0.996858	homologous_same_chrom
chr14_homolog_run0265	chr14	9044000	9082000	chr14	h1	PAN010#joint#h1_chr14	11793460	11831460	38000	38000	38000	19	1.000000	homologous_same_chrom
chr16_homolog_run0875	chr16	35446000	35484000	chr16	h1	PAN010#joint#h1_chr16	35444624	35482625	38000	38000	38001	19	0.999987	homologous_same_chrom
chr17_homolog_run0647	chr17	39614000	39652000	chr17	h2	PAN010#joint#h2_chr17	39611619	39649619	38000	38000	38000	19	1.000000	homologous_same_chrom
chr17_homolog_run1439	chr17	84158000	84196000	chr17	h1	PAN010#joint#h1_chr17	83603215	83641215	38000	38000	38000	19	1.000000	homologous_same_chrom
chr18_homolog_run0346	chr18	14660000	14698000	chr18	h1	PAN010#joint#h1_chr18	14655997	14694033	38000	38000	38036	19	0.995585	homologous_same_chrom
chr20_homolog_run0690	chr20	30628000	30666000	chr20	h1	PAN010#joint#h1_chr20	30572817	30610817	38000	38000	38000	19	1.000000	homologous_same_chrom
chr21_homolog_run0087	chr21	8656000	8694000	chr21	h1	PAN010#joint#h1_chr21	8656962	8694962	38000	38000	38000	19	1.000000	homologous_same_chrom
chr21_homolog_run0162	chr21	10476000	10514000	chr21	h1	PAN010#joint#h1_chr21	10476972	10514972	38000	38000	38000	19	1.000000	homologous_same_chrom
chr22_homolog_run0065	chr22	4188000	4226000	chr22	h2	PAN010#joint#h2_chr22	4177105	4215105	38000	38000	38000	19	0.999526	homologous_same_chrom
chr22_homolog_run0070	chr22	4740000	4778000	chr22	h2	PAN010#joint#h2_chr22	4729099	4767099	38000	38000	38000	19	1.000000	homologous_same_chrom
chr1_homolog_run2685	chr1	128088000	128124000	chr1	h1	PAN010#joint#h1_chr1	129438875	129474873	36000	36000	35998	18	0.995194	homologous_same_chrom
chr2_homolog_run3098	chr2	130266000	130302000	chr2	h1	PAN010#joint#h1_chr2	130328558	130364558	36000	36000	36000	18	1.000000	homologous_same_chrom
chr2_homolog_run3203	chr2	131922000	131958000	chr2	h1	PAN010#joint#h1_chr2	131984560	132020560	36000	36000	36000	18	1.000000	homologous_same_chrom
chr2_homolog_run3233	chr2	132460000	132496000	chr2	h1	PAN010#joint#h1_chr2	132522559	132558559	36000	36000	36000	18	1.000000	homologous_same_chrom
chr2_homolog_run6102	chr2	242408000	242444000	chr2	h1	PAN010#joint#h1_chr2	242471219	242507219	36000	36000	36000	18	1.000000	homologous_same_chrom
chr3_homolog_run3929	chr3	162788000	162824000	chr3	h2	PAN010#joint#h2_chr3	162800627	162836627	36000	36000	36000	18	1.000000	homologous_same_chrom
chr8_homolog_run0013	chr8	344000	380000	chr8	h1	PAN010#joint#h1_chr8	342193	378193	36000	36000	36000	18	1.000000	homologous_same_chrom
chr8_homolog_run0119	chr8	7110000	7146000	chr8	h1	PAN010#joint#h1_chr8	7108233	7144233	36000	36000	36000	18	1.000000	homologous_same_chrom
chr8_homolog_run0291	chr8	13608000	13644000	chr8	h1	PAN010#joint#h1_chr8	13606258	13642258	36000	36000	36000	18	1.000000	homologous_same_chrom
chr9_homolog_run1033	chr9	39902000	39938000	chr9	h1	PAN010#joint#h1_chr9	40016845	40052845	36000	36000	36000	18	1.000000	homologous_same_chrom
chr9_homolog_run1092	chr9	42310000	42346000	chr9	h1	PAN010#joint#h1_chr9	42424861	42460861	36000	36000	36000	18	1.000000	homologous_same_chrom
chr11_homolog_run1321	chr11	50104000	50140000	chr11	h2	PAN010#joint#h2_chr11	49990507	50026507	36000	36000	36000	18	1.000000	homologous_same_chrom
chr12_homolog_run2676	chr12	102652000	102688000	chr12	h2	PAN010#joint#h2_chr12	102619286	102655286	36000	36000	36000	18	1.000000	homologous_same_chrom
chr13_homolog_run0212	chr13	19988000	20024000	chr13	h1	PAN010#joint#h1_chr13	22136706	22172739	36000	36000	36033	18	0.996940	homologous_same_chrom
chr14_homolog_run0095	chr14	3696000	3732000	chr14	h2	PAN010#joint#h2_chr14	4227856	4263855	36000	36000	35999	18	0.999986	homologous_same_chrom
chr14_homolog_run0096	chr14	3740000	3776000	chr14	h2	PAN010#joint#h2_chr14	4271851	4307851	36000	36000	36000	18	0.999944	homologous_same_chrom
chr14_homolog_run0097	chr14	3784000	3820000	chr14	h2	PAN010#joint#h2_chr14	4315849	4351852	36000	36000	36003	18	0.999931	homologous_same_chrom
chr14_homolog_run0322	chr14	13244000	13280000	chr14	h1	PAN010#joint#h1_chr14	15993460	16029460	36000	36000	36000	18	1.000000	homologous_same_chrom
chr15_homolog_run0039	chr15	11404000	11440000	chr15	h2	PAN010#joint#h2_chr15	12243372	12279372	36000	36000	36000	18	1.000000	homologous_same_chrom
chr15_homolog_run0113	chr15	18562000	18598000	chr15	h2	PAN010#joint#h2_chr15	19401404	19437403	36000	36000	35999	18	0.999986	homologous_same_chrom
chr16_homolog_run0879	chr16	35554000	35590000	chr16	h1	PAN010#joint#h1_chr16	35552625	35588625	36000	36000	36000	18	1.000000	homologous_same_chrom
chr17_homolog_run0377	chr17	20838000	20874000	chr17	h2	PAN010#joint#h2_chr17	20835532	20871532	36000	36000	36000	18	1.000000	homologous_same_chrom
chr17_homolog_run0415	chr17	22670000	22706000	chr17	h2	PAN010#joint#h2_chr17	22667537	22703537	36000	36000	36000	18	1.000000	homologous_same_chrom
chr19_homolog_run0911	chr19	40596000	40632000	chr19	h1	PAN010#joint#h1_chr19	40711392	40747391	36000	36000	35999	18	0.999986	homologous_same_chrom
chr20_homolog_run0709	chr20	31124000	31160000	chr20	h1	PAN010#joint#h1_chr20	31068817	31104817	36000	36000	36000	18	1.000000	homologous_same_chrom
chr22_homolog_run0222	chr22	21074000	21110000	chr22	h2	PAN010#joint#h2_chr22	21063150	21099152	36000	36000	36002	18	0.999917	homologous_same_chrom
chr2_homolog_run6107	chr2	242472000	242507399	chr2	h1	PAN010#joint#h1_chr2	242535219	242570624	35399	35399	35405	18	0.998306	homologous_same_chrom
chr1_homolog_run5251	chr1	246990000	247024268	chr1	h2	PAN010#joint#h2_chr1	247318706	247352946	34268	34268	34240	18	0.999326	homologous_same_chrom
chr1_homolog_run2716	chr1	141474000	141508000	chr1	h2	PAN010#joint#h2_chr1	141728039	141762039	34000	34000	34000	17	1.000000	homologous_same_chrom
chr1_homolog_run2752	chr1	142756000	142790000	chr1	h2	PAN010#joint#h2_chr1	143010051	143044051	34000	34000	34000	17	1.000000	homologous_same_chrom
chr1_homolog_run2754	chr1	142846000	142880000	chr1	h2	PAN010#joint#h2_chr1	143100051	143134051	34000	34000	34000	17	1.000000	homologous_same_chrom
chr1_homolog_run2789	chr1	144962000	144996000	chr1	h2	PAN010#joint#h2_chr1	145216065	145250067	34000	34000	34002	17	0.999971	homologous_same_chrom
chr1_homolog_run2798	chr1	145462000	145496000	chr1	h2	PAN010#joint#h2_chr1	145716075	145750076	34000	34000	34001	17	0.999985	homologous_same_chrom
chr2_homolog_run2690	chr2	113758000	113792000	chr2	h1	PAN010#joint#h1_chr2	113820476	113854476	34000	34000	34000	17	1.000000	homologous_same_chrom
chr3_homolog_run3037	chr3	128486000	128520000	chr3	h2	PAN010#joint#h2_chr3	128494380	128528380	34000	34000	34000	17	1.000000	homologous_same_chrom
chr11_homolog_run0003	chr11	82000	116000	chr11	h2	PAN010#joint#h2_chr11	80271	114271	34000	34000	34000	17	1.000000	homologous_same_chrom
chr11_homolog_run1667	chr11	67456000	67490000	chr11	h2	PAN010#joint#h2_chr11	67346825	67380825	34000	34000	34000	17	1.000000	homologous_same_chrom
chr11_homolog_run1674	chr11	67680000	67714000	chr11	h2	PAN010#joint#h2_chr11	67570829	67604830	34000	34000	34001	17	0.999985	homologous_same_chrom
chr13_homolog_run0080	chr13	6712000	6746000	chr13	h1	PAN010#joint#h1_chr13	7182157	7216157	34000	34000	34000	17	1.000000	homologous_same_chrom
chr13_homolog_run0086	chr13	6772000	6806000	chr13	h1	PAN010#joint#h1_chr13	7242157	7276157	34000	34000	34000	17	1.000000	homologous_same_chrom
chr13_homolog_run0098	chr13	7058000	7092000	chr13	h1	PAN010#joint#h1_chr13	7528157	7562157	34000	34000	34000	17	1.000000	homologous_same_chrom
chr13_homolog_run0144	chr13	13438000	13472000	chr13	h1	PAN010#joint#h1_chr13	15585480	15619484	34000	34000	34004	17	0.996588	homologous_same_chrom
chr14_homolog_run0245	chr14	8808000	8842000	chr14	h1	PAN010#joint#h1_chr14	11557460	11591460	34000	34000	34000	17	1.000000	homologous_same_chrom
chr14_homolog_run0259	chr14	8964000	8998000	chr14	h1	PAN010#joint#h1_chr14	11713460	11747460	34000	34000	34000	17	1.000000	homologous_same_chrom
chr15_homolog_run0012	chr15	1042000	1076000	chr15	h1	PAN010#joint#h1_chr15	1122923	1156928	34000	34000	34005	17	0.991074	homologous_same_chrom
chr15_homolog_run0057	chr15	12480000	12514000	chr15	h2	PAN010#joint#h2_chr15	13319372	13353372	34000	34000	34000	17	1.000000	homologous_same_chrom
chr15_homolog_run0061	chr15	12628000	12662000	chr15	h2	PAN010#joint#h2_chr15	13467372	13501372	34000	34000	34000	17	1.000000	homologous_same_chrom
chr15_homolog_run1929	chr15	95794000	95828000	chr15	h2	PAN010#joint#h2_chr15	96565710	96599710	34000	34000	34000	17	1.000000	homologous_same_chrom
chr17_homolog_run0528	chr17	32580000	32614000	chr17	h2	PAN010#joint#h2_chr17	32577563	32611564	34000	34000	34001	17	0.999985	homologous_same_chrom
chr19_homolog_run1081	chr19	46858000	46892000	chr19	h2	PAN010#joint#h2_chr19	48185122	48219128	34000	34000	34006	17	0.998089	homologous_same_chrom
chr20_homolog_run0719	chr20	31892000	31926000	chr20	h1	PAN010#joint#h1_chr20	31836812	31870812	34000	34000	34000	17	1.000000	homologous_same_chrom
chr22_homolog_run0094	chr22	7900000	7934000	chr22	h2	PAN010#joint#h2_chr22	7889106	7923106	34000	34000	34000	17	0.999853	homologous_same_chrom
chr22_homolog_run0161	chr22	18726000	18760000	chr22	h2	PAN010#joint#h2_chr22	18715142	18749142	34000	34000	34000	17	1.000000	homologous_same_chrom
chr22_homolog_run0217	chr22	20942000	20976000	chr22	h2	PAN010#joint#h2_chr22	20931150	20965150	34000	34000	34000	17	1.000000	homologous_same_chrom
chrX_homolog_run3941	chrX	131670000	131704000	chrX	h2	PAN010#joint#h2_chrX	131667123	131701123	34000	34000	34000	17	1.000000	homologous_same_chrom
chr21_homolog_run0766	chr21	43356000	43389351	chr21	h2	PAN010#joint#h2_chr21	44156463	44189817	33351	33351	33354	17	0.999835	homologous_same_chrom
chr1_homolog_run2739	chr1	142240000	142272000	chr1	h2	PAN010#joint#h2_chr1	142494048	142526048	32000	32000	32000	16	1.000000	homologous_same_chrom
chr1_homolog_run4264	chr1	200658000	200690000	chr1	h1	PAN010#joint#h1_chr1	197110685	197142687	32000	32000	32002	16	0.999969	homologous_same_chrom
chr2_homolog_run1818	chr2	87932000	87964000	chr2	h2	PAN010#joint#h2_chr2	87902485	87934485	32000	32000	32000	16	1.000000	homologous_same_chrom
chr3_homolog_run1902	chr3	75524000	75556000	chr3	h1	PAN010#joint#h1_chr3	75523432	75555432	32000	32000	32000	16	1.000000	homologous_same_chrom
chr3_homolog_run3120	chr3	132864000	132896000	chr3	h2	PAN010#joint#h2_chr3	132872393	132904393	32000	32000	32000	16	1.000000	homologous_same_chrom
chr4_homolog_run0168	chr4	8946000	8978000	chr4	h2	PAN010#joint#h2_chr4	8944950	8976950	32000	32000	32000	16	1.000000	homologous_same_chrom
chr4_homolog_run0651	chr4	34226000	34258000	chr4	h2	PAN010#joint#h2_chr4	34235372	34267372	32000	32000	32000	16	1.000000	homologous_same_chrom
chr4_homolog_run0660	chr4	34682000	34714000	chr4	h1	PAN010#joint#h1_chr4	34537002	34569002	32000	32000	32000	16	1.000000	homologous_same_chrom
chr5_homolog_run0121	chr5	7316000	7348000	chr5	h2	PAN010#joint#h2_chr5	7313891	7345891	32000	32000	32000	16	1.000000	homologous_same_chrom
chr7_homolog_run1917	chr7	77386000	77418000	chr7	h2	PAN010#joint#h2_chr7	78323878	78355878	32000	32000	32000	16	1.000000	homologous_same_chrom
chr7_homolog_run2550	chr7	98436000	98468000	chr7	h1	PAN010#joint#h1_chr7	98441165	98473167	32000	32000	32002	16	0.999969	homologous_same_chrom
chr7_homolog_run3402	chr7	129158000	129190000	chr7	h1	PAN010#joint#h1_chr7	129163323	129195323	32000	32000	32000	16	0.999969	homologous_same_chrom
chr9_homolog_run1099	chr9	49004000	49036000	chr9	h1	PAN010#joint#h1_chr9	49117008	49149008	32000	32000	32000	16	1.000000	homologous_same_chrom
chr9_homolog_run1854	chr9	82648000	82680000	chr9	h2	PAN010#joint#h2_chr9	90549370	90581370	32000	32000	32000	16	1.000000	homologous_same_chrom
chr11_homolog_run1580	chr11	62938000	62970000	chr11	h2	PAN010#joint#h2_chr11	62828794	62860794	32000	32000	32000	16	1.000000	homologous_same_chrom
chr11_homolog_run1677	chr11	67736000	67768000	chr11	h2	PAN010#joint#h2_chr11	67626830	67658830	32000	32000	32000	16	1.000000	homologous_same_chrom
chr11_homolog_run1885	chr11	80412000	80444000	chr11	h2	PAN010#joint#h2_chr11	80302918	80334918	32000	32000	32000	16	1.000000	homologous_same_chrom
chr12_homolog_run0185	chr12	8176000	8208000	chr12	h2	PAN010#joint#h2_chr12	8183394	8215394	32000	32000	32000	16	1.000000	homologous_same_chrom
chr12_homolog_run1663	chr12	65108000	65140000	chr12	h1	PAN010#joint#h1_chr12	63819822	63851822	32000	32000	32000	16	1.000000	homologous_same_chrom
chr14_homolog_run0015	chr14	2414000	2446000	chr14	h2	PAN010#joint#h2_chr14	2417846	2449846	32000	32000	32000	16	1.000000	homologous_same_chrom
chr14_homolog_run0165	chr14	6480000	6512000	chr14	h1	PAN010#joint#h1_chr14	9229454	9261454	32000	32000	32000	16	1.000000	homologous_same_chrom
chr15_homolog_run0287	chr15	26100000	26132000	chr15	h1	PAN010#joint#h1_chr15	28179117	28211117	32000	32000	32000	16	1.000000	homologous_same_chrom
chr17_homolog_run0417	chr17	22814000	22846000	chr17	h2	PAN010#joint#h2_chr17	22811537	22843537	32000	32000	32000	16	1.000000	homologous_same_chrom
chr21_homolog_run0040	chr21	6916000	6948000	chr21	h1	PAN010#joint#h1_chr21	6916961	6948961	32000	32000	32000	16	1.000000	homologous_same_chrom
chr21_homolog_run0093	chr21	8738000	8770000	chr21	h1	PAN010#joint#h1_chr21	8738962	8770962	32000	32000	32000	16	1.000000	homologous_same_chrom
chr21_homolog_run0164	chr21	10520000	10552000	chr21	h1	PAN010#joint#h1_chr21	10520972	10552972	32000	32000	32000	16	1.000000	homologous_same_chrom
chr22_homolog_run0074	chr22	5464000	5496000	chr22	h2	PAN010#joint#h2_chr22	5453103	5485103	32000	32000	32000	16	1.000000	homologous_same_chrom
chrX_homolog_run2096	chrX	74286000	74318000	chrX	h2	PAN010#joint#h2_chrX	74283411	74315411	32000	32000	32000	16	1.000000	homologous_same_chrom
chrX_homolog_run4562	chrX	153674000	153706000	chrX	h2	PAN010#joint#h2_chrX	153671220	153703220	32000	32000	32000	16	0.999844	homologous_same_chrom
chr1_homolog_run1765	chr1	83542000	83572000	chr1	h1	PAN010#joint#h1_chr1	83535522	83565522	30000	30000	30000	15	1.000000	homologous_same_chrom
chr1_homolog_run2855	chr1	147652000	147682000	chr1	h2	PAN010#joint#h2_chr1	147906087	147936087	30000	30000	30000	15	1.000000	homologous_same_chrom
chr2_homolog_run2697	chr2	113858000	113888000	chr2	h2	PAN010#joint#h2_chr2	113270312	113300312	30000	30000	30000	15	1.000000	homologous_same_chrom
chr2_homolog_run3093	chr2	130218000	130248000	chr2	h1	PAN010#joint#h1_chr2	130280558	130310558	30000	30000	30000	15	1.000000	homologous_same_chrom
chr2_homolog_run3175	chr2	131550000	131580000	chr2	h1	PAN010#joint#h1_chr2	131612561	131642561	30000	30000	30000	15	1.000000	homologous_same_chrom
chr2_homolog_run3208	chr2	132006000	132036000	chr2	h1	PAN010#joint#h1_chr2	132068561	132098561	30000	30000	30000	15	1.000000	homologous_same_chrom
