	chr1_MATERNAL_p	chr1_MATERNAL_q	chr1_PATERNAL_q	chr1_PATERNAL_p	chr2_MATERNAL_q	chr2_PATERNAL_q	chr3_MATERNAL_q	chr3_PATERNAL_q	chr4_MATERNAL_p	chr4_MATERNAL_q	chr4_PATERNAL_q	chr4_PATERNAL_p	chr5_MATERNAL_q	chr5_PATERNAL_q	chr6_MATERNAL_p	chr6_MATERNAL_q	chr6_PATERNAL_q	chr6_PATERNAL_p	chr7_MATERNAL_q	chr7_MATERNAL_p	chr7_PATERNAL_q	chr7_PATERNAL_p	chr8_MATERNAL_p	chr8_PATERNAL_p	chr9_MATERNAL_q	chr9_MATERNAL_p	chr9_PATERNAL_q	chr9_PATERNAL_p	chr10_MATERNAL_q	chr10_MATERNAL_p	chr10_PATERNAL_q	chr10_PATERNAL_p	chr11_MATERNAL_p	chr11_PATERNAL_p	chr12_MATERNAL_q	chr12_MATERNAL_p	chr12_PATERNAL_q	chr12_PATERNAL_p	chr13_MATERNAL_q	chr13_MATERNAL_p	chr13_PATERNAL_q	chr13_PATERNAL_p	chr14_MATERNAL_p	chr14_PATERNAL_p	chr15_MATERNAL_q	chr15_MATERNAL_p	chr15_PATERNAL_p	chr15_PATERNAL_q	chr16_MATERNAL_p	chr16_MATERNAL_q	chr16_PATERNAL_p	chr16_PATERNAL_q	chr17_MATERNAL_p	chr17_MATERNAL_q	chr17_PATERNAL_p	chr17_PATERNAL_q	chr18_MATERNAL_p	chr18_PATERNAL_p	chr19_MATERNAL_p	chr19_MATERNAL_q	chr19_PATERNAL_p	chr19_PATERNAL_q	chr20_MATERNAL_p	chr20_PATERNAL_p	chr20_PATERNAL_q	chr21_MATERNAL_p	chr21_MATERNAL_q	chr21_PATERNAL_q	chr21_PATERNAL_p	chr22_MATERNAL_p	chr22_MATERNAL_q	chr22_PATERNAL_q	chr22_PATERNAL_p	chrX_MATERNAL_q	chrX_MATERNAL_p	chrY_PATERNAL_p	chrY_PATERNAL_q
chr8_PATERNAL_p	0.013867383896090558	0.0	0.0	0.02276275679272393	0.0027999746672022784	0.0	0.007009957138430556	0.006734065887021528	0.001080754064435047	0.0	0.0016266478965469358	0.0	0.007361868977924215	0.017645397586011004	0.018005660768989573	0.006287321722720527	0.01674760760743352	0.004218375576046946	0.0	0.00024305782930147837	0.0	0.0007891684069370256	0.025038929947219134	0.0	0.0043812080611580866	0.00045863901217350385	0.008422225136270181	0.00023607137326577563	0.0	0.0	0.0034543702707619784	0.0025880332769609555	0.009190495570597985	0.0038300272002112818	0.002891981513721235	0.0	0.0	0.0	0.0	0.0015168173008962647	0.0	0.0	0.007558767633306682	0.0	0.0	0.0	0.0021223686856066035	0.00692318449262863	0.00019168190157338992	0.0	0.002265766186488172	0.0	0.0	0.005954525499994328	0.0	0.0049142070141924505	0.0077744719858275505	0.0012770782391280386	0.0007329381362166865	0.0003082112749132616	0.0009080670666780415	0.0	0.002324030258784595	0.0	0.0003600673226119636	5.9677459151111796e-05	0.0	0.0	0.0	0.0008895189802849391	0.0	0.0	0.002630350992040879	0.0	0.00027574876098958545	0.0010200578737788134	0.0
chr9_MATERNAL_q	0.02187655723826289	0.0	0.0	0.017178160134937757	0.005418872780218839	0.0023634887814540017	0.019033349973980446	0.02758801215502392	0.0	0.0	0.0	0.0	0.00364780447298945	0.01319024697824854	0.01131868823584787	0.0020634271639646084	0.0033668459118740813	0.002469620820907549	0.0	0.022296913014006815	0.0	0.00411561605913219	0.002674078163414609	0.0043812080611580866	0.0	0.0	0.05046874827542806	0.0	0.0	0.0	0.0	0.0	0.012304903431878162	0.013263714599451987	0.0	0.0025902720493693864	0.0	0.00309517625061757	0.0	0.0	0.0	0.0	0.0	0.0	0.0013446173714881523	0.0	0.0	0.0034607309441343687	0.005578684937411402	0.014961234904692184	0.02167916896060701	0.02000329358763172	0.002605026808120077	0.0034011908557941392	0.0008077073341515913	0.0008045574549654512	0.0006498066860591861	0.0	0.00915451847381797	0.0	0.0124932216212605	0.0	0.004664084796352691	0.0018911774242878743	0.02157272842532829	0.0	0.0033913769438295503	0.0	5.7829854775156815e-05	0.0	0.0002467160826191337	0.002047589299192973	0.0	0.0	0.0004970893647910365	0.00022800016842773293	0.0
chr9_MATERNAL_p	0.0	0.0	0.002347665212206017	0.0	0.0016007280820501443	0.0	0.0019578925768799914	0.000598813942341703	0.0	0.0	0.0002895916984682092	0.0	0.0	0.0	0.016730137936983174	0.0	0.0	0.0010473077743761792	0.0	0.0004632124212039214	0.0	0.0008430771759329859	0.0006396904629372247	0.00045863901217350385	0.0	0.0	0.0013392890005219454	0.023223380597295982	0.0	0.0	0.0	0.0	0.0	0.002014311023475216	0.0	0.0010190155002139524	0.0	0.0010361390608021356	0.0	4.2283205649659975e-05	0.0	0.0	0.0007486354685233131	0.0	0.011593348629522394	4.427852387196857e-05	0.0	0.002713005948171689	0.0004040852056836383	0.0	0.0011286137115939336	0.012169386032141334	0.0	0.0	0.0005269407596776027	0.0	0.0	0.0	0.006744631986959473	0.0	0.00410899726871752	0.0	0.0	0.0	0.004498830297546433	9.336175876090583e-05	0.0	0.0	0.00016187699391981248	0.0	0.0	0.0	0.0	0.0	0.00023042403764332155	0.0	0.0
chr9_PATERNAL_q	0.023801798643179824	0.00010267688508313492	0.00028097071716136384	0.0022340589266370585	0.0015520308296981503	0.0018579213214854652	0.025555606254615896	0.01463590261602637	0.0	0.0	0.0023608864823990777	0.00224074053062979	0.001532462750770571	0.001927987265324792	0.0008705044956653959	0.0	0.0	0.0	0.0	0.007748800610802078	0.0	0.002513355510466514	0.005977639422086682	0.008422225136270181	0.05046874827542806	0.0013392890005219454	0.0	0.0	0.0	0.0016476116753444388	0.0017767962435197482	0.003768485908298432	0.010083227330696292	0.005219476438003161	0.0	0.0009222120694991176	0.0	0.0	0.0	0.00011023838766787645	0.0	0.0	0.0036346319376094017	0.0006295795215872882	0.0	0.0005956234940548209	0.0	0.0027345941976217613	0.002726820224793345	0.014037890271444527	0.014523868401611326	0.0032398076512553057	0.0	0.0	0.002502874574870375	0.0	0.0	0.003297232635121925	0.0049488362244058445	0.0	0.013965205871428295	0.0	0.014124359680713535	0.006408180483407479	0.00458878961857319	0.0001773005333796714	0.00044131171124342034	0.0013027702783538551	0.0	0.0	0.0	0.0001427000406207427	0.0	0.0	0.00034290712496723403	0.00042869456663875596	0.0
chr9_PATERNAL_p	0.0	0.0	0.0005881519000342206	0.0	0.0011113885062095604	0.0	0.0009353558765877371	0.00032874388406351645	0.0	0.0	0.0029959977611740294	0.0	0.0009000151092528543	0.00026034904646781576	0.008638997678507395	0.0	0.0	0.003189561579016877	0.0	0.00036037362774797154	0.0	0.0005067713124667913	0.0004950649414628003	0.00023607137326577563	0.0	0.023223380597295982	0.0	0.0	0.0	0.0	0.0	0.0	0.0016363319853352311	0.0	0.003595928970981554	0.006899784542403015	0.0	0.004685306940426621	0.0	0.0003301405414626837	0.0	0.0	0.00012445615572967476	5.7066896866886935e-05	0.020499209465377255	3.5964329897173276e-05	0.0	0.004154803601636862	0.000332197773015911	0.00018579255562090427	0.0	0.0012195005454509816	0.0	0.0	0.0	0.0	0.0003049433830499652	0.0007617547438137724	0.0010382980986614536	0.0	0.0	0.0	0.001339038269653612	0.0028559309263271396	0.0	0.0004676068347164203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017723436964256205	0.00010888924366622532	0.0006131738879201775	0.0003992618689365645
chr10_MATERNAL_q	0.0	0.0	0.002439005441823425	0.0027354986035350495	0.001943919561078459	0.0	0.0038667923833085077	0.0011838776067652878	0.0	0.01778464593911279	0.04897402267615064	0.0	0.0018547019961780372	0.0	0.0	0.0	0.008447031745876346	0.0	0.0	0.0	0.0	0.003145028066871831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10971538305235852	0.0	0.0	0.0	0.0	0.0	0.0	0.0006622542514045896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008323151669710283	0.0	0.0	0.0032634525328229737	0.004233441966202916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001276955924016507	0.004577466893407668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10_MATERNAL_p	0.0	0.018516477014034922	0.0	0.0	0.0	0.0	0.001209318366172312	0.0033839707476444004	0.0	0.012618530091064032	0.0	0.0	0.0	0.0	0.008120551606428725	0.0	0.0	0.0	0.0	0.000667664264948275	0.0	0.0	0.0	0.0	0.0	0.0	0.0016476116753444388	0.0	0.0	0.0	0.0	0.14403728483215789	0.0	0.010802942614538515	0.0	0.0	0.0	0.0	0.0	0.0	0.027448313411904447	0.0	0.0	0.0	0.0	0.003021063762301127	0.0	0.0009549828305426112	0.0023030244292928308	0.0	0.0	0.0	0.014183786371852086	0.0	0.003954652124908576	0.0	0.0035835692181822856	0.0	0.01087636674113667	0.0	0.0	0.0	0.0	0.0	0.0	0.000953576785529965	0.02979975806554635	0.0	0.001232332516699276	0.0	0.0	0.0	0.0	0.0	0.004656082145017403	0.0	0.0
chr10_PATERNAL_q	0.0	0.0	0.0	0.005791454476012054	0.006800070238895035	0.025667285858059066	0.014276972100785882	0.00015381842120898965	0.0	0.002950199557100173	0.0677710126052756	0.0	0.00035070507653798367	0.010952733009664062	0.0	0.0	0.0016043367641927718	0.0	0.0	0.004968276988418928	0.0	0.00342926373679292	0.0	0.0034543702707619784	0.0	0.0	0.0017767962435197482	0.0	0.10971538305235852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005879375381629613	0.0	0.0	0.007885346422282141	0.0	0.0	0.0	0.0	0.01498390156755303	0.0	0.0	0.0019464489271954675	0.007063032408333577	0.01229405087849454	0.004170485017298153	0.0	0.0	0.0008805556223195838	0.0	0.0	0.0009006670132806452	0.005789286423540805	0.0	0.004405134915454224	0.0	0.0	0.0	0.0	0.0	0.0	0.011183422917782918	0.0	0.0	0.0	0.0	0.0	0.0	0.0005463055985561685	0.0005381454475332446	0.0	0.00045699239788525353
chr10_PATERNAL_p	0.0	0.0	0.0034724271016421363	0.00471157134555132	0.0	0.0	0.013024095973034253	0.0	0.0	0.0	0.025809728369628405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002036815507021958	0.036407056433961214	0.0	0.0	0.0025880332769609555	0.0	0.0	0.003768485908298432	0.0	0.0	0.14403728483215789	0.0	0.0	0.01301757742503893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004611160246819203	0.0	0.002012896106935772	0.0019814004442020804	0.000812711985668198	0.0	0.0	0.0	0.0034564565469928817	0.0	0.0031321215860610424	0.002867814056608075	0.0	0.0	0.03701659435886777	0.0	0.009765781327381167	0.0	0.0	0.0	0.01302283558845809	0.0	0.0010770868488251414	0.0	0.0	0.0	0.0	0.0	0.004636524569838572	0.0	0.0032706529236671603
chr11_MATERNAL_p	0.03251888580327608	0.0	0.0	0.013875364645600978	0.0	0.0	0.02455933934568529	0.020313260870337742	0.0	0.0	0.0	0.0	0.027470075179229347	0.03750675125926076	0.0	0.02488068873792271	0.04106137687814598	0.010271945760508331	0.0	0.016185853058910276	0.0	0.0036648428239675315	0.0069375096020699014	0.009190495570597985	0.012304903431878162	0.0	0.010083227330696292	0.0016363319853352311	0.0	0.0	0.0	0.01301757742503893	0.0	0.1686187446533018	0.0	0.004566482032390912	0.0	0.014355648748241035	0.0	0.0	0.016969639640081007	0.0	0.0	0.0	0.05534719131144873	0.0	0.0	0.014346038346949929	0.0015893405815325212	0.022490318138169846	0.005440211387854512	0.004872031837608259	0.003686972323831786	0.0	0.010548075929640896	0.0	0.0	0.0	0.017198243574990703	0.0	0.006036101519311393	0.0	0.0	0.0	0.0	0.0	0.003999246939526493	0.0	0.0	0.0	0.0	0.009484029562261576	0.0	0.0	0.0	0.0014732630064782314	0.0
chr11_PATERNAL_p	0.01059120995226936	0.0	0.0	0.0038990783950714034	0.0009092415449390812	0.0	0.03335577068260442	0.01957612538027613	0.0	0.0	0.0	0.0	0.009895048978535095	0.010139603293709035	0.0	0.009961237154776875	0.010521536565030229	0.016039056149232563	0.0	0.0063589194567814835	0.0	0.003858670490621255	0.005467189195241469	0.0038300272002112818	0.013263714599451987	0.002014311023475216	0.005219476438003161	0.0	0.0	0.010802942614538515	0.0	0.0	0.1686187446533018	0.0	0.0	0.010953179065426588	0.0	0.0	0.0	0.0031296089442037585	0.0	0.0	0.0	0.0	0.03228529918587133	0.0014195384243559654	0.0	0.01912936143146479	0.00034632848372069086	0.012929858813934183	0.007706389784405939	0.0	0.02610114820849386	0.0	0.0006962104956818027	0.0	0.0	0.0	0.011348496909903541	0.0	0.029513277666280105	0.0	0.006658287780147311	0.0	0.011544563438336005	0.0	0.0014877977177653052	0.0	0.0	0.0	0.004113028024717033	0.0006112054878796531	0.0	0.0	0.0	0.0	0.0
chr12_MATERNAL_q	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006591855565845382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002891981513721235	0.0	0.0	0.0	0.003595928970981554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08084389892750346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007863582708819119	0.020834123642999195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004012032646571883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006217138230197598	0.0	0.0	0.0
chr12_MATERNAL_p	0.002470135060736552	0.0	0.0	0.004692360210120677	0.0	0.0005310708678444045	0.019127339749602356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027466714714227043	0.0	0.0	0.0	0.0003972748489861725	0.0003663981235979393	0.0	0.0025902720493693864	0.0010190155002139524	0.0009222120694991176	0.006899784542403015	0.0	0.0	0.0	0.0	0.004566482032390912	0.010953179065426588	0.0	0.0	0.0	0.07246334980974031	0.0	0.0	0.0	0.0	0.0	0.0	0.000526970007261267	0.0	0.0010761520884496572	0.0011908184188952216	0.010225374174582542	0.0014332871424310323	0.0011566218092656712	0.004122193799975506	0.0	0.0	0.0	0.0	0.0	0.0	0.009669996530203048	0.0	0.0006902072510974802	0.0	0.002324769328689641	0.0	0.013810743594709749	0.0	0.0	0.0	0.0002602408912781563	0.0	0.0	0.0	0.0	0.00020272694919392588	0.0	0.0	0.0017604187633226086
chr12_PATERNAL_q	0.0	0.0	0.0	0.0	0.0	0.0	0.025689477270885056	0.0	0.0	0.0	0.000644887025971744	0.0	0.0	0.004182228307161422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005879375381629613	0.0	0.0	0.0	0.08084389892750346	0.0	0.0	0.0	0.0	0.005268742595767864	0.0	0.0	0.0	0.002130905006631505	0.0	0.0	0.0	0.0	0.02610851889872157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12_PATERNAL_p	0.0030845882291654454	0.0	0.012996812899772149	0.004393238834745932	0.013316655832160665	0.0	0.009806117017810154	0.001953243059513724	0.0	0.00024104119015799362	0.0015574919694423418	0.0	0.00530708878842331	0.0	0.007253864098797178	0.0	0.0	0.0013246521700948908	0.0	0.002362099497723658	0.0	0.0	0.00031071238846422996	0.0	0.00309517625061757	0.0010361390608021356	0.0	0.004685306940426621	0.0006622542514045896	0.0	0.0	0.0	0.014355648748241035	0.0	0.0	0.07246334980974031	0.0	0.0	0.00188794007708602	0.0	0.0	0.0	0.0	0.0	0.0005082893756725735	0.0007452835100761224	0.003960097195081175	0.0	0.0019616950130532246	0.021441810473791047	0.0010344516476063922	0.01592186758777067	0.0	0.0009280830478210238	0.0	0.0	0.0	0.0	0.008993831539662565	0.0	0.0	0.0	0.007456383067072	0.0	0.0015497724513218662	0.0	0.0	0.0	0.0007239502943441128	0.0	0.0	0.0034873047694901206	0.0	0.0007463330291762114	0.0	0.0	0.0033303754612778375
chr13_MATERNAL_q	0.0	0.006495879110228145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188794007708602	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025799705798140588	0.0	0.0031897302178691	0.007881537744446136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008492653232290676	0.0	0.0	0.0	0.01629225584357893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13_MATERNAL_p	0.0009956201229636636	0.0	0.0	0.0014227598579689886	0.0	0.0	0.0	0.0	0.0005791280421878002	0.0006370756623348031	0.00408695039953036	0.004528918053424109	0.0013004359640811996	0.0007684685168776708	0.00044088452746956656	0.0	0.0030994629061591636	0.0	0.0	0.00011961054005969964	0.0028591601472900815	0.0005120780023219739	0.0011718303998476914	0.0015168173008962647	0.0	4.2283205649659975e-05	0.00011023838766787645	0.0003301405414626837	0.0	0.0	0.007885346422282141	0.0	0.0	0.0031296089442037585	0.0	0.0	0.005268742595767864	0.0	0.0	0.0	0.0	0.039563239892423774	0.050666185931229825	0.05823860615927292	0.0	0.012392078591101634	0.0585225433913088	0.0010216521884355214	0.00023996917689032179	5.89756200976529e-05	5.1692772363878596e-05	0.0	0.0	5.095615488931698e-05	0.0002207052781903329	0.0	0.00027005589178676856	0.0029876673384674353	0.006464082330479776	0.0	0.0	9.290252336016547e-05	0.0	0.0	0.0	0.0011718066545830046	0.0004941554215500525	0.0013449304681546017	0.003304125974557365	0.01466764805049821	0.0	0.00020583300804055384	0.05803397064727108	0.0006862184479765362	0.0014393019695788543	0.0030560462155810333	0.0005732411069229751
chr13_PATERNAL_q	0.0	0.0	0.012743544266817326	0.0	0.0	0.0	0.0	0.0	0.02194492178754041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027448313411904447	0.0	0.0	0.016969639640081007	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0010054934603660585	0.0010833597852147332	0.0	0.0	0.0	0.0	0.005673684964980761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025327077477080816	0.0	0.0	0.0	0.0	0.0	0.0	0.12095522228848014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019977389750767856	0.0
chr13_PATERNAL_p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02425075722503269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039563239892423774	0.0	0.0	0.003116602401987247	0.0965491850107382	0.0	0.08291242706188608	0.014110034449813161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031542015469442513	0.0	0.0	0.0	0.0	0.005479158637120563	0.10711123936158676	0.0	0.0	0.18614968844991087	0.0	0.010159356401550242	0.0005015320782031566	0.0
chr14_MATERNAL_p	0.0	0.0	0.000648628221969594	0.0	0.0	0.0	0.0	0.0002797790019842552	0.0014115839429888893	0.0007372724314767706	0.00016945764044096843	0.0	0.0	0.0008909631017331676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007355166057713586	0.0004071459243427813	0.007558767633306682	0.0	0.0007486354685233131	0.0036346319376094017	0.00012445615572967476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050666185931229825	0.0010054934603660585	0.003116602401987247	0.0	0.028722163179435285	0.0	0.006908210532202238	0.3378080927560848	0.00018311951191069318	0.0	0.0	0.0005296830834191128	0.0	0.0	0.0	0.0	0.0	0.0005943622116040487	0.000768995215592947	0.0	0.0	0.0	0.00041983190917838233	0.0	0.0	0.0	0.0	0.0	0.0	0.002575731321534822	0.01549078658669852	0.0	0.0002602087155065581	0.026668727027533517	0.0	0.0013574425254791614	0.004395693496460384	0.0
chr14_PATERNAL_p	0.0	0.0	0.0007884106613890409	0.0	0.0	0.0	0.0008964969594066774	0.000518305308515209	0.0	0.0	0.001146577465421438	0.001739252485577191	0.0	0.0	0.0	0.0018726025548264891	0.0	0.0	0.0	0.0	0.00045701308648213074	0.0005866139592611276	0.0003501288672817574	0.0	0.0	0.0	0.0006295795215872882	5.7066896866886935e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002130905006631505	0.0	0.0	0.05823860615927292	0.0010833597852147332	0.0965491850107382	0.028722163179435285	0.0	0.0	0.0342597523177953	0.05733333207560177	0.00015611002258796735	5.0138994606141614e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004966902453292009	0.00011006275717470463	0.0007758293474768685	0.0	0.0002467181070558645	8.993084700306834e-05	0.0	0.0	7.51984598030875e-05	0.003174196708216033	0.00033195945965814987	0.00026048747413878076	0.0019289604380587743	0.04853249013130359	0.0	0.006158094790888137	0.05255551892442445	0.0	0.00012687302781344637	0.0016965198304989904	0.0006572895715897227
chr15_MATERNAL_q	0.001498307521484894	0.0008759544767418978	0.0	0.001764589676062935	0.0	0.002912644826153008	0.025703647672538035	0.0017669385516388546	0.0	0.000174399578773083	0.0	0.0	0.002961149001113976	0.0006037231971177822	0.0	0.03116387070213752	0.0012953556240205579	0.0015931771874011854	0.0	0.002691667264964896	0.0	0.003372085249013591	0.0001429899399883403	0.0	0.0013446173714881523	0.011593348629522394	0.0	0.020499209465377255	0.0	0.0	0.01498390156755303	0.0	0.05534719131144873	0.03228529918587133	0.0	0.000526970007261267	0.0	0.0005082893756725735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03460229717679458	0.0036829064184644776	0.002095616348291266	0.000372149383629594	0.0009864457619132361	0.0005668385229714727	0.00021021947788192426	0.0	0.001128609374879507	0.0020433728634421827	0.003801320037437228	0.01279541354635981	0.0	0.048059068600728255	0.0	0.0	0.0	0.001785731415739507	0.0004493312505175868	0.0	0.0	0.00013008713191250924	0.0012553910502498802	0.0	0.0	0.0	0.0	4.7872420785823196e-05	0.0004961178906617374	0.00020375049932074574
chr15_MATERNAL_p	0.0	0.0	0.0	0.0	0.0002183212346709149	0.0	0.0	0.0005951540743727144	0.0	0.0	0.001274428908188983	0.0	0.0	0.0	0.001627086169557404	0.0	0.0	0.0	0.0	0.0	0.0005537383197714771	0.000116772050803028	6.736993053082112e-05	0.0	0.0	4.427852387196857e-05	0.0005956234940548209	3.5964329897173276e-05	0.0	0.003021063762301127	0.0	0.0	0.0	0.0014195384243559654	0.0	0.0	0.0	0.0007452835100761224	0.0	0.012392078591101634	0.0	0.08291242706188608	0.006908210532202238	0.0342597523177953	0.0	0.0	0.010854342866490941	0.00014642326638203879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033906769439329723	0.004606026963610445	0.0	0.0	0.0	9.001353405457481e-05	0.0	0.0	0.0	0.0018717808217944161	0.0	0.0	0.0008306469463288082	0.0630196219360306	0.0022710701483126504	0.003058254083025322	0.06154536865524205	0.0005038528417495012	0.00020863644572961777	0.0007754043276441818	0.0009104964243361889
chr15_PATERNAL_p	0.0	0.000474840536096973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1648731064315487e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003371837505271013	0.0	0.0	0.0	0.0021223686856066035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004611160246819203	0.0	0.0	0.0	0.0010761520884496572	0.0	0.003960097195081175	0.0	0.0585225433913088	0.0	0.014110034449813161	0.3378080927560848	0.05733333207560177	0.0	0.010854342866490941	0.0	0.0	0.0005180009583382403	0.0	0.0001499950395428129	0.0	0.0	0.0	0.0	0.0	0.0	0.0012922776169516958	0.0	0.0	0.005133634521731754	0.0	0.0	0.0	0.0	0.00033780669014693814	0.0009587779843716185	0.0009907498037926064	0.00218659218519763	0.03536865436790615	0.0	0.0	0.013901993192911693	0.00015927457178670752	0.0009311208006440011	0.0	0.0001116730131012389
chr15_PATERNAL_q	0.0021024595524176304	0.00031037737367080196	0.001515061168294116	0.0007195680594377475	0.0	0.0012128938043496824	0.005806756621252061	0.0015649162091068433	0.0	0.0013426274170766559	0.0018406666874800045	0.003450161161151539	0.0	0.0	0.009809005543502017	0.003965816244034342	0.0037090050653969353	0.0	0.001197625275664872	0.00015720842309177737	0.0014518869568646345	0.0	0.0007703456752644936	0.00692318449262863	0.0034607309441343687	0.002713005948171689	0.0027345941976217613	0.004154803601636862	0.0008323151669710283	0.0009549828305426112	0.0019464489271954675	0.0	0.014346038346949929	0.01912936143146479	0.007863582708819119	0.0011908184188952216	0.0	0.0	0.0	0.0010216521884355214	0.0	0.0	0.00018311951191069318	0.00015611002258796735	0.03460229717679458	0.00014642326638203879	0.0	0.0	0.0002240351888509697	0.00013353848414501924	0.0005729172299042072	0.00047522670001155266	0.0005674562095754463	0.00014057168494298068	0.0	0.0	0.002419782923622151	0.0002836809448947065	0.0016781178006928916	0.0	0.017390000674894008	0.0	0.0022406465627017643	0.0	0.0012463093526992235	0.00028754499491564904	0.0	0.0	0.0006948649803234375	0.0	0.0	0.0002562420703274163	0.004740326763933431	0.0	0.0014639111563024918	0.0004577292828028472	0.0032306861220021575
chr16_MATERNAL_p	0.0005416102230561765	0.0	0.006095664879818513	0.0014571334007863882	0.00201663188208588	0.0014604247423237499	0.0014261784468962045	0.00040218668565575804	0.005401954296003627	0.0015790918731143399	0.0	0.004421141848095783	0.0008143180479557024	0.0024607728453779733	0.0	0.004363338626951362	0.0021620624830126756	0.0	0.0	0.0061351604494049175	0.0	0.0026057262406916303	0.0	0.00019168190157338992	0.005578684937411402	0.0004040852056836383	0.002726820224793345	0.000332197773015911	0.0	0.0023030244292928308	0.007063032408333577	0.002012896106935772	0.0015893405815325212	0.00034632848372069086	0.020834123642999195	0.010225374174582542	0.02610851889872157	0.0019616950130532246	0.0025799705798140588	0.00023996917689032179	0.005673684964980761	0.0	0.0	5.0138994606141614e-05	0.0036829064184644776	0.0	0.0005180009583382403	0.0002240351888509697	0.0	0.0	0.005447772683017058	0.008706142240197327	0.0010853482877415247	0.006736484003227515	0.000587537644413508	0.008084727848808367	0.0007245934196688863	0.0	0.0	0.001186069420063554	0.00228968699725086	0.0	0.0006077738953071953	0.0031262959450849936	0.05314967208476166	0.00026542106248469494	0.003823517596505185	0.0023798902262617268	0.00012099601619566405	0.0	0.006282714169869605	0.0006696037834109309	0.0	0.002106001714615394	0.0004191161219248785	0.0007436734741958219	0.012295097877711037
