run_id	query_chrom	query_start	query_end	target_chrom	donor_haplotype	donor_seq	donor_start	donor_end	bp	windows	mean_identity	category
chr6_homolog_run3793	chr6	171892000	171972000	chr6	h1	PAN011#joint#h1_chr6	171314798	171394802	80000	40	0.999975	homologous_same_chrom
chr21_homolog_run0121	chr21	6196000	6276000	chr21	h2	PAN011#joint#h2_chr21	7157477	7237425	80000	40	0.996060	homologous_same_chrom
chr1_homolog_run2992	chr1	121414000	121492000	chr1	h1	PAN011#joint#h1_chr1	121798926	121876948	78000	39	0.999245	homologous_same_chrom
chr7_homolog_run2116	chr7	105184000	105262000	chr7	h2	PAN011#joint#h2_chr7	105432698	105510699	78000	39	0.999994	homologous_same_chrom
chr9_homolog_run1214	chr9	62962000	63040000	chr9	h1	PAN011#joint#h1_chr9	62913794	62991794	78000	39	1.000000	homologous_same_chrom
chr16_homolog_run0568	chr16	34406000	34484000	chr16	h2	PAN011#joint#h2_chr16	34405297	34483298	78000	39	0.999994	homologous_same_chrom
chr22_homolog_run0232	chr22	22760000	22838000	chr22	h2	PAN011#joint#h2_chr22	23570814	23648817	78000	39	0.999981	homologous_same_chrom
chr1_homolog_run3013	chr1	129634000	129710000	chr1	h1	PAN011#joint#h1_chr1	128564551	128640550	76000	38	0.997257	homologous_same_chrom
chr4_homolog_run4480	chr4	189898000	189974000	chr4	h2	PAN011#joint#h2_chr4	191037524	191113523	76000	38	0.999993	homologous_same_chrom
chr13_homolog_run0122	chr13	6782000	6858000	chr13	h1	PAN011#joint#h1_chr13	7972600	8048672	76000	38	0.997110	homologous_same_chrom
chr13_homolog_run0130	chr13	7130000	7206000	chr13	h1	PAN011#joint#h1_chr13	8315879	8391951	76000	38	0.996032	homologous_same_chrom
chr13_homolog_run0135	chr13	7358000	7434000	chr13	h1	PAN011#joint#h1_chr13	8542600	8618602	76000	38	0.997444	homologous_same_chrom
chr14_homolog_run0080	chr14	9368000	9444000	chr14	h1	PAN011#joint#h1_chr14	9282115	9358115	76000	38	1.000000	homologous_same_chrom
chr20_homolog_run0738	chr20	31422000	31498000	chr20	h1	PAN011#joint#h1_chr20	31412930	31488932	76000	38	0.999987	homologous_same_chrom
chr11_homolog_run1171	chr11	50194000	50268000	chr11	h2	PAN011#joint#h2_chr11	50153368	50227369	74000	37	0.999980	homologous_same_chrom
chr13_homolog_run0189	chr13	11312000	11386000	chr13	h2	PAN011#joint#h2_chr13	11812712	11886713	74000	37	0.999993	homologous_same_chrom
chr14_homolog_run0075	chr14	8658000	8732000	chr14	h1	PAN011#joint#h1_chr14	8572223	8646114	74000	37	0.991202	homologous_same_chrom
chr14_homolog_run0081	chr14	9448000	9522000	chr14	h1	PAN011#joint#h1_chr14	9362115	9436115	74000	37	1.000000	homologous_same_chrom
chr14_homolog_run0129	chr14	14992000	15066000	chr14	h1	PAN011#joint#h1_chr14	14910232	14984234	74000	37	0.999986	homologous_same_chrom
chr14_homolog_run2313	chr14	102180000	102254000	chr14	h1	PAN011#joint#h1_chr14	102069278	102143278	74000	37	1.000000	homologous_same_chrom
chr15_homolog_run0048	chr15	11482000	11556000	chr15	h2	PAN011#joint#h2_chr15	11475335	11549335	74000	37	1.000000	homologous_same_chrom
chr20_homolog_run1122	chr20	52422000	52496000	chr20	h1	PAN011#joint#h1_chr20	52413249	52487249	74000	37	1.000000	homologous_same_chrom
chr21_homolog_run0004	chr21	238000	312000	chr21	h1	PAN011#joint#h1_chr21	239798	313798	74000	37	1.000000	homologous_same_chrom
chr22_homolog_run0059	chr22	5900000	5974000	chr22	h2	PAN011#joint#h2_chr22	6706434	6780434	74000	37	1.000000	homologous_same_chrom
chr22_homolog_run0616	chr22	48306000	48380000	chr22	h2	PAN011#joint#h2_chr22	49117216	49191171	74000	37	0.999339	homologous_same_chrom
chr11_homolog_run1509	chr11	67368000	67440000	chr11	h2	PAN011#joint#h2_chr11	67325825	67397826	72000	36	0.999993	homologous_same_chrom
chr13_homolog_run0133	chr13	7268000	7340000	chr13	h1	PAN011#joint#h1_chr13	8454036	8525925	72000	36	0.993809	homologous_same_chrom
chr22_homolog_run0048	chr22	4472000	4544000	chr22	h2	PAN011#joint#h2_chr22	5278424	5350424	72000	36	1.000000	homologous_same_chrom
chr1_homolog_run3016	chr1	129758000	129828000	chr1	h1	PAN011#joint#h1_chr1	128688483	128758477	70000	35	0.997271	homologous_same_chrom
chr2_homolog_run1804	chr2	96544000	96614000	chr2	h2	PAN011#joint#h2_chr2	96591929	96661930	70000	35	0.999993	homologous_same_chrom
chr7_homolog_run2937	chr7	144772000	144842000	chr7	h2	PAN011#joint#h2_chr7	145021085	145091085	70000	35	1.000000	homologous_same_chrom
chr15_homolog_run0111	chr15	18108000	18178000	chr15	h2	PAN011#joint#h2_chr15	18091113	18161113	70000	35	1.000000	homologous_same_chrom
chr21_homolog_run0002	chr21	10000	80000	chr21	h1	PAN011#joint#h1_chr21	11796	81798	70000	35	0.999986	homologous_same_chrom
chr3_homolog_run5555	chr3	202396000	202464000	chr3	h1	PAN011#joint#h1_chr3	202397350	202465350	68000	34	1.000000	homologous_same_chrom
chr5_homolog_run1167	chr5	51136000	51204000	chr5	h2	PAN011#joint#h2_chr5	50922529	50990529	68000	34	1.000000	homologous_same_chrom
chr7_homolog_run1200	chr7	57642000	57710000	chr7	h2	PAN011#joint#h2_chr7	57891103	57959103	68000	34	1.000000	homologous_same_chrom
chr13_homolog_run0237	chr13	13470000	13538000	chr13	h2	PAN011#joint#h2_chr13	13970759	14038759	68000	34	1.000000	homologous_same_chrom
chr15_homolog_run0127	chr15	18686000	18754000	chr15	h2	PAN011#joint#h2_chr15	18669130	18737130	68000	34	1.000000	homologous_same_chrom
chr15_homolog_run0144	chr15	19372000	19440000	chr15	h2	PAN011#joint#h2_chr15	19355142	19423146	68000	34	0.999971	homologous_same_chrom
chr15_homolog_run0280	chr15	25512000	25580000	chr15	h2	PAN011#joint#h2_chr15	25495250	25563252	68000	34	0.999985	homologous_same_chrom
chr5_homolog_run1184	chr5	52090000	52156000	chr5	h2	PAN011#joint#h2_chr5	51876532	51942534	66000	33	0.999985	homologous_same_chrom
chr14_homolog_run0070	chr14	7122000	7188000	chr14	h1	PAN011#joint#h1_chr14	7036104	7102104	66000	33	1.000000	homologous_same_chrom
chr14_homolog_run0079	chr14	9300000	9366000	chr14	h1	PAN011#joint#h1_chr14	9214115	9280115	66000	33	1.000000	homologous_same_chrom
chr14_homolog_run0089	chr14	14178000	14244000	chr14	h1	PAN011#joint#h1_chr14	14096214	14162216	66000	33	0.999985	homologous_same_chrom
chr15_homolog_run0021	chr15	5202000	5268000	chr15	h2	PAN011#joint#h2_chr15	5195400	5261325	66000	33	0.999421	homologous_same_chrom
chr22_homolog_run0056	chr22	5720000	5786000	chr22	h2	PAN011#joint#h2_chr22	6526432	6592432	66000	33	1.000000	homologous_same_chrom
chr22_homolog_run0082	chr22	8528000	8594000	chr22	h2	PAN011#joint#h2_chr22	9334441	9400441	66000	33	1.000000	homologous_same_chrom
chr1_homolog_run5417	chr1	241704000	241768000	chr1	h1	PAN011#joint#h1_chr1	241183040	241247043	64000	32	0.999961	homologous_same_chrom
chr2_homolog_run2240	chr2	115738000	115802000	chr2	h2	PAN011#joint#h2_chr2	115785915	115849916	64000	32	0.999992	homologous_same_chrom
chr3_homolog_run1992	chr3	75622000	75686000	chr3	h1	PAN011#joint#h1_chr3	75619457	75683458	64000	32	0.999992	homologous_same_chrom
chr4_homolog_run0120	chr4	3886000	3950000	chr4	h1	PAN011#joint#h1_chr4	3882506	3946507	64000	32	0.999992	homologous_same_chrom
chr4_homolog_run2837	chr4	118438000	118502000	chr4	h2	PAN011#joint#h2_chr4	119573553	119637552	64000	32	0.999977	homologous_same_chrom
chr13_homolog_run1649	chr13	85008000	85072000	chr13	h2	PAN011#joint#h2_chr13	85513197	85577198	64000	32	0.999992	homologous_same_chrom
chr21_homolog_run0135	chr21	7574000	7638000	chr21	h1	PAN011#joint#h1_chr21	3727341	3791400	64000	32	0.983485	homologous_same_chrom
chr22_homolog_run0193	chr22	20878000	20942000	chr22	h2	PAN011#joint#h2_chr22	21688777	21752778	64000	32	0.999992	homologous_same_chrom
chr2_homolog_run0215	chr2	13394000	13456000	chr2	h2	PAN011#joint#h2_chr2	13406461	13468472	62000	31	0.998672	homologous_same_chrom
chr2_homolog_run2631	chr2	133794000	133856000	chr2	h2	PAN011#joint#h2_chr2	133842092	133904092	62000	31	1.000000	homologous_same_chrom
chr11_homolog_run2909	chr11	134570000	134632000	chr11	h1	PAN011#joint#h1_chr11	134131154	134193154	62000	31	1.000000	homologous_same_chrom
chr13_homolog_run0547	chr13	33176000	33238000	chr13	h2	PAN011#joint#h2_chr13	33680889	33742890	62000	31	0.999992	homologous_same_chrom
chr13_homolog_run1622	chr13	84158000	84220000	chr13	h2	PAN011#joint#h2_chr13	84663189	84725191	62000	31	0.999984	homologous_same_chrom
chr14_homolog_run0086	chr14	10004000	10066000	chr14	h1	PAN011#joint#h1_chr14	9918118	9980118	62000	31	1.000000	homologous_same_chrom
chr14_homolog_run0149	chr14	15650000	15712000	chr14	h1	PAN011#joint#h1_chr14	15568239	15630239	62000	31	1.000000	homologous_same_chrom
chr15_homolog_run0017	chr15	4886000	4948000	chr15	h2	PAN011#joint#h2_chr15	4879326	4941326	62000	31	1.000000	homologous_same_chrom
chr18_homolog_run0319	chr18	14958000	15020000	chr18	h1	PAN011#joint#h1_chr18	14960976	15022993	62000	31	0.998638	homologous_same_chrom
chr1_homolog_run3005	chr1	129410000	129470000	chr1	h1	PAN011#joint#h1_chr1	128334907	128394882	60000	30	0.991914	homologous_same_chrom
chr1_homolog_run3008	chr1	129498000	129558000	chr1	h1	PAN011#joint#h1_chr1	128429660	128489603	60000	30	0.996602	homologous_same_chrom
chr8_homolog_run0208	chr8	11812000	11872000	chr8	h2	PAN011#joint#h2_chr8	11834613	11894614	60000	30	0.999992	homologous_same_chrom
chr13_homolog_run0239	chr13	13580000	13640000	chr13	h2	PAN011#joint#h2_chr13	14080762	14140762	60000	30	1.000000	homologous_same_chrom
chr14_homolog_run0083	chr14	9730000	9790000	chr14	h1	PAN011#joint#h1_chr14	9644117	9704117	60000	30	1.000000	homologous_same_chrom
chr21_homolog_run0627	chr21	29728000	29788000	chr21	h1	PAN011#joint#h1_chr21	29603575	29663576	60000	30	0.999992	homologous_same_chrom
chr22_homolog_run0073	chr22	7058000	7118000	chr22	h2	PAN011#joint#h2_chr22	7864437	7924437	60000	30	1.000000	homologous_same_chrom
chr22_homolog_run0077	chr22	7424000	7484000	chr22	h2	PAN011#joint#h2_chr22	8230437	8290437	60000	30	1.000000	homologous_same_chrom
chr8_homolog_run0143	chr8	7778000	7836000	chr8	h2	PAN011#joint#h2_chr8	7800568	7858568	58000	29	1.000000	homologous_same_chrom
chr8_homolog_run0200	chr8	11624000	11682000	chr8	h2	PAN011#joint#h2_chr8	11646599	11704602	58000	29	0.999974	homologous_same_chrom
chr10_homolog_run3378	chr10	134362000	134420000	chr10	h2	PAN011#joint#h2_chr10	134991338	135049338	58000	29	0.999966	homologous_same_chrom
chr13_homolog_run0118	chr13	6662000	6720000	chr13	h1	PAN011#joint#h1_chr13	7853174	7911202	58000	29	0.996368	homologous_same_chrom
chr14_homolog_run0113	chr14	14424000	14482000	chr14	h1	PAN011#joint#h1_chr14	14342219	14400219	58000	29	0.999983	homologous_same_chrom
chr20_homolog_run0733	chr20	31118000	31176000	chr20	h1	PAN011#joint#h1_chr20	31108930	31166930	58000	29	1.000000	homologous_same_chrom
chr21_homolog_run0055	chr21	2208000	2266000	chr21	h1	PAN011#joint#h1_chr21	2209800	2267800	58000	29	1.000000	homologous_same_chrom
chr4_homolog_run4100	chr4	169974000	170030000	chr4	h2	PAN011#joint#h2_chr4	171109577	171165579	56000	28	0.999982	homologous_same_chrom
chr7_homolog_run1340	chr7	66924000	66980000	chr7	h2	PAN011#joint#h2_chr7	67172122	67228122	56000	28	1.000000	homologous_same_chrom
chr15_homolog_run0064	chr15	12642000	12698000	chr15	h2	PAN011#joint#h2_chr15	12635334	12691334	56000	28	1.000000	homologous_same_chrom
chr15_homolog_run0424	chr15	31334000	31390000	chr15	h2	PAN011#joint#h2_chr15	31317337	31373337	56000	28	1.000000	homologous_same_chrom
chr16_homolog_run0521	chr16	33058000	33114000	chr16	h2	PAN011#joint#h2_chr16	33057281	33113281	56000	28	1.000000	homologous_same_chrom
chr16_homolog_run0522	chr16	33116000	33172000	chr16	h2	PAN011#joint#h2_chr16	33115281	33171282	56000	28	0.999991	homologous_same_chrom
chr21_homolog_run0073	chr21	2398000	2454000	chr21	h1	PAN011#joint#h1_chr21	2399800	2455800	56000	28	1.000000	homologous_same_chrom
chrX_homolog_run0042	chrX	3070000	3126000	chrX	h1	PAN011#joint#h1_chrX	3032251	3088252	56000	28	0.999991	homologous_same_chrom
chr2_homolog_run0690	chr2	37736000	37790000	chr2	h2	PAN011#joint#h2_chr2	37784474	37838461	54000	27	0.999101	homologous_same_chrom
chr5_homolog_run4141	chr5	181986000	182040000	chr5	h1	PAN011#joint#h1_chr5	184950625	185004633	54000	27	0.996001	homologous_same_chrom
chr8_homolog_run0002	chr8	106000	160000	chr8	h1	PAN011#joint#h1_chr8	104838	158838	54000	27	1.000000	homologous_same_chrom
chr9_homolog_run0799	chr9	33630000	33684000	chr9	h2	PAN011#joint#h2_chr9	33632909	33686912	54000	27	0.998528	homologous_same_chrom
chr9_homolog_run1246	chr9	63672000	63726000	chr9	h1	PAN011#joint#h1_chr9	63623801	63677800	54000	27	0.999991	homologous_same_chrom
chr9_homolog_run2959	chr9	135906000	135960000	chr9	h2	PAN011#joint#h2_chr9	133440041	133494041	54000	27	1.000000	homologous_same_chrom
chr10_homolog_run0849	chr10	37000000	37054000	chr10	h1	PAN011#joint#h1_chr10	36994981	37048981	54000	27	1.000000	homologous_same_chrom
chr11_homolog_run1514	chr11	67526000	67580000	chr11	h2	PAN011#joint#h2_chr11	67483827	67537826	54000	27	0.999991	homologous_same_chrom
chr13_homolog_run0107	chr13	5370000	5424000	chr13	h1	PAN011#joint#h1_chr13	6510520	6564547	54000	27	0.996659	homologous_same_chrom
chr13_homolog_run1060	chr13	55418000	55472000	chr13	h2	PAN011#joint#h2_chr13	55922995	55976994	54000	27	0.999991	homologous_same_chrom
chr15_homolog_run0154	chr15	20092000	20146000	chr15	h2	PAN011#joint#h2_chr15	20075162	20129163	54000	27	0.999991	homologous_same_chrom
chr21_homolog_run0045	chr21	484000	538000	chr21	h1	PAN011#joint#h1_chr21	485799	539799	54000	27	0.999981	homologous_same_chrom
chr22_homolog_run0052	chr22	5310000	5364000	chr22	h2	PAN011#joint#h2_chr22	6116429	6170429	54000	27	1.000000	homologous_same_chrom
chrX_homolog_run0040	chrX	2980000	3034000	chrX	h1	PAN011#joint#h1_chrX	2942251	2996251	54000	27	1.000000	homologous_same_chrom
chr2_homolog_run1833	chr2	97650000	97702000	chr2	h2	PAN011#joint#h2_chr2	97697936	97749936	52000	26	1.000000	homologous_same_chrom
chr4_homolog_run4490	chr4	190258000	190310000	chr4	h2	PAN011#joint#h2_chr4	191397519	191449519	52000	26	1.000000	homologous_same_chrom
chr5_homolog_run4142	chr5	182050000	182102000	chr5	h1	PAN011#joint#h1_chr5	185003603	185055597	52000	26	0.992950	homologous_same_chrom
chr7_homolog_run1259	chr7	65386000	65438000	chr7	h2	PAN011#joint#h2_chr7	65634097	65686097	52000	26	1.000000	homologous_same_chrom
chr7_homolog_run1533	chr7	78188000	78240000	chr7	h2	PAN011#joint#h2_chr7	78436402	78488402	52000	26	1.000000	homologous_same_chrom
chr9_homolog_run1243	chr9	63602000	63654000	chr9	h1	PAN011#joint#h1_chr9	63553799	63605801	52000	26	0.999981	homologous_same_chrom
chr9_homolog_run1307	chr9	65934000	65986000	chr9	h1	PAN011#joint#h1_chr9	65885822	65937823	52000	26	0.999990	homologous_same_chrom
chr11_homolog_run1689	chr11	77478000	77530000	chr11	h2	PAN011#joint#h2_chr11	77435955	77487956	52000	26	0.999990	homologous_same_chrom
chr13_homolog_run0178	chr13	10604000	10656000	chr13	h2	PAN011#joint#h2_chr13	11104710	11156710	52000	26	1.000000	homologous_same_chrom
chr14_homolog_run0147	chr14	15596000	15648000	chr14	h1	PAN011#joint#h1_chr14	15514239	15566239	52000	26	0.999981	homologous_same_chrom
chr15_homolog_run0038	chr15	11134000	11186000	chr15	h2	PAN011#joint#h2_chr15	11127335	11179335	52000	26	1.000000	homologous_same_chrom
chr19_homolog_run0587	chr19	31696000	31748000	chr19	h2	PAN011#joint#h2_chr19	31690969	31742969	52000	26	1.000000	homologous_same_chrom
chr20_homolog_run0668	chr20	26172000	26224000	chr20	h1	PAN011#joint#h1_chr20	26168021	26220022	52000	26	0.999990	homologous_same_chrom
chr20_homolog_run0737	chr20	31368000	31420000	chr20	h1	PAN011#joint#h1_chr20	31358930	31410930	52000	26	1.000000	homologous_same_chrom
chr4_homolog_run3178	chr4	131666000	131716000	chr4	h2	PAN011#joint#h2_chr4	132801649	132851650	50000	25	0.999990	homologous_same_chrom
chr7_homolog_run1236	chr7	64692000	64742000	chr7	h2	PAN011#joint#h2_chr7	64940086	64990086	50000	25	1.000000	homologous_same_chrom
chr8_homolog_run0142	chr8	7726000	7776000	chr8	h2	PAN011#joint#h2_chr8	7748568	7798568	50000	25	1.000000	homologous_same_chrom
chr11_homolog_run1172	chr11	50270000	50320000	chr11	h2	PAN011#joint#h2_chr11	50229369	50279372	50000	25	0.999970	homologous_same_chrom
chr11_homolog_run1515	chr11	67584000	67634000	chr11	h2	PAN011#joint#h2_chr11	67541826	67591825	50000	25	0.999990	homologous_same_chrom
chr15_homolog_run0132	chr15	18874000	18924000	chr15	h2	PAN011#joint#h2_chr15	18857131	18907131	50000	25	1.000000	homologous_same_chrom
chr15_homolog_run0146	chr15	19732000	19782000	chr15	h2	PAN011#joint#h2_chr15	19715159	19765158	50000	25	0.999990	homologous_same_chrom
chr16_homolog_run0187	chr16	14454000	14504000	chr16	h2	PAN011#joint#h2_chr16	14453433	14503435	50000	25	0.999960	homologous_same_chrom
chr18_homolog_run0318	chr18	14882000	14932000	chr18	h1	PAN011#joint#h1_chr18	14884829	14934775	50000	25	0.996795	homologous_same_chrom
chr20_homolog_run0657	chr20	26024000	26074000	chr20	h1	PAN011#joint#h1_chr20	26020018	26070018	50000	25	1.000000	homologous_same_chrom
chr22_homolog_run0026	chr22	3228000	3278000	chr22	h1	PAN011#joint#h1_chr22	4284225	4334204	50000	25	0.984040	homologous_same_chrom
