arm_a	arm_b	similarity	distance	community_a	community_b	same_community	pair_label
chr3_q	chrY_p	0.000156137091145037	0.999843862908855	C3	C15	FALSE	3q-Yp
chr7_p	chrX_p	3.39365408510428e-05	0.999966063459149	C3	C15	FALSE	7p-Xp
chr7_p	chrY_p	3.89883611280339e-05	0.999961011638872	C3	C15	FALSE	7p-Yp
chr9_q	chrX_p	0.000103810016989003	0.999896189983011	C3	C15	FALSE	9q-Xp
chr9_q	chrY_p	0.000258665458937046	0.999741334541063	C3	C15	FALSE	9q-Yp
chr11_p	chr18_p	0.010057816879204	0.989942183120796	C3	C2	FALSE	11p-18p
chr16_q	chr18_p	0.058148171392332	0.941851828607668	C3	C2	FALSE	16q-18p
chr11_p	chr16_q	0.302343369556355	0.697656630443645	C3	C3	TRUE	11p-16q
chr11_p	chr19_p	0.45784173379382	0.54215826620618	C3	C3	TRUE	11p-19p
chr11_p	chr3_q	0.43015621056377	0.56984378943623	C3	C3	TRUE	11p-3q
chr11_p	chr7_p	0.317711721206376	0.682288278793624	C3	C3	TRUE	11p-7p
chr11_p	chr9_q	0.291219210009921	0.708780789990079	C3	C3	TRUE	11p-9q
chr16_q	chr19_p	0.311549268451141	0.688450731548859	C3	C3	TRUE	16q-19p
chr16_q	chr3_q	0.343354670925196	0.656645329074804	C3	C3	TRUE	16q-3q
chr16_q	chr7_p	0.451214673805819	0.548785326194181	C3	C3	TRUE	16q-7p
chr16_q	chr9_q	0.425355335887157	0.574644664112843	C3	C3	TRUE	16q-9q
chr19_p	chr3_q	0.534022577437323	0.465977422562677	C3	C3	TRUE	19p-3q
chr19_p	chr7_p	0.331538492945521	0.668461507054479	C3	C3	TRUE	19p-7p
chr19_p	chr9_q	0.313677573410138	0.686322426589862	C3	C3	TRUE	19p-9q
chr3_q	chr7_p	0.315700613668259	0.684299386331741	C3	C3	TRUE	3q-7p
chr3_q	chr9_q	0.488507973440367	0.511492026559633	C3	C3	TRUE	3q-9q
chr7_p	chr9_q	0.402821757640791	0.597178242359209	C3	C3	TRUE	7p-9q
chr11_p	chr12_q	0.000184622777799959	0.9998153772222	C3	C4	FALSE	11p-12q
chr11_p	chr7_q	0.00061650701673599	0.999383492983264	C3	C4	FALSE	11p-7q
chr16_q	chr7_q	0.00435274255195905	0.995647257448041	C3	C4	FALSE	16q-7q
chr19_p	chr7_q	0.00374130797565697	0.996258692024343	C3	C4	FALSE	19p-7q
chr3_q	chr7_q	0.000196574710988995	0.999803425289011	C3	C4	FALSE	3q-7q
chr7_p	chr7_q	0.00370791606773602	0.996292083932264	C3	C4	FALSE	7p-7q
chr11_p	chr12_p	0.0715631403103369	0.928436859689663	C3	C5	FALSE	11p-12p
chr11_p	chr20_q	0.146040500431147	0.853959499568853	C3	C5	FALSE	11p-20q
chr11_p	chr6_p	0.192086830849606	0.807913169150394	C3	C5	FALSE	11p-6p
chr11_p	chr9_p	0.0904060161979831	0.909593983802017	C3	C5	FALSE	11p-9p
chr16_q	chr20_q	0.126617851874037	0.873382148125963	C3	C5	FALSE	16q-20q
chr16_q	chr6_p	0.127926160196119	0.872073839803881	C3	C5	FALSE	16q-6p
chr16_q	chr9_p	0.040342240554407	0.959657759445593	C3	C5	FALSE	16q-9p
chr19_p	chr20_q	0.221079350382522	0.778920649617478	C3	C5	FALSE	19p-20q
chr19_p	chr6_p	0.246735339405895	0.753264660594105	C3	C5	FALSE	19p-6p
chr19_p	chr9_p	0.158813249732554	0.841186750267446	C3	C5	FALSE	19p-9p
chr3_q	chr6_p	0.199655124727741	0.800344875272259	C3	C5	FALSE	3q-6p
chr3_q	chr9_p	0.11548420110276	0.88451579889724	C3	C5	FALSE	3q-9p
chr7_p	chr9_p	0.025048823986872	0.974951176013128	C3	C5	FALSE	7p-9p
chr11_p	chr13_q	0.00914252707902496	0.990857472920975	C3	C6	FALSE	11p-13q
chr11_p	chr17_q	0.037814888818499	0.962185111181501	C3	C6	FALSE	11p-17q
chr11_p	chr19_q	0.01681188375762	0.98318811624238	C3	C6	FALSE	11p-19q
chr11_p	chr21_q	0.013871693227012	0.986128306772988	C3	C6	FALSE	11p-21q
chr11_p	chr22_q	0.016383300843254	0.983616699156746	C3	C6	FALSE	11p-22q
chr16_q	chr17_q	0.062810276297661	0.937189723702339	C3	C6	FALSE	16q-17q
chr16_q	chr19_q	0.07288478952011	0.92711521047989	C3	C6	FALSE	16q-19q
chr16_q	chr21_q	0.066299921111502	0.933700078888498	C3	C6	FALSE	16q-21q
chr16_q	chr22_q	0.072661356401881	0.927338643598119	C3	C6	FALSE	16q-22q
chr19_p	chr19_q	0.049229923786667	0.950770076213333	C3	C6	FALSE	19p-19q
chr19_p	chr21_q	0.045525791461825	0.954474208538175	C3	C6	FALSE	19p-21q
chr19_p	chr22_q	0.04870861671275	0.95129138328725	C3	C6	FALSE	19p-22q
chr11_p	chr13_p	0.00392337015389999	0.9960766298461	C3	C7	FALSE	11p-13p
chr11_p	chr14_p	0.004790912595524	0.995209087404476	C3	C7	FALSE	11p-14p
chr11_p	chr15_p	0.00315667003676501	0.996843329963235	C3	C7	FALSE	11p-15p
chr11_p	chr21_p	0.00398852826739504	0.996011471732605	C3	C7	FALSE	11p-21p
chr11_p	chr22_p	0.00409872835922498	0.995901271640775	C3	C7	FALSE	11p-22p
chr16_q	chr21_p	0.00448302808924095	0.995516971910759	C3	C7	FALSE	16q-21p
chr16_q	chr22_p	0.00452873222008099	0.995471267779919	C3	C7	FALSE	16q-22p
chr19_p	chr21_p	0.00757501928730298	0.992424980712697	C3	C7	FALSE	19p-21p
chr19_p	chr22_p	0.00768182071046297	0.992318179289537	C3	C7	FALSE	19p-22p
chr11_p	chr15_q	0.247542540402283	0.752457459597717	C3	C8	FALSE	11p-15q
chr11_p	chr16_p	0.104486290941136	0.895513709058864	C3	C9	FALSE	11p-16p
chr12_q	chr4_q	0.00316582596869497	0.996834174031305	C4	C1	FALSE	12q-4q
chr12_q	chr17_p	0.000119655588807999	0.999880344411192	C4	C10	FALSE	12q-17p
chr12_q	chr5_q	0.00301744685928995	0.99698255314071	C4	C11	FALSE	12q-5q
chr12_q	chr6_q	0.003594345105284	0.996405654894716	C4	C11	FALSE	12q-6q
chr12_q	chr8_p	0.00650838141041199	0.993491618589588	C4	C11	FALSE	12q-8p
chr7_q	chr8_p	0.00756664261656304	0.992433357383437	C4	C11	FALSE	7q-8p
chr12_q	chr2_q	0.00734509839643605	0.992654901603564	C4	C12	FALSE	12q-2q
chr12_q	chr20_p	0.00527680827642496	0.994723191723575	C4	C12	FALSE	12q-20p
chr12_q	chr4_p	4.59667316299317e-06	0.999995403326837	C4	C13	FALSE	12q-4p
chr12_q	chrX_q	2.96183842880549e-05	0.999970381615712	C4	C14	FALSE	12q-Xq
chr12_q	chrY_q	0	1	C4	C14	FALSE	12q-Yq
chr7_q	chrX_q	0.000152884515558949	0.999847115484441	C4	C14	FALSE	7q-Xq
chr7_q	chrY_q	0.000133382409092997	0.999866617590907	C4	C14	FALSE	7q-Yq
chr12_q	chrX_p	0	1	C4	C15	FALSE	12q-Xp
chr12_q	chrY_p	0	1	C4	C15	FALSE	12q-Yp
chr7_q	chrX_p	2.92487760700233e-06	0.999997075122393	C4	C15	FALSE	7q-Xp
chr7_q	chrY_p	1.45325599498758e-06	0.999998546744005	C4	C15	FALSE	7q-Yp
chr12_q	chr18_p	0	1	C4	C2	FALSE	12q-18p
chr12_q	chr16_q	0.00369441905050105	0.996305580949499	C4	C3	FALSE	12q-16q
chr12_q	chr19_p	0.00327478338961096	0.996725216610389	C4	C3	FALSE	12q-19p
chr12_q	chr3_q	3.8576668845991e-05	0.999961423331154	C4	C3	FALSE	12q-3q
chr12_q	chr7_p	0.00321873495133795	0.996781265048662	C4	C3	FALSE	12q-7p
chr12_q	chr9_q	0.002407995362534	0.997592004637466	C4	C3	FALSE	12q-9q
chr7_q	chr9_q	0.00285743862481302	0.997142561375187	C4	C3	FALSE	7q-9q
chr12_q	chr7_q	0.342822899542581	0.657177100457419	C4	C4	TRUE	12q-7q
chr12_q	chr20_q	0.00302616034001102	0.996973839659989	C4	C5	FALSE	12q-20q
chr12_q	chr6_p	0.00113021609972597	0.998869783900274	C4	C5	FALSE	12q-6p
chr12_q	chr9_p	0.000213793156419007	0.999786206843581	C4	C5	FALSE	12q-9p
chr7_q	chr9_p	0.000967266485826013	0.999032733514174	C4	C5	FALSE	7q-9p
chr12_q	chr13_q	0.031855586658796	0.968144413341204	C4	C6	FALSE	12q-13q
chr12_q	chr17_q	0.013624773569252	0.986375226430748	C4	C6	FALSE	12q-17q
chr12_q	chr19_q	0.024450902404078	0.975549097595922	C4	C6	FALSE	12q-19q
chr12_q	chr21_q	0.024888933358465	0.975111066641535	C4	C6	FALSE	12q-21q
chr12_q	chr22_q	0.023764598292502	0.976235401707498	C4	C6	FALSE	12q-22q
chr12_q	chr13_p	0.00678667582932801	0.993213324170672	C4	C7	FALSE	12q-13p
chr12_q	chr14_p	0.00767023864774696	0.992329761352253	C4	C7	FALSE	12q-14p
chr12_q	chr15_p	0.00780532226609998	0.9921946777339	C4	C7	FALSE	12q-15p
chr12_q	chr21_p	0.00692816400430096	0.993071835995699	C4	C7	FALSE	12q-21p
chr12_q	chr22_p	0.00764311413504803	0.992356885864952	C4	C7	FALSE	12q-22p
chr12_q	chr15_q	9.85315003400045e-05	0.99990146849966	C4	C8	FALSE	12q-15q
chr12_q	chr16_p	0.000667691446048946	0.999332308553951	C4	C9	FALSE	12q-16p
chr12_p	chr4_q	0.00163694341613296	0.998363056583867	C5	C1	FALSE	12p-4q
chr20_q	chr4_q	0.00580732250552995	0.99419267749447	C5	C1	FALSE	20q-4q
chr12_p	chr17_p	0.00402208611941501	0.995977913880585	C5	C10	FALSE	12p-17p
chr12_p	chr5_q	0.00473790171875199	0.995262098281248	C5	C11	FALSE	12p-5q
chr12_p	chr6_q	0.00639082458450102	0.993609175415499	C5	C11	FALSE	12p-6q
chr12_p	chr8_p	0.00944011415270396	0.990559885847296	C5	C11	FALSE	12p-8p
chr20_q	chr5_q	0.098092864043364	0.901907135956636	C5	C11	FALSE	20q-5q
chr20_q	chr6_q	0.065605640308958	0.934394359691042	C5	C11	FALSE	20q-6q
chr20_q	chr8_p	0.063497366753505	0.936502633246495	C5	C11	FALSE	20q-8p
chr6_p	chr6_q	0.293716878984085	0.706283121015915	C5	C11	FALSE	6p-6q
chr6_p	chr8_p	0.233810475694553	0.766189524305447	C5	C11	FALSE	6p-8p
chr12_p	chr2_q	0.007949410151738	0.992050589848262	C5	C12	FALSE	12p-2q
chr12_p	chr20_p	0.182882745354027	0.817117254645973	C5	C12	FALSE	12p-20p
chr12_p	chr4_p	0.00134921638019203	0.998650783619808	C5	C13	FALSE	12p-4p
chr20_q	chr4_p	0.00236478013665697	0.997635219863343	C5	C13	FALSE	20q-4p
chr12_p	chrX_q	0.021665804478708	0.978334195521292	C5	C14	FALSE	12p-Xq
chr12_p	chrY_q	0.021636355781393	0.978363644218607	C5	C14	FALSE	12p-Yq
chr20_q	chrX_q	0.021960030984663	0.978039969015337	C5	C14	FALSE	20q-Xq
chr20_q	chrY_q	0.021788852526084	0.978211147473916	C5	C14	FALSE	20q-Yq
chr6_p	chrX_q	0.013467696976964	0.986532303023036	C5	C14	FALSE	6p-Xq
chr6_p	chrY_q	0.0131989915711	0.9868010084289	C5	C14	FALSE	6p-Yq
chr9_p	chrX_q	0.022811754985119	0.977188245014881	C5	C14	FALSE	9p-Xq
chr9_p	chrY_q	0.022759370226308	0.977240629773692	C5	C14	FALSE	9p-Yq
chr12_p	chrX_p	0.00137367532904897	0.998626324670951	C5	C15	FALSE	12p-Xp
chr12_p	chrY_p	0.000248473592224019	0.999751526407776	C5	C15	FALSE	12p-Yp
chr20_q	chrX_p	0.000764330058396046	0.999235669941604	C5	C15	FALSE	20q-Xp
chr20_q	chrY_p	0.000213112203678034	0.999786887796322	C5	C15	FALSE	20q-Yp
chr6_p	chrX_p	0.000546509610660051	0.99945349038934	C5	C15	FALSE	6p-Xp
chr6_p	chrY_p	0.000152000182462975	0.999847999817537	C5	C15	FALSE	6p-Yp
chr9_p	chrX_p	0.00185242835299304	0.998147571647007	C5	C15	FALSE	9p-Xp
chr9_p	chrY_p	0.000255926606172019	0.999744073393828	C5	C15	FALSE	9p-Yp
chr12_p	chr18_p	0.00121016758361203	0.998789832416388	C5	C2	FALSE	12p-18p
chr12_p	chr16_q	0.025634708932233	0.974365291067767	C5	C3	FALSE	12p-16q
chr12_p	chr19_p	0.125772956343003	0.874227043656997	C5	C3	FALSE	12p-19p
chr12_p	chr3_q	0.097375826425656	0.902624173574344	C5	C3	FALSE	12p-3q
chr12_p	chr7_p	0.00859908792971698	0.991400912070283	C5	C3	FALSE	12p-7p
chr12_p	chr9_q	0.034673980597161	0.965326019402839	C5	C3	FALSE	12p-9q
chr20_q	chr3_q	0.181501626073888	0.818498373926112	C5	C3	FALSE	20q-3q
chr20_q	chr7_p	0.112077589945406	0.887922410054594	C5	C3	FALSE	20q-7p
chr20_q	chr9_q	0.121918369182287	0.878081630817713	C5	C3	FALSE	20q-9q
chr6_p	chr7_p	0.146781318035982	0.853218681964018	C5	C3	FALSE	6p-7p
chr6_p	chr9_q	0.142120946256328	0.857879053743672	C5	C3	FALSE	6p-9q
chr9_p	chr9_q	0.044001270421627	0.955998729578373	C5	C3	FALSE	9p-9q
chr12_p	chr12_q	0	1	C5	C4	FALSE	12p-12q
chr12_p	chr7_q	0.000523378341005021	0.999476621658995	C5	C4	FALSE	12p-7q
chr20_q	chr7_q	0.00401285981339194	0.995987140186608	C5	C4	FALSE	20q-7q
chr6_p	chr7_q	0.00160474531406296	0.998395254685937	C5	C4	FALSE	6p-7q
chr12_p	chr20_q	0.5414785367179	0.4585214632821	C5	C5	TRUE	12p-20q
chr12_p	chr6_p	0.356211003343581	0.643788996656419	C5	C5	TRUE	12p-6p
chr12_p	chr9_p	0.516862071295823	0.483137928704177	C5	C5	TRUE	12p-9p
chr20_q	chr6_p	0.54013437406554	0.45986562593446	C5	C5	TRUE	20q-6p
chr20_q	chr9_p	0.350939201165735	0.649060798834265	C5	C5	TRUE	20q-9p
chr6_p	chr9_p	0.244175101661528	0.755824898338472	C5	C5	TRUE	6p-9p
chr12_p	chr13_q	0.00785954541663803	0.992140454583362	C5	C6	FALSE	12p-13q
chr12_p	chr17_q	0.00673721073581002	0.99326278926419	C5	C6	FALSE	12p-17q
chr12_p	chr19_q	0.00676840703592696	0.993231592964073	C5	C6	FALSE	12p-19q
chr12_p	chr21_q	0.00795135082856702	0.992048649171433	C5	C6	FALSE	12p-21q
chr12_p	chr22_q	0.00771918846304498	0.992280811536955	C5	C6	FALSE	12p-22q
chr20_q	chr21_q	0.021721817965487	0.978278182034513	C5	C6	FALSE	20q-21q
chr20_q	chr22_q	0.021693749595219	0.978306250404781	C5	C6	FALSE	20q-22q
chr12_p	chr13_p	3.2748232088986e-05	0.999967251767911	C5	C7	FALSE	12p-13p
chr12_p	chr14_p	6.8749321894046e-05	0.999931250678106	C5	C7	FALSE	12p-14p
chr12_p	chr15_p	1.39603154040158e-05	0.999986039684596	C5	C7	FALSE	12p-15p
chr12_p	chr21_p	8.085217606002e-05	0.99991914782394	C5	C7	FALSE	12p-21p
chr12_p	chr22_p	2.61289879690541e-05	0.999973871012031	C5	C7	FALSE	12p-22p
chr20_q	chr21_p	0.000629001749431035	0.999370998250569	C5	C7	FALSE	20q-21p
chr20_q	chr22_p	0.000548123247118948	0.999451876752881	C5	C7	FALSE	20q-22p
chr12_p	chr15_q	0.158795986205273	0.841204013794727	C5	C8	FALSE	12p-15q
chr12_p	chr16_p	0.087126454651464	0.912873545348536	C5	C9	FALSE	12p-16p
chr1_q	chr10_q	0.114434493689611	0.885565506310389	C6	C1	FALSE	1q-10q
chr1_q	chr4_q	0.063247266654077	0.936752733345923	C6	C1	FALSE	1q-4q
chr13_q	chr4_q	0.0311423136693429	0.968857686330657	C6	C1	FALSE	13q-4q
chr17_q	chr4_q	0.049847791245101	0.950152208754899	C6	C1	FALSE	17q-4q
chr19_q	chr4_q	0.081015578722517	0.918984421277483	C6	C1	FALSE	19q-4q
chr21_q	chr4_q	0.07569647070053	0.92430352929947	C6	C1	FALSE	21q-4q
chr22_q	chr4_q	0.0811236859072521	0.918876314092748	C6	C1	FALSE	22q-4q
chr1_q	chr17_p	0.014243126023274	0.985756873976726	C6	C10	FALSE	1q-17p
chr13_q	chr17_p	0.014741002788936	0.985258997211064	C6	C10	FALSE	13q-17p
chr1_q	chr5_q	0.047371948113516	0.952628051886484	C6	C11	FALSE	1q-5q
chr1_q	chr6_q	0.057599495413687	0.942400504586313	C6	C11	FALSE	1q-6q
chr1_q	chr8_p	0.078689296207252	0.921310703792748	C6	C11	FALSE	1q-8p
chr13_q	chr5_q	0.027607759799305	0.972392240200695	C6	C11	FALSE	13q-5q
chr13_q	chr6_q	0.031741692903422	0.968258307096578	C6	C11	FALSE	13q-6q
chr13_q	chr8_p	0.077195635765067	0.922804364234933	C6	C11	FALSE	13q-8p
chr17_q	chr5_q	0.178718274498132	0.821281725501868	C6	C11	FALSE	17q-5q
chr17_q	chr6_q	0.218800190576497	0.781199809423503	C6	C11	FALSE	17q-6q
chr17_q	chr8_p	0.134598796478471	0.865401203521529	C6	C11	FALSE	17q-8p
chr19_q	chr5_q	0.0545209600301551	0.945479039969845	C6	C11	FALSE	19q-5q
chr19_q	chr6_q	0.067834330510245	0.932165669489755	C6	C11	FALSE	19q-6q
chr19_q	chr8_p	0.079426444268201	0.920573555731799	C6	C11	FALSE	19q-8p
chr21_q	chr5_q	0.05517395377249	0.94482604622751	C6	C11	FALSE	21q-5q
chr21_q	chr6_q	0.068153296654181	0.931846703345819	C6	C11	FALSE	21q-6q
chr21_q	chr8_p	0.077083053811964	0.922916946188036	C6	C11	FALSE	21q-8p
chr22_q	chr5_q	0.055353255669898	0.944646744330102	C6	C11	FALSE	22q-5q
chr22_q	chr6_q	0.068485565818182	0.931514434181818	C6	C11	FALSE	22q-6q
chr22_q	chr8_p	0.077899026977196	0.922100973022804	C6	C11	FALSE	22q-8p
chr1_q	chr2_q	0.11105349227965	0.88894650772035	C6	C12	FALSE	1q-2q
chr1_q	chr20_p	0.093423361936652	0.906576638063348	C6	C12	FALSE	1q-20p
chr13_q	chr2_q	0.067656036916605	0.932343963083395	C6	C12	FALSE	13q-2q
chr13_q	chr20_p	0.059122269492667	0.940877730507333	C6	C12	FALSE	13q-20p
chr17_q	chr2_q	0.11597908242917	0.88402091757083	C6	C12	FALSE	17q-2q
chr17_q	chr20_p	0.093796570598572	0.906203429401428	C6	C12	FALSE	17q-20p
chr19_q	chr2_q	0.134264060748845	0.865735939251155	C6	C12	FALSE	19q-2q
chr19_q	chr20_p	0.103946461243062	0.896053538756938	C6	C12	FALSE	19q-20p
chr1_q	chr4_p	0.027960246739567	0.972039753260433	C6	C13	FALSE	1q-4p
chr13_q	chr4_p	0.000283725580655037	0.999716274419345	C6	C13	FALSE	13q-4p
chr17_q	chr4_p	0.021233463627455	0.978766536372545	C6	C13	FALSE	17q-4p
chr19_q	chr4_p	0.041403836032745	0.958596163967255	C6	C13	FALSE	19q-4p
chr21_q	chr4_p	0.033031871360961	0.966968128639039	C6	C13	FALSE	21q-4p
chr22_q	chr4_p	0.03877172453373	0.96122827546627	C6	C13	FALSE	22q-4p
chr1_q	chrX_q	0.00251975533537596	0.997480244664624	C6	C14	FALSE	1q-Xq
chr1_q	chrY_q	0.00251793418622803	0.997482065813772	C6	C14	FALSE	1q-Yq
chr13_q	chrX_q	0.00253439162448499	0.997465608375515	C6	C14	FALSE	13q-Xq
chr13_q	chrY_q	0.00256080392070401	0.997439196079296	C6	C14	FALSE	13q-Yq
chr17_q	chrX_q	0.00242652791103903	0.997573472088961	C6	C14	FALSE	17q-Xq
chr17_q	chrY_q	0.00241656108537702	0.997583438914623	C6	C14	FALSE	17q-Yq
chr19_q	chrX_q	0.00214967396724397	0.997850326032756	C6	C14	FALSE	19q-Xq
chr19_q	chrY_q	0.00212494865350898	0.997875051346491	C6	C14	FALSE	19q-Yq
chr21_q	chrX_q	0.00249635677937499	0.997503643220625	C6	C14	FALSE	21q-Xq
chr21_q	chrY_q	0.00248070510926401	0.997519294890736	C6	C14	FALSE	21q-Yq
chr22_q	chrX_q	0.00253869387205397	0.997461306127946	C6	C14	FALSE	22q-Xq
chr22_q	chrY_q	0.00251452228822902	0.997485477711771	C6	C14	FALSE	22q-Yq
chr1_q	chrX_p	4.36311170669557e-05	0.999956368882933	C6	C15	FALSE	1q-Xp
chr1_q	chrY_p	2.94071568149867e-05	0.999970592843185	C6	C15	FALSE	1q-Yp
chr13_q	chrX_p	4.71140761320044e-05	0.999952885923868	C6	C15	FALSE	13q-Xp
chr13_q	chrY_p	2.98542413089686e-05	0.999970145758691	C6	C15	FALSE	13q-Yp
chr17_q	chrX_p	3.10794428960426e-05	0.999968920557104	C6	C15	FALSE	17q-Xp
chr17_q	chrY_p	2.80581316880468e-05	0.999971941868312	C6	C15	FALSE	17q-Yp
chr19_q	chrX_p	3.86992083729609e-05	0.999961300791627	C6	C15	FALSE	19q-Xp
chr19_q	chrY_p	2.70911901819604e-05	0.999972908809818	C6	C15	FALSE	19q-Yp
chr21_q	chrX_p	4.19654890579935e-05	0.999958034510942	C6	C15	FALSE	21q-Xp
chr21_q	chrY_p	2.8148445821996e-05	0.999971851554178	C6	C15	FALSE	21q-Yp
chr22_q	chrX_p	4.13477879710467e-05	0.999958652212029	C6	C15	FALSE	22q-Xp
chr22_q	chrY_p	2.90950241550458e-05	0.999970904975845	C6	C15	FALSE	22q-Yp
chr1_q	chr10_p	0	1	C6	C2	FALSE	1q-10p
chr1_q	chr18_p	0.00826680825817505	0.991733191741825	C6	C2	FALSE	1q-18p
chr13_q	chr18_p	0.00570039521807297	0.994299604781927	C6	C2	FALSE	13q-18p
chr17_q	chr18_p	0.00747948021337697	0.992520519786623	C6	C2	FALSE	17q-18p
chr1_q	chr11_p	0.0138029290228729	0.986197070977127	C6	C3	FALSE	1q-11p
chr1_q	chr16_q	0.059504765951803	0.940495234048197	C6	C3	FALSE	1q-16q
chr1_q	chr19_p	0.043241652560452	0.956758347439548	C6	C3	FALSE	1q-19p
chr1_q	chr3_q	0.00659675444284102	0.993403245557159	C6	C3	FALSE	1q-3q
chr1_q	chr7_p	0.053882743830486	0.946117256169514	C6	C3	FALSE	1q-7p
chr1_q	chr9_q	0.0383839843745321	0.961616015625468	C6	C3	FALSE	1q-9q
chr13_q	chr16_q	0.0351902264423291	0.964809773557671	C6	C3	FALSE	13q-16q
chr13_q	chr19_p	0.027190893147086	0.972809106852914	C6	C3	FALSE	13q-19p
chr13_q	chr3_q	0.00320275875033205	0.996797241249668	C6	C3	FALSE	13q-3q
chr13_q	chr7_p	0.033856920070985	0.966143079929015	C6	C3	FALSE	13q-7p
chr13_q	chr9_q	0.023401057713437	0.976598942286563	C6	C3	FALSE	13q-9q
chr17_q	chr19_p	0.041831078647552	0.958168921352448	C6	C3	FALSE	17q-19p
chr17_q	chr3_q	0.00378850837079703	0.996211491629203	C6	C3	FALSE	17q-3q
chr17_q	chr7_p	0.070400713422228	0.929599286577772	C6	C3	FALSE	17q-7p
chr17_q	chr9_q	0.050803870657797	0.949196129342203	C6	C3	FALSE	17q-9q
chr19_q	chr3_q	0.010631052436111	0.989368947563889	C6	C3	FALSE	19q-3q
chr19_q	chr7_p	0.0613324066175071	0.938667593382493	C6	C3	FALSE	19q-7p
chr19_q	chr9_q	0.047018347712132	0.952981652287868	C6	C3	FALSE	19q-9q
chr21_q	chr3_q	0.00650482031936395	0.993495179680636	C6	C3	FALSE	21q-3q
chr21_q	chr7_p	0.0570377137881239	0.942962286211876	C6	C3	FALSE	21q-7p
chr21_q	chr9_q	0.043028944281119	0.956971055718881	C6	C3	FALSE	21q-9q
chr22_q	chr3_q	0.010132929108053	0.989867070891947	C6	C3	FALSE	22q-3q
chr22_q	chr7_p	0.061496027214612	0.938503972785388	C6	C3	FALSE	22q-7p
chr22_q	chr9_q	0.047125837530864	0.952874162469136	C6	C3	FALSE	22q-9q
chr1_q	chr12_q	0.026785640249243	0.973214359750757	C6	C4	FALSE	1q-12q
chr1_q	chr7_q	0.037126279478007	0.962873720521993	C6	C4	FALSE	1q-7q
chr13_q	chr7_q	0.051178511175807	0.948821488824193	C6	C4	FALSE	13q-7q
chr17_q	chr7_q	0.016554658760303	0.983445341239697	C6	C4	FALSE	17q-7q
chr19_q	chr7_q	0.031830625629225	0.968169374370775	C6	C4	FALSE	19q-7q
chr21_q	chr7_q	0.03324193002387	0.96675806997613	C6	C4	FALSE	21q-7q
chr22_q	chr7_q	0.031068553069258	0.968931446930742	C6	C4	FALSE	22q-7q
chr1_q	chr12_p	0.00779051699747602	0.992209483002524	C6	C5	FALSE	1q-12p
chr1_q	chr20_q	0.021902338803879	0.978097661196121	C6	C5	FALSE	1q-20q
chr1_q	chr6_p	0.021289075256649	0.978710924743351	C6	C5	FALSE	1q-6p
chr1_q	chr9_p	0.014066175476525	0.985933824523475	C6	C5	FALSE	1q-9p
chr13_q	chr20_q	0.022029216073753	0.977970783926247	C6	C5	FALSE	13q-20q
chr13_q	chr6_p	0.014451411813089	0.985548588186911	C6	C5	FALSE	13q-6p
chr13_q	chr9_p	0.013451728881642	0.986548271118358	C6	C5	FALSE	13q-9p
chr17_q	chr20_q	0.017760465144016	0.982239534855984	C6	C5	FALSE	17q-20q
chr17_q	chr6_p	0.073425519527615	0.926574480472385	C6	C5	FALSE	17q-6p
chr17_q	chr9_p	0.011751411788288	0.988248588211712	C6	C5	FALSE	17q-9p
chr19_q	chr20_q	0.021158266904924	0.978841733095076	C6	C5	FALSE	19q-20q
chr19_q	chr6_p	0.023177376178707	0.976822623821293	C6	C5	FALSE	19q-6p
chr19_q	chr9_p	0.012970553434667	0.987029446565333	C6	C5	FALSE	19q-9p
chr21_q	chr6_p	0.023248295701078	0.976751704298922	C6	C5	FALSE	21q-6p
chr21_q	chr9_p	0.014395588047844	0.985604411952156	C6	C5	FALSE	21q-9p
chr22_q	chr6_p	0.023651567695177	0.976348432304823	C6	C5	FALSE	22q-6p
chr22_q	chr9_p	0.014080495128968	0.985919504871032	C6	C5	FALSE	22q-9p
chr1_q	chr13_q	0.512603828417707	0.487396171582293	C6	C6	TRUE	1q-13q
chr1_q	chr17_q	0.258077992042652	0.741922007957348	C6	C6	TRUE	1q-17q
chr1_q	chr19_q	0.672530944562732	0.327469055437268	C6	C6	TRUE	1q-19q
chr1_q	chr21_q	0.708536807597407	0.291463192402593	C6	C6	TRUE	1q-21q
chr1_q	chr22_q	0.677470882646692	0.322529117353308	C6	C6	TRUE	1q-22q
chr13_q	chr17_q	0.163348123047521	0.836651876952479	C6	C6	TRUE	13q-17q
chr13_q	chr19_q	0.40787730046834	0.59212269953166	C6	C6	TRUE	13q-19q
chr13_q	chr21_q	0.433832114622447	0.566167885377553	C6	C6	TRUE	13q-21q
chr13_q	chr22_q	0.393169364919574	0.606830635080426	C6	C6	TRUE	13q-22q
chr17_q	chr19_q	0.276335835735807	0.723664164264193	C6	C6	TRUE	17q-19q
chr17_q	chr21_q	0.288642412293394	0.711357587706606	C6	C6	TRUE	17q-21q
chr17_q	chr22_q	0.284532854402562	0.715467145597438	C6	C6	TRUE	17q-22q
chr19_q	chr21_q	0.813078138932615	0.186921861067385	C6	C6	TRUE	19q-21q
chr19_q	chr22_q	0.796843901449064	0.203156098550936	C6	C6	TRUE	19q-22q
chr21_q	chr22_q	0.816915492571146	0.183084507428854	C6	C6	TRUE	21q-22q
