gene_name,copies_in_phrs,genome_wide_copies,gene_biotype,num_chromosomes,chromosomes,in_phrs,in_genome
IGLV10-54,0,1,V_segment,1,chr22,False,True
LOC124903091,0,1,snRNA,1,chr12,False,True
LINC-ROR,0,1,lncRNA,1,chr18,False,True
MIR4314,0,1,miRNA,1,chr17,False,True
ZNF859P,0,1,pseudogene,1,chr1,False,True
TRAF6P1,0,1,pseudogene,1,chr10,False,True
WEE1,0,1,protein_coding,1,chr11,False,True
FOXJ2,0,1,protein_coding,1,chr12,False,True
SEPTIN1,0,1,protein_coding,1,chr16,False,True
RAB27B,0,1,protein_coding,1,chr18,False,True
LOC105373977,0,1,lncRNA,1,chr2,False,True
TLX1NB,0,1,lncRNA,1,chr10,False,True
HMGN2P24,0,1,pseudogene,1,chr3,False,True
BTN2A3P,0,1,transcribed_pseudogene,1,chr6,False,True
RPL23AP88,0,1,pseudogene,1,chr2,False,True
HSP90B3P,0,1,pseudogene,1,chr1,False,True
NRIP3,0,1,protein_coding,1,chr11,False,True
KRT31,0,1,protein_coding,1,chr17,False,True
PPP4R1,0,1,protein_coding,1,chr18,False,True
LOC124902980,0,1,lncRNA,1,chr12,False,True
SNORD9,0,1,snoRNA,1,chr14,False,True
ANKRD44-DT,0,1,lncRNA,1,chr2,False,True
LOC124902537,0,1,lncRNA,1,chr10,False,True
LOC105370126,0,1,lncRNA,1,chr13,False,True
IQSEC1,0,1,protein_coding,1,chr3,False,True
BEND2,0,1,protein_coding,1,chrX,False,True
FAM205A,0,1,protein_coding,1,chr9,False,True
LINC01983,0,1,lncRNA,1,chr3,False,True
CDH16,0,1,protein_coding,1,chr16,False,True
LOC124902120,0,1,lncRNA,1,chr9,False,True
LOC107984225,0,1,lncRNA,1,chr10,False,True
CSNK1A1P1,0,1,transcribed_pseudogene,1,chr15,False,True
S100A12,0,1,protein_coding,1,chr1,False,True
LOC124905956,0,1,protein_coding,1,chr2,False,True
LOC124906139,0,1,pseudogene,1,chr2,False,True
KISS1,0,1,protein_coding,1,chr1,False,True
LOC124904100,0,1,lncRNA,1,chr17,False,True
MED24,0,1,protein_coding,1,chr17,False,True
TMEM51,0,1,protein_coding,1,chr1,False,True
NRIR,0,1,lncRNA,1,chr2,False,True
IQCC,0,1,protein_coding,1,chr1,False,True
POLR3KP2,0,1,pseudogene,1,chr17,False,True
MIRLET7A1,0,1,miRNA,1,chr9,False,True
CIAO2AP2,0,1,pseudogene,1,chr1,False,True
LOC105370047,0,1,lncRNA,1,chr12,False,True
FAAP24,0,1,protein_coding,1,chr19,False,True
PKMP2,0,1,pseudogene,1,chrX,False,True
EFNB2,0,1,protein_coding,1,chr13,False,True
LOC124905116,0,1,lncRNA,1,chr22,False,True
LINC02132,0,1,lncRNA,1,chr16,False,True
UCK1,0,1,protein_coding,1,chr9,False,True
LOC101929510,0,1,lncRNA,1,chr2,False,True
LOC112268181,0,2,pseudogene,1,chr16,False,True
RPS26P53,0,1,pseudogene,1,chr17,False,True
BRINP3-DT,0,1,lncRNA,1,chr1,False,True
RNU4ATAC2P,0,1,pseudogene,1,chr5,False,True
LOC105377778,0,1,lncRNA,1,chr8,False,True
LOC105373068,0,1,lncRNA,1,chr22,False,True
LINC00350,0,1,lncRNA,1,chr13,False,True
LOC124900882,0,1,lncRNA,1,chr4,False,True
NSUN2,0,1,protein_coding,1,chr5,False,True
LOC107986876,0,1,lncRNA,1,chr8,False,True
PFN1P11,0,1,pseudogene,1,chr10,False,True
PGA5,0,1,protein_coding,1,chr11,False,True
LOC105373760,0,1,lncRNA,1,chr2,False,True
OR52T1P,0,1,pseudogene,1,chr11,False,True
TPT1P11,0,1,pseudogene,1,chr2,False,True
MTND2P23,0,1,pseudogene,1,chr2,False,True
LINC02612,0,1,lncRNA,1,chr2,False,True
MIR302F,0,1,miRNA,1,chr18,False,True
MIR1306,0,1,miRNA,1,chr22,False,True
VAV3-AS1,0,1,lncRNA,1,chr1,False,True
RNU6-294P,0,1,pseudogene,1,chr5,False,True
PABPC1L2B-AS1,0,1,lncRNA,1,chrX,False,True
COL22A1,0,1,protein_coding,1,chr8,False,True
BACH2,0,1,protein_coding,1,chr6,False,True
RN7SL863P,0,1,pseudogene,1,chr3,False,True
SDR42E2,0,1,protein_coding,1,chr16,False,True
CALN1,0,1,protein_coding,1,chr7,False,True
FAM111B,0,1,protein_coding,1,chr11,False,True
EXOC7,0,1,protein_coding,1,chr17,False,True
LOC105377940,0,1,lncRNA,1,chr6,False,True
RHBDL3,0,1,protein_coding,1,chr17,False,True
GCNT1,0,1,protein_coding,1,chr9,False,True
NXPH2,0,1,protein_coding,1,chr2,False,True
CLDN6,0,1,protein_coding,1,chr16,False,True
CUL5,0,1,protein_coding,1,chr11,False,True
LOC105374946,0,1,lncRNA,1,chr6,False,True
LOC105378094,0,1,lncRNA,1,chr6,False,True
RNU6-935P,0,1,pseudogene,1,chrX,False,True
E2F3P2,0,1,pseudogene,1,chr2,False,True
LOC124901497,0,1,lncRNA,1,chr6,False,True
VSIG10,0,1,protein_coding,1,chr12,False,True
EMC10,0,1,protein_coding,1,chr19,False,True
MIR4765,0,1,miRNA,1,chr2,False,True
SPTLC1P5,0,1,pseudogene,1,chr13,False,True
LOC100130370,0,1,lncRNA,1,chr17,False,True
LOC105376470,0,1,lncRNA,1,chr10,False,True
CCDC200,0,1,protein_coding,1,chr17,False,True
OR5S1P,0,1,pseudogene,1,chr2,False,True
VN1R27P,0,1,pseudogene,1,chr7,False,True
CTTNBP2NL,0,1,protein_coding,1,chr1,False,True
LOC101928859,0,1,lncRNA,1,chr10,False,True
LOC105372252,0,1,lncRNA,1,chr19,False,True
MIR4758,0,1,miRNA,1,chr20,False,True
AK4P2,0,1,pseudogene,1,chr5,False,True
RPL29P14,0,1,pseudogene,1,chr5,False,True
LOC105376158,0,1,lncRNA,1,chr9,False,True
EML5,0,1,protein_coding,1,chr14,False,True
IGKV3OR22-2,0,1,pseudogene,1,chr22,False,True
RPL23AP23,0,1,pseudogene,1,chr1,False,True
IGF2BP2,0,1,protein_coding,1,chr3,False,True
LOC100124402,0,1,pseudogene,1,chr7,False,True
KIAA2012,0,1,protein_coding,1,chr2,False,True
LOC105377515,0,1,lncRNA,1,chr4,False,True
LINC02677,0,1,lncRNA,1,chr10,False,True
LOC124903190,0,1,lncRNA,1,chr13,False,True
RN7SL127P,0,1,pseudogene,1,chr4,False,True
LINC02511,0,1,lncRNA,1,chr4,False,True
MYH11,0,1,protein_coding,1,chr16,False,True
NLRP4,0,1,protein_coding,1,chr19,False,True
TWF2-DT,0,1,lncRNA,1,chr3,False,True
LOC101060274,0,1,transcribed_pseudogene,1,chrX,False,True
LOC107987095,0,1,lncRNA,1,chr9,False,True
LINC02377,0,1,lncRNA,1,chr4,False,True
ZDHHC19,0,1,protein_coding,1,chr3,False,True
REEP2,0,1,protein_coding,1,chr5,False,True
GRB10,0,1,protein_coding,1,chr7,False,True
LOC105369435,0,1,lncRNA,1,chr11,False,True
SLC5A6,0,1,protein_coding,1,chr2,False,True
SNORD70B,0,1,snoRNA,1,chr2,False,True
HAUS5-DT,0,1,lncRNA,1,chr19,False,True
LOC729558,0,1,lncRNA,1,chr4,False,True
LOC124903795,0,1,snoRNA,1,chr16,False,True
MTND6P13,0,1,pseudogene,1,chrX,False,True
ABCG8,0,1,protein_coding,1,chr2,False,True
RNA5SP170,0,1,pseudogene,1,chr4,False,True
N4BP2L2-IT2,0,1,lncRNA,1,chr13,False,True
LOC124904934,0,1,lncRNA,1,chr20,False,True
TXN2P1,0,1,pseudogene,1,chr1,False,True
MIR3192,0,1,miRNA,1,chr20,False,True
SNORA17B,0,1,snoRNA,1,chr9,False,True
RNA5SP526,0,5,pseudogene,1,chr17,False,True
RNU1-19P,0,1,pseudogene,1,chr10,False,True
LOC105372462,0,1,lncRNA,1,chr19,False,True
GATA2-AS1,0,1,lncRNA,1,chr3,False,True
LINC01667,0,2,lncRNA,2,"chr14,chr21",False,True
LOC107985485,0,1,lncRNA,1,chr21,False,True
SNHG1,0,1,lncRNA,1,chr11,False,True
GTF2IP2,0,1,pseudogene,1,chr21,False,True
LOC124901289,0,3,lncRNA,1,chr6,False,True
RNU6-927P,0,1,pseudogene,1,chr12,False,True
RPS6KA6,0,1,protein_coding,1,chrX,False,True
LOC100289518,0,1,pseudogene,1,chr11,False,True
MIR6888,0,1,miRNA,1,chr2,False,True
LOC107986042,0,1,lncRNA,1,chr3,False,True
LRTOMT,0,1,protein_coding,1,chr11,False,True
LINC01107,0,1,lncRNA,1,chr2,False,True
LINC01635,0,1,lncRNA,1,chr1,False,True
ABHD14A-ACY1,0,1,protein_coding,1,chr3,False,True
RPL7P25,0,1,pseudogene,1,chr6,False,True
PARD6A,0,1,protein_coding,1,chr16,False,True
FOSL2-AS1,0,1,lncRNA,1,chr2,False,True
PHF13,0,1,protein_coding,1,chr1,False,True
TMEM88B,0,1,protein_coding,1,chr1,False,True
MIR12121,0,1,miRNA,1,chr14,False,True
LOC105378565,0,1,lncRNA,1,chr10,False,True
RNA5SP98,0,1,pseudogene,1,chr2,False,True
BGN,0,1,protein_coding,1,chrX,False,True
LOC105373549,0,1,lncRNA,1,chr2,False,True
LOC107986995,0,5,lncRNA,1,chr9,False,True
RNU6-74P,0,1,pseudogene,1,chr13,False,True
MIR4738,0,1,miRNA,1,chr17,False,True
CAPN1,0,1,protein_coding,1,chr11,False,True
LOC105372228,0,1,lncRNA,1,chr18,False,True
MIR6835,0,1,miRNA,1,chr6,False,True
RPL37P18,0,1,pseudogene,1,chr10,False,True
LOC105370532,0,1,lncRNA,1,chr14,False,True
LOC105372497,0,1,lncRNA,1,chr20,False,True
LOC107985977,0,1,lncRNA,1,chr2,False,True
LINC02468,0,1,lncRNA,1,chr12,False,True
FCMR,0,1,protein_coding,1,chr1,False,True
LOC124909461,0,1,protein_coding,1,chr3,False,True
LOC105377438,0,1,lncRNA,1,chr4,False,True
GMNC,0,1,protein_coding,1,chr3,False,True
SCN5A,0,1,protein_coding,1,chr3,False,True
SLCO1B1,0,1,protein_coding,1,chr12,False,True
LOC100422713,0,1,pseudogene,1,chr16,False,True
GJE1,0,1,protein_coding,1,chr6,False,True
BCAR3,0,1,protein_coding,1,chr1,False,True
GUCA1C,0,1,protein_coding,1,chr3,False,True
LOC389834,0,2,transcribed_pseudogene,2,"chr13,chr15",False,True
LOC105375168,0,1,lncRNA,1,chr7,False,True
MUC1,0,1,protein_coding,1,chr1,False,True
RNU6-458P,0,1,pseudogene,1,chr14,False,True
RNU6-1052P,0,1,pseudogene,1,chr7,False,True
LOC105376225,0,1,lncRNA,1,chr9,False,True
ERLNC1,0,1,lncRNA,1,chr1,False,True
LOC105375101,0,1,lncRNA,1,chr6,False,True
FXYD6-AS1,0,1,lncRNA,1,chr11,False,True
RPS24P3,0,1,pseudogene,1,chr14,False,True
LIPM,0,1,protein_coding,1,chr10,False,True
KNOP1P5,0,1,pseudogene,1,chr8,False,True
HNRNPCP6,0,1,pseudogene,1,chr11,False,True
MIR4520-1,0,1,miRNA,1,chr17,False,True
LOC105377168,0,1,lncRNA,1,chr3,False,True
PTGFRN,0,1,protein_coding,1,chr1,False,True
DNAI1,0,1,protein_coding,1,chr9,False,True
RNU4-88P,0,1,pseudogene,1,chr1,False,True
LOC124900557,0,1,snoRNA,1,chr3,False,True
LOC107986772,0,1,lncRNA,1,chr7,False,True
EIF2S2P6,0,1,pseudogene,1,chr11,False,True
RN7SKP99,0,1,pseudogene,1,chr14,False,True
MT1H,0,1,protein_coding,1,chr16,False,True
RN7SKP135,0,1,pseudogene,1,chr8,False,True
IGHV1-69-2,0,1,V_segment,1,chr2,False,True
MXD3,0,1,protein_coding,1,chr5,False,True
LOC100132154,0,1,transcribed_pseudogene,1,chr9,False,True
GRIK1-AS2,0,1,lncRNA,1,chr21,False,True
MIR555,0,1,miRNA,1,chr1,False,True
CD24P3,0,1,pseudogene,1,chr20,False,True
LOC100996375,0,1,pseudogene,1,chr21,False,True
RPL39P10,0,1,pseudogene,1,chr1,False,True
FAM20A,0,1,protein_coding,1,chr17,False,True
NAT9,0,1,protein_coding,1,chr17,False,True
LOC105373399,0,1,lncRNA,1,chr2,False,True
TRIM47,0,1,protein_coding,1,chr17,False,True
LOC124905084,0,1,lncRNA,1,chr22,False,True
CPE,0,1,protein_coding,1,chr4,False,True
IGKV1OR2-2,0,1,pseudogene,1,chr2,False,True
CCDC140,0,1,lncRNA,1,chr2,False,True
RPSAP59,0,1,pseudogene,1,chrX,False,True
CXXC5,0,1,protein_coding,1,chr5,False,True
TIMM29,0,1,protein_coding,1,chr19,False,True
LOC105377993,0,1,lncRNA,1,chr6,False,True
EPS8L1,0,1,protein_coding,1,chr19,False,True
LOC124902921,0,1,lncRNA,1,chr12,False,True
TRD-GTC2-7,0,1,tRNA,1,chr6,False,True
GANC,0,1,protein_coding,1,chr15,False,True
LOC124901138,0,1,lncRNA,1,chr5,False,True
CAVIN3,0,1,protein_coding,1,chr11,False,True
RNA5SP39,0,1,pseudogene,1,chr13,False,True
TBC1D14,0,1,protein_coding,1,chr4,False,True
SP6,0,1,protein_coding,1,chr17,False,True
RPL32P19,0,1,pseudogene,1,chr8,False,True
LOC107986872,0,1,lncRNA,1,chr8,False,True
LOC105371725,0,1,lncRNA,1,chr17,False,True
LOC124901636,0,1,lncRNA,1,chr7,False,True
LOC124900929,0,1,lncRNA,1,chr5,False,True
CCDC81,0,1,protein_coding,1,chr11,False,True
AGGF1P7,0,1,pseudogene,1,chr16,False,True
MYCT1,0,1,protein_coding,1,chr6,False,True
GLUD1,0,1,protein_coding,1,chr10,False,True
HOOK3,0,1,protein_coding,1,chr8,False,True
LOC124901127,0,1,lncRNA,1,chr5,False,True
TRBV9,0,1,V_segment,1,chr7,False,True
TRK-CTT8-1,0,1,tRNA,1,chr16,False,True
NPSR1,0,1,protein_coding,1,chr7,False,True
LOC124904594,0,4,lncRNA,1,chr1,False,True
LOC105376045,0,2,lncRNA,1,chr9,False,True
EDN3,0,1,protein_coding,1,chr20,False,True
LOC388104,0,1,pseudogene,1,chr15,False,True
LINC01945,0,2,lncRNA,2,"chr18,chr2",False,True
LOC112268012,0,1,lncRNA,1,chr7,False,True
CLIC1,0,1,protein_coding,1,chr6,False,True
COX17,0,1,protein_coding,1,chr3,False,True
LOC124904062,0,1,lncRNA,1,chr17,False,True
LOC728811,0,1,pseudogene,1,chr4,False,True
LSM14B,0,1,protein_coding,1,chr20,False,True
RNY4P11,0,1,pseudogene,1,chr20,False,True
PPP4R4,0,1,protein_coding,1,chr14,False,True
SNORD115-46,0,1,snoRNA,1,chr15,False,True
ZBTB24,0,1,protein_coding,1,chr6,False,True
XRCC6P3,0,1,pseudogene,1,chr1,False,True
NT5C1B,0,1,protein_coding,1,chr2,False,True
ERVK3-1,0,1,protein_coding,1,chr19,False,True
LOC101928128,0,1,lncRNA,1,chrX,False,True
TMSB4XP5,0,1,pseudogene,1,chr11,False,True
RNU6-711P,0,1,pseudogene,1,chr17,False,True
LOC100128686,0,1,pseudogene,1,chr8,False,True
RN7SL180P,0,1,pseudogene,1,chr1,False,True
LOC124902310,0,1,lncRNA,1,chr9,False,True
LOC105377731,0,1,lncRNA,1,chr5,False,True
RNA5SP337,0,1,pseudogene,1,chr11,False,True
SLC26A10,0,1,transcribed_pseudogene,1,chr12,False,True
EIF4EBP2,0,1,protein_coding,1,chr10,False,True
MAP1LC3B2,0,1,protein_coding,1,chr12,False,True
MIR1289-2,0,1,miRNA,1,chr5,False,True
MXRA8,0,1,protein_coding,1,chr1,False,True
PPP1R3D,0,1,protein_coding,1,chr20,False,True
LOC730110,0,1,pseudogene,1,chr9,False,True
MIR663AHG,0,1,lncRNA,1,chr20,False,True
COX7A2L,0,1,protein_coding,1,chr2,False,True
TPTE2P6,0,1,transcribed_pseudogene,1,chr13,False,True
LOC105370021,0,1,lncRNA,1,chr12,False,True
AP1M1,0,1,protein_coding,1,chr19,False,True
UBE2Q1,0,1,protein_coding,1,chr1,False,True
TUB-AS1,0,1,lncRNA,1,chr11,False,True
LOC105378844,0,1,lncRNA,1,chr1,False,True
LOC107985843,0,1,lncRNA,1,chr2,False,True
CCR3,0,1,protein_coding,1,chr3,False,True
LINC00882,0,1,lncRNA,1,chr3,False,True
LINC01393,0,1,lncRNA,1,chr7,False,True
ELDR,0,1,lncRNA,1,chr7,False,True
DUXAP9,0,1,transcribed_pseudogene,1,chr14,False,True
BOLA3-DT,0,1,lncRNA,1,chr2,False,True
VN1R38P,0,1,pseudogene,1,chr7,False,True
C9orf43,0,1,protein_coding,1,chr9,False,True
MIR4708,0,1,miRNA,1,chr14,False,True
LOC107984839,0,1,lncRNA,1,chr16,False,True
LOC100419845,0,1,pseudogene,1,chr19,False,True
TBCEL,0,1,protein_coding,1,chr11,False,True
ARHGEF2-AS1,0,1,lncRNA,1,chr1,False,True
EEF1GP3,0,1,pseudogene,1,chr3,False,True
TUBAP10,0,1,pseudogene,1,chr4,False,True
PRAMEF9,0,1,protein_coding,1,chr1,False,True
TULP4,0,1,protein_coding,1,chr6,False,True
THRAP3,0,1,protein_coding,1,chr1,False,True
FAM74A3,0,1,lncRNA,1,chr9,False,True
OR5I1,0,1,protein_coding,1,chr11,False,True
LOC124903313,0,1,lncRNA,1,chr14,False,True
UNC93B7,0,1,pseudogene,1,chr4,False,True
SNX30,0,1,protein_coding,1,chr9,False,True
RNU7-64P,0,1,pseudogene,1,chr2,False,True
GNG7,0,1,protein_coding,1,chr19,False,True
RNU6-1105P,0,1,pseudogene,1,chr3,False,True
RPL10AP13,0,1,pseudogene,1,chr18,False,True
LOC105370301,0,1,lncRNA,1,chr13,False,True
ARHGAP9,0,1,protein_coding,1,chr12,False,True
RPS2P32,0,1,transcribed_pseudogene,1,chr7,False,True
TOP3BP1,0,1,pseudogene,1,chr22,False,True
LOC124902108,0,1,lncRNA,1,chr9,False,True
CEACAM4,0,1,protein_coding,1,chr19,False,True
LOC101927823,0,1,lncRNA,1,chr9,False,True
MANCR,0,1,lncRNA,1,chr10,False,True
LOC105378490,0,1,lncRNA,1,chr10,False,True
UROD,0,1,protein_coding,1,chr1,False,True
SAA3P,0,1,transcribed_pseudogene,1,chr11,False,True
PRG1,0,2,lncRNA,1,chr19,False,True
LOC105371973,0,1,lncRNA,1,chr18,False,True
MCRIP2P1,0,1,pseudogene,1,chrX,False,True
RN7SKP61,0,1,pseudogene,1,chr3,False,True
RPL30P7,0,1,pseudogene,1,chr5,False,True
ZFR,0,1,protein_coding,1,chr5,False,True
IGKV2-40,0,1,V_segment,1,chr2,False,True
CLDN34,0,1,protein_coding,1,chrX,False,True
LOC105369832,0,1,lncRNA,1,chr12,False,True
SNORD58C,0,1,snoRNA,1,chr18,False,True
MIR1301,0,1,miRNA,1,chr2,False,True
MIR3654,0,1,miRNA,1,chr7,False,True
ZNF681,0,1,protein_coding,1,chr19,False,True
LOC105376040,0,1,lncRNA,1,chr9,False,True
SST,0,1,protein_coding,1,chr3,False,True
LOC124903598,0,1,snoRNA,1,chr15,False,True
LOC101929650,18,1,lncRNA,1,chr17,True,True
AEN,0,1,protein_coding,1,chr15,False,True
RPL21P65,0,1,pseudogene,1,chr6,False,True
ZNF593,0,1,protein_coding,1,chr1,False,True
MAPK8IP3-AS1,0,1,lncRNA,1,chr16,False,True
MAGED4B,0,1,protein_coding,1,chrX,False,True
PMIS2,0,1,protein_coding,1,chr19,False,True
NUTF2P8,0,1,pseudogene,1,chr2,False,True
GARRE1,0,1,protein_coding,1,chr19,False,True
LOC100419014,0,1,pseudogene,1,chr17,False,True
LOC124907966,0,1,lncRNA,1,chr2,False,True
PCP4,0,1,protein_coding,1,chr21,False,True
HOXB-AS3,0,1,lncRNA,1,chr17,False,True
LOC107987221,0,4,lncRNA,1,chr15,False,True
OR5BD1P,0,1,pseudogene,1,chr11,False,True
TMPRSS11E,0,1,protein_coding,1,chr4,False,True
SNRPCP9,0,1,pseudogene,1,chr7,False,True
FBXO10,0,1,protein_coding,1,chr9,False,True
RNU6-1293P,0,1,pseudogene,1,chr9,False,True
LOC124904644,0,1,lncRNA,1,chr19,False,True
LOC105372335,0,1,lncRNA,1,chr19,False,True
CSN1S1,0,1,protein_coding,1,chr4,False,True
LOC105372211,0,1,lncRNA,1,chr18,False,True
KRTAP10-9,0,1,protein_coding,1,chr21,False,True
LOC124904124,0,1,snoRNA,1,chr17,False,True
RNU6-701P,0,1,pseudogene,1,chr5,False,True
MTCO3P21,0,1,pseudogene,1,chr1,False,True
LINC02907,0,1,lncRNA,1,chr9,False,True
PIGW,0,1,protein_coding,1,chr17,False,True
LOC107985941,0,1,lncRNA,1,chr2,False,True
CPSF4L,0,1,protein_coding,1,chr17,False,True
CDY23P,0,1,pseudogene,1,chrY,False,True
GABRA6,0,1,protein_coding,1,chr5,False,True
RNA5SP71,0,1,pseudogene,1,chr1,False,True
KLK7,0,1,protein_coding,1,chr19,False,True
MIR4271,0,1,miRNA,1,chr3,False,True
C10orf126,0,1,lncRNA,1,chr10,False,True
MIR3186,0,1,miRNA,1,chr17,False,True
LOC107985641,0,1,pseudogene,1,chrX,False,True
NDUFA6-DT,0,1,lncRNA,1,chr22,False,True
LOC100130063,0,1,pseudogene,1,chr5,False,True
SPAST,0,1,protein_coding,1,chr2,False,True
OSBPL10,0,1,protein_coding,1,chr3,False,True
SETP6,0,1,pseudogene,1,chr3,False,True
LOC124901841,0,1,snoRNA,1,chr7,False,True
LOC105371746,0,1,lncRNA,1,chr17,False,True
ZFP64,0,1,protein_coding,1,chr20,False,True
ZNF454,0,1,protein_coding,1,chr5,False,True
LOC105375861,0,1,lncRNA,1,chr8,False,True
ANKRD44-AS1,0,1,lncRNA,1,chr2,False,True
SLC4A10,0,1,protein_coding,1,chr2,False,True
STPG2-AS1,0,1,lncRNA,1,chr4,False,True
ZNF449,0,1,protein_coding,1,chrX,False,True
HNRNPCP3,0,1,pseudogene,1,chr15,False,True
FBXW2,0,1,protein_coding,1,chr9,False,True
LOC124902391,0,1,lncRNA,1,chr10,False,True
LOC124901900,0,1,lncRNA,1,chr8,False,True
WWP1P1,0,1,pseudogene,1,chr3,False,True
GDA,0,1,protein_coding,1,chr9,False,True
CALHM1,0,1,protein_coding,1,chr10,False,True
GCSHP4,0,1,pseudogene,1,chr12,False,True
PANX2,0,1,protein_coding,1,chr22,False,True
CXCL13,0,1,protein_coding,1,chr4,False,True
SERTAD1,0,1,protein_coding,1,chr19,False,True
IGLV7-43,0,1,V_segment,1,chr22,False,True
TRAJ14,0,1,J_segment,1,chr14,False,True
MDGA1,0,1,protein_coding,1,chr6,False,True
ICE2,0,1,protein_coding,1,chr15,False,True
PWRN1,0,1,lncRNA,1,chr15,False,True
SERPINC1,0,1,protein_coding,1,chr1,False,True
ABT1,0,1,protein_coding,1,chr6,False,True
LOC124905087,0,4,lncRNA,2,"chr2,chr22",False,True
LOC124906217,0,1,lncRNA,1,chr3,False,True
AGPS,0,1,protein_coding,1,chr2,False,True
RNU6-1288P,0,1,pseudogene,1,chr2,False,True
LOC124901528,0,1,snoRNA,1,chr6,False,True
MTRNR2L2,0,1,pseudogene,1,chr5,False,True
TUBB8P4,0,1,pseudogene,1,chr12,False,True
LOC124903928,0,1,lncRNA,1,chr17,False,True
MIR194-2,0,1,miRNA,1,chr11,False,True
DPP10,0,1,protein_coding,1,chr2,False,True
RNA5SP358,0,1,pseudogene,1,chr12,False,True
MIR1304,0,1,miRNA,1,chr11,False,True
NUDC,0,1,protein_coding,1,chr1,False,True
LOC107986832,0,1,lncRNA,1,chr7,False,True
RN7SKP102,0,1,pseudogene,1,chr2,False,True
RPL26P28,0,1,pseudogene,1,chr10,False,True
ELFN1-AS1,0,1,lncRNA,1,chr7,False,True
CNOT6LP1,0,1,pseudogene,1,chr15,False,True
CTSB,0,1,protein_coding,1,chr8,False,True
LOC112268174,0,3,lncRNA,1,chr16,False,True
TRG-CCC7-1,0,1,pseudogene,1,chr2,False,True
SLC25A1P4,0,1,pseudogene,1,chr16,False,True
RPL29P32,0,1,pseudogene,1,chr18,False,True
ZC3H12A-DT,0,1,lncRNA,1,chr1,False,True
LOC105374527,0,1,lncRNA,1,chr4,False,True
NEK10,0,1,protein_coding,1,chr3,False,True
LINC02410,0,1,lncRNA,1,chr12,False,True
CHMP4B,0,1,protein_coding,1,chr20,False,True
CACNA1B,0,1,protein_coding,1,chr9,False,True
MYL12A,0,1,protein_coding,1,chr18,False,True
LOC100419795,0,1,pseudogene,1,chrX,False,True
MFSD6,0,1,protein_coding,1,chr2,False,True
RPRML,0,1,protein_coding,1,chr17,False,True
MOSPD3,0,1,protein_coding,1,chr7,False,True
LOC124904698,0,1,lncRNA,1,chr19,False,True
LOC105378409,0,1,lncRNA,1,chr10,False,True
RPL6P31,0,1,pseudogene,1,chr1,False,True
LOC100286942,0,1,pseudogene,1,chr15,False,True
RBM22P2,0,1,pseudogene,1,chr13,False,True
LOC107984819,0,1,lncRNA,1,chr16,False,True
LOC124903159,0,1,lncRNA,1,chr13,False,True
OR7E18P,0,1,pseudogene,1,chr19,False,True
H3-5,0,1,protein_coding,1,chr12,False,True
MIR4420,0,1,miRNA,1,chr1,False,True
GPR35,0,1,protein_coding,1,chr2,False,True
CD180,0,1,protein_coding,1,chr5,False,True
LOC105374890,0,1,lncRNA,1,chr6,False,True
KCTD1,0,1,protein_coding,1,chr18,False,True
GIPC3,0,1,protein_coding,1,chr19,False,True
M6PRP1,0,1,pseudogene,1,chrX,False,True
LOC124900708,0,1,lncRNA,1,chr4,False,True
SNORD13,0,1,snoRNA,1,chr8,False,True
LOC101928495,0,1,lncRNA,1,chrX,False,True
MIR431,0,1,miRNA,1,chr14,False,True
LOC728452,0,2,pseudogene,1,chr5,False,True
PGBD1,0,1,protein_coding,1,chr6,False,True
LOC124905064,0,1,pseudogene,1,chr21,False,True
MIR941-2,0,3,miRNA,1,chr20,False,True
PCDHGA5,0,1,protein_coding,1,chr5,False,True
MAP3K9-DT,0,1,lncRNA,1,chr14,False,True
CLSTN1,0,1,protein_coding,1,chr1,False,True
MIR548I1,0,10,miRNA,3,"chr11,chr3,chr8",False,True
PRSS52P,0,1,pseudogene,1,chr8,False,True
LINC01232,0,1,lncRNA,1,chr13,False,True
SOX5,0,1,protein_coding,1,chr12,False,True
RPS3AP15,0,1,pseudogene,1,chr3,False,True
MRPS18A,0,1,protein_coding,1,chr6,False,True
HIPK3,0,1,protein_coding,1,chr11,False,True
A2M,0,1,protein_coding,1,chr12,False,True
LOC107985086,0,1,lncRNA,1,chr17,False,True
HSF1,0,1,protein_coding,1,chr8,False,True
ANGPTL7,0,1,protein_coding,1,chr1,False,True
LOC100996318,0,1,lncRNA,1,chr1,False,True
RPL28P1,0,1,pseudogene,1,chr3,False,True
C4BPB,0,1,protein_coding,1,chr1,False,True
ELAC2,0,1,protein_coding,1,chr17,False,True
ARL2BPP6,0,1,pseudogene,1,chr5,False,True
RPS17P13,0,1,pseudogene,1,chr7,False,True
IFNWP19,0,1,pseudogene,1,chr9,False,True
OR4A12P,0,1,pseudogene,1,chr11,False,True
RN7SKP12,0,1,pseudogene,1,chr1,False,True
LOC124905335,0,2,lncRNA,2,"chr1,chr6",False,True
LOC105373902,0,1,lncRNA,1,chr2,False,True
PIP5K1P1,0,1,transcribed_pseudogene,1,chr6,False,True
C5,0,1,protein_coding,1,chr9,False,True
LINC01290,0,1,lncRNA,1,chr16,False,True
LOC124900913,0,1,pseudogene,1,chr4,False,True
LOC124902845,0,1,pseudogene,1,chr11,False,True
LOC107985417,0,1,lncRNA,1,chr1,False,True
SMARCA1,0,1,protein_coding,1,chrX,False,True
LOC100127965,0,1,pseudogene,1,chr16,False,True
