panel_order	panel_id	panel_label	query_name	query_chrom	arm	query_length	zoom_bp	query_start	query_end	relative_start	relative_end	window_overlap_bp	target_chrom	target_bucket	target_name	same_identity	inter_identity	delta_identity	intersection	inter_group_a	inter_group_b
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	300000	302000	300000	302000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.814923	0.999000	0.184077	1998	PAN011#joint#h1_chr14:466197-468197	PAN027#2#chr22:300000-302000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	302000	304000	302000	304000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.976989	0.999000	0.022011	1998	PAN011#joint#h1_chr14:468197-470197	PAN027#2#chr22:302000-304000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	304000	306000	304000	306000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.910196	0.995000	0.084804	1990	PAN011#joint#h1_chr14:470197-472197	PAN027#2#chr22:304000-306000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	316000	318000	316000	318000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.841138	0.841470	0.000333	1465	PAN011#joint#h2_chr13:557536-559018	PAN027#2#chr22:316000-318000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	320000	322000	320000	322000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.977666	0.982754	0.005088	1966	PAN011#joint#h1_chr14:486238-488239	PAN027#2#chr22:320000-322000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	322000	324000	322000	324000	2000	chr13	chr13	PAN011#joint#h1_chr13	0.990996	0.991496	0.000500	1982	PAN011#joint#h1_chr13:452864-454862	PAN027#2#chr22:322000-324000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	324000	326000	324000	326000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.986733	0.987747	0.001014	1975	PAN011#joint#h1_chr14:489990-491989	PAN027#2#chr22:324000-326000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	326000	328000	326000	328000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.983762	0.997999	0.014237	1995	PAN011#joint#h1_chr14:491989-493987	PAN027#2#chr22:326000-328000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	328000	330000	328000	330000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.986740	0.999500	0.012760	1999	PAN011#joint#h1_chr14:493987-495987	PAN027#2#chr22:328000-330000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	330000	332000	330000	332000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.989500	0.998750	0.009250	1997	PAN011#joint#h1_chr14:495987-497986	PAN027#2#chr22:330000-332000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	332000	334000	332000	334000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.985753	0.996502	0.010748	1994	PAN011#joint#h1_chr14:497986-499988	PAN027#2#chr22:332000-334000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	334000	336000	334000	336000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.981491	0.998000	0.016509	1996	PAN011#joint#h1_chr14:499988-501988	PAN027#2#chr22:334000-336000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	336000	338000	336000	338000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.982491	0.997000	0.014509	1994	PAN011#joint#h1_chr14:501988-503988	PAN027#2#chr22:336000-338000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	338000	340000	338000	340000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.983500	1.000000	0.016500	2000	PAN011#joint#h1_chr14:503988-505988	PAN027#2#chr22:338000-340000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	340000	342000	340000	342000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.983059	0.996495	0.013436	1990	PAN011#joint#h1_chr14:505988-507982	PAN027#2#chr22:340000-342000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	342000	344000	342000	344000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.990752	0.999000	0.008247	1997	PAN011#joint#h1_chr14:507982-509980	PAN027#2#chr22:342000-344000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	344000	346000	344000	346000	2000	chr14	chr14	PAN011#joint#h2_chr14	0.867355	0.994497	0.127142	1988	PAN011#joint#h2_chr14:265770-267768	PAN027#2#chr22:344000-346000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	398000	400000	398000	400000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.387690	0.999500	0.611810	1999	PAN011#joint#h1_chr14:563906-565906	PAN027#2#chr22:398000-400000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	400000	402000	400000	402000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.986240	0.998750	0.012511	1998	PAN011#joint#h1_chr14:565906-567907	PAN027#2#chr22:400000-402000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	402000	404000	402000	404000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.985486	0.995998	0.010513	1991	PAN011#joint#h1_chr14:567907-569905	PAN027#2#chr22:402000-404000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	404000	406000	404000	406000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.989495	0.997251	0.007756	1995	PAN011#joint#h1_chr14:569905-571906	PAN027#2#chr22:404000-406000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	406000	408000	406000	408000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.986493	0.999750	0.013257	2000	PAN011#joint#h1_chr14:571906-573907	PAN027#2#chr22:406000-408000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	408000	410000	408000	410000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.982000	0.998500	0.016500	1997	PAN011#joint#h1_chr14:573907-575907	PAN027#2#chr22:408000-410000
2	chr22_p	chr22p acrocentric	PAN027#2#chr22	chr22	p	48384128	500000	410000	412000	410000	412000	2000	chr14	chr14	PAN011#joint#h1_chr14	0.005982	0.999000	0.993018	1998	PAN011#joint#h1_chr14:575907-577907	PAN027#2#chr22:410000-412000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182138000	182140000	9871	11871	2000	chr6	other	PAN011#joint#h2_chr6	0.491926	0.756506	0.264579	1221	PAN011#joint#h2_chr6:172011936-172013164	PAN027#2#chr5:182138000-182140000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182136000	182138000	11871	13871	2000	chr11	other	PAN011#joint#h2_chr11	0.991744	0.995502	0.003758	1992	PAN011#joint#h2_chr11:7074-9076	PAN027#2#chr5:182136000-182138000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182132000	182134000	15871	17871	2000	chr6	other	PAN011#joint#h2_chr6	0.995249	0.997000	0.001751	1994	PAN011#joint#h2_chr6:172005935-172007935	PAN027#2#chr5:182132000-182134000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182128000	182130000	19871	21871	2000	chr17	other	PAN011#joint#h2_chr17	0.996002	0.997749	0.001747	1995	PAN011#joint#h2_chr17:83663656-83665655	PAN027#2#chr5:182128000-182130000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182126000	182128000	21871	23871	2000	chr6	other	PAN011#joint#h2_chr6	0.996500	0.998000	0.001500	1996	PAN011#joint#h2_chr6:171999936-172001936	PAN027#2#chr5:182126000-182128000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182124000	182126000	23871	25871	2000	chr17	other	PAN011#joint#h2_chr17	0.997249	0.998501	0.001252	1998	PAN011#joint#h2_chr17:83659654-83661656	PAN027#2#chr5:182124000-182126000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182122000	182124000	25871	27871	2000	chr6	other	PAN011#joint#h2_chr6	0.993748	0.996251	0.002503	1993	PAN011#joint#h2_chr6:171995948-171997949	PAN027#2#chr5:182122000-182124000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182116000	182118000	31871	33871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.714240	0.975745	0.261506	1931	PAN011#joint#h2_chr1:25389-27347	PAN027#2#chr5:182116000-182118000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182104000	182106000	43871	45871	2000	chr6	other	PAN011#joint#h2_chr6	0.097004	0.996500	0.899496	1993	PAN011#joint#h2_chr6:51047-53047	PAN027#2#chr5:182104000-182106000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182102000	182104000	45871	47871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.650282	0.668881	0.018598	1007	PAN011#joint#h2_chr1:41565-42576	PAN027#2#chr5:182102000-182104000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182100000	182102000	47871	49871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.992248	0.998500	0.006252	1997	PAN011#joint#h2_chr1:42576-44576	PAN027#2#chr5:182100000-182102000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182098000	182100000	49871	51871	2000	chr6	other	PAN011#joint#h2_chr6	0.992986	0.998250	0.005264	1996	PAN011#joint#h2_chr6:171972226-171974225	PAN027#2#chr5:182098000-182100000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182096000	182098000	51871	53871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.993755	0.997501	0.003747	1996	PAN011#joint#h2_chr1:46575-48577	PAN027#2#chr5:182096000-182098000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182094000	182096000	53871	55871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.993500	0.996000	0.002500	1992	PAN011#joint#h2_chr1:48577-50577	PAN027#2#chr5:182094000-182096000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182092000	182094000	55871	57871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.985536	0.998500	0.012964	1997	PAN011#joint#h2_chr1:50577-52577	PAN027#2#chr5:182092000-182094000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182090000	182092000	57871	59871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.988060	0.993991	0.005931	1985	PAN011#joint#h2_chr1:52577-54571	PAN027#2#chr5:182090000-182092000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182088000	182090000	59871	61871	2000	chr11	other	PAN011#joint#h2_chr11	0.991534	0.994992	0.003459	1987	PAN011#joint#h2_chr11:53238-55232	PAN027#2#chr5:182088000-182090000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182084000	182086000	63871	65871	2000	chr6	other	PAN011#joint#h2_chr6	0.995751	0.997000	0.001249	1994	PAN011#joint#h2_chr6:71184-73184	PAN027#2#chr5:182084000-182086000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182080000	182082000	67871	69871	2000	chr6	other	PAN011#joint#h1_chr6	0.998000	0.998750	0.000750	1997	PAN011#joint#h1_chr6:171362903-171364902	PAN027#2#chr5:182080000-182082000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182078000	182080000	69871	71871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.997500	0.998250	0.000750	1996	PAN011#joint#h2_chr1:70420-72419	PAN027#2#chr5:182078000-182080000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182076000	182078000	71871	73871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.998250	1.000000	0.001750	2000	PAN011#joint#h2_chr1:72419-74419	PAN027#2#chr5:182076000-182078000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182074000	182076000	73871	75871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.996749	0.999000	0.002251	1998	PAN011#joint#h2_chr1:74419-76419	PAN027#2#chr5:182074000-182076000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182072000	182074000	75871	77871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.996748	0.999251	0.002503	2000	PAN011#joint#h2_chr1:76419-78422	PAN027#2#chr5:182072000-182074000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182070000	182072000	77871	79871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.996251	0.996997	0.000746	1992	PAN011#joint#h2_chr1:78422-80418	PAN027#2#chr5:182070000-182072000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182068000	182070000	79871	81871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.992056	1.000000	0.007944	2000	PAN011#joint#h2_chr1:80418-82418	PAN027#2#chr5:182068000-182070000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182066000	182068000	81871	83871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.992455	0.997498	0.005043	1993	PAN011#joint#h2_chr1:82418-84414	PAN027#2#chr5:182066000-182068000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182064000	182066000	83871	85871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.994000	0.999000	0.005000	1998	PAN011#joint#h2_chr1:84414-86414	PAN027#2#chr5:182064000-182066000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182062000	182064000	85871	87871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.999000	1.000000	0.001000	2000	PAN011#joint#h2_chr1:86414-88414	PAN027#2#chr5:182062000-182064000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182060000	182062000	87871	89871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.998500	0.999000	0.000500	1998	PAN011#joint#h2_chr1:88414-90414	PAN027#2#chr5:182060000-182062000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182058000	182060000	89871	91871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.997000	0.999000	0.002000	1998	PAN011#joint#h2_chr1:90414-92414	PAN027#2#chr5:182058000-182060000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182056000	182058000	91871	93871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.996751	0.999250	0.002499	1999	PAN011#joint#h2_chr1:92414-94415	PAN027#2#chr5:182056000-182058000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182054000	182056000	93871	95871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.992496	0.999500	0.007004	1999	PAN011#joint#h2_chr1:94415-96415	PAN027#2#chr5:182054000-182056000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182052000	182054000	95871	97871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.983237	0.988994	0.005757	1977	PAN011#joint#h2_chr1:96415-98413	PAN027#2#chr5:182052000-182054000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182050000	182052000	97871	99871	2000	chr8	other	PAN011#joint#h2_chr8	0.957334	0.972784	0.015450	1948	PAN011#joint#h2_chr8:89112-91117	PAN027#2#chr5:182050000-182052000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182038000	182040000	109871	111871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.981509	0.984754	0.003244	1970	PAN011#joint#h2_chr1:98266-100267	PAN027#2#chr5:182038000-182040000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182036000	182038000	111871	113871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.998000	0.999500	0.001500	1999	PAN011#joint#h2_chr1:100267-102267	PAN027#2#chr5:182036000-182038000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182034000	182036000	113871	115871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.998000	0.999250	0.001250	1997	PAN011#joint#h2_chr1:102267-104264	PAN027#2#chr5:182034000-182036000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182030000	182032000	117871	119871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.998500	0.999000	0.000500	1998	PAN011#joint#h2_chr1:106264-108264	PAN027#2#chr5:182030000-182032000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182028000	182030000	119871	121871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.998500	1.000000	0.001500	2000	PAN011#joint#h2_chr1:108264-110264	PAN027#2#chr5:182028000-182030000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182024000	182026000	123871	125871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.999500	1.000000	0.000500	2000	PAN011#joint#h2_chr1:112264-114264	PAN027#2#chr5:182024000-182026000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182020000	182022000	127871	129871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.993997	0.999000	0.005003	1998	PAN011#joint#h2_chr1:116264-118264	PAN027#2#chr5:182020000-182022000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182018000	182020000	129871	131871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.991752	0.997251	0.005499	1995	PAN011#joint#h2_chr1:118264-120265	PAN027#2#chr5:182018000-182020000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182016000	182018000	131871	133871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.989005	0.999500	0.010495	1999	PAN011#joint#h2_chr1:120265-122265	PAN027#2#chr5:182016000-182018000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182014000	182016000	133871	135871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.991274	0.998000	0.006726	1996	PAN011#joint#h2_chr1:122265-124265	PAN027#2#chr5:182014000-182016000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182012000	182014000	135871	137871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.994751	1.000000	0.005249	2000	PAN011#joint#h2_chr1:124265-126265	PAN027#2#chr5:182012000-182014000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182010000	182012000	137871	139871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.993752	0.998500	0.004749	1997	PAN011#joint#h2_chr1:126265-128265	PAN027#2#chr5:182010000-182012000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	182008000	182010000	139871	141871	2000	chr1	chr1	PAN011#joint#h1_chr1	0.991996	0.996249	0.004253	1992	PAN011#joint#h1_chr1:123772-125771	PAN027#2#chr5:182008000-182010000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	181990000	181992000	157871	159871	2000	chr19	other	PAN011#joint#h2_chr19	0.998000	0.998251	0.000251	1997	PAN011#joint#h2_chr19:142342-144343	PAN027#2#chr5:181990000-181992000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	181988000	181990000	159871	161871	2000	chr1	chr1	PAN011#joint#h2_chr1	0.994746	0.997999	0.003253	1995	PAN011#joint#h2_chr1:148585-150583	PAN027#2#chr5:181988000-181990000
3	chr5_q	chr5q subtelomeric	PAN027#2#chr5	chr5	q	182149871	500000	181982000	181984000	165871	167871	2000	chr7	other	PAN011#joint#h1_chr7	0.996251	0.997000	0.000749	1994	PAN011#joint#h1_chr7:77253-79253	PAN027#2#chr5:181982000-181984000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	6000	8000	6000	8000	2000	chr13	chr13	PAN011#joint#h1_chr13	0.008960	0.987234	0.978274	1972	PAN011#joint#h1_chr13:109109667-109111662	PAN027#2#chr15:6000-8000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	8000	10000	8000	10000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.994500	0.998000	0.003500	1996	PAN011#joint#h1_chr22:14944-16944	PAN027#2#chr15:8000-10000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	10000	12000	10000	12000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.012916	0.997753	0.984837	1998	PAN011#joint#h1_chr22:16944-18949	PAN027#2#chr15:10000-12000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	380000	382000	380000	382000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.884166	0.998500	0.114334	1997	PAN011#joint#h1_chr22:196761-198761	PAN027#2#chr15:380000-382000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	382000	384000	382000	384000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.974718	0.999250	0.024532	1999	PAN011#joint#h2_chr13:440576-442577	PAN027#2#chr15:382000-384000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	384000	386000	384000	386000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.997249	0.998500	0.001251	1997	PAN011#joint#h2_chr13:442577-444577	PAN027#2#chr15:384000-386000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	386000	388000	386000	388000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.993000	0.999000	0.006000	1998	PAN011#joint#h2_chr13:444577-446577	PAN027#2#chr15:386000-388000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	388000	390000	388000	390000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.997000	0.999250	0.002250	1998	PAN011#joint#h2_chr13:446577-448576	PAN027#2#chr15:388000-390000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	390000	392000	390000	392000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.993000	0.999500	0.006500	1999	PAN011#joint#h2_chr13:448576-450576	PAN027#2#chr15:390000-392000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	392000	394000	392000	394000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.993755	0.999750	0.005995	1999	PAN011#joint#h2_chr13:450576-452575	PAN027#2#chr15:392000-394000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	394000	396000	394000	396000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.995000	0.999500	0.004500	1999	PAN011#joint#h1_chr22:210756-212756	PAN027#2#chr15:394000-396000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	396000	398000	396000	398000	2000	chr13	chr13	PAN011#joint#h1_chr13	0.994251	0.999500	0.005249	1999	PAN011#joint#h1_chr13:346285-348285	PAN027#2#chr15:396000-398000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	398000	400000	398000	400000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.998000	1.000000	0.002000	2000	PAN011#joint#h1_chr22:214756-216756	PAN027#2#chr15:398000-400000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	400000	402000	400000	402000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.995000	1.000000	0.005000	2000	PAN011#joint#h2_chr13:458576-460576	PAN027#2#chr15:400000-402000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	402000	404000	402000	404000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.995751	1.000000	0.004249	2000	PAN011#joint#h2_chr13:460576-462576	PAN027#2#chr15:402000-404000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	404000	406000	404000	406000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.996500	1.000000	0.003500	2000	PAN011#joint#h2_chr13:462576-464576	PAN027#2#chr15:404000-406000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	406000	408000	406000	408000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.998000	1.000000	0.002000	2000	PAN011#joint#h2_chr13:464576-466576	PAN027#2#chr15:406000-408000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	408000	410000	408000	410000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.997500	1.000000	0.002500	2000	PAN011#joint#h2_chr13:466576-468576	PAN027#2#chr15:408000-410000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	410000	412000	410000	412000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.737374	1.000000	0.262626	2000	PAN011#joint#h2_chr13:468576-470576	PAN027#2#chr15:410000-412000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	412000	414000	412000	414000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.969464	0.999000	0.029536	1998	PAN011#joint#h2_chr13:470576-472576	PAN027#2#chr15:412000-414000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	414000	416000	414000	416000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.997000	0.999500	0.002500	1999	PAN011#joint#h2_chr13:472576-474576	PAN027#2#chr15:414000-416000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	416000	418000	416000	418000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.993500	0.998500	0.005000	1997	PAN011#joint#h2_chr13:474576-476576	PAN027#2#chr15:416000-418000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	418000	420000	418000	420000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.997500	1.000000	0.002500	2000	PAN011#joint#h2_chr13:476576-478576	PAN027#2#chr15:418000-420000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	420000	422000	420000	422000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.997000	0.999500	0.002500	1999	PAN011#joint#h1_chr22:236755-238755	PAN027#2#chr15:420000-422000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	422000	424000	422000	424000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.998500	0.998999	0.000499	1996	PAN011#joint#h2_chr13:480576-482572	PAN027#2#chr15:422000-424000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	424000	426000	424000	426000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.995747	0.999500	0.003753	1999	PAN011#joint#h1_chr22:240751-242751	PAN027#2#chr15:424000-426000
