comparison_id	basis	query_chrom	arm	display_start	display_end	query_start	query_end	target_chrom	target_name	target_start	target_end	inter_identity	same_identity	inter_minus_same_identity	intersection	raw_candidate_count	class_candidate_count	source_tsv_gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	298000	300000	chr14	PAN011#joint#h1_chr14	464199	466197	0.9954977	0.8180503	0.1774474	1990	94	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	300000	302000	chr14	PAN011#joint#h1_chr14	466197	468197	0.9990000	0.8149227	0.1840773	1998	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	302000	304000	chr14	PAN011#joint#h1_chr14	468197	470197	0.9990000	0.9769885	0.0220115	1998	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	304000	306000	chr14	PAN011#joint#h1_chr14	470197	472197	0.9950000	0.9101955	0.0848045	1990	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	316000	318000	chr13	PAN011#joint#h2_chr13	557536	559018	0.8414704	0.8411376	0.0003328	1465	25	6	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	320000	322000	chr14	PAN011#joint#h1_chr14	486238	488239	0.9827543	0.9776662	0.0050881	1966	25	6	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	322000	324000	chr13	PAN011#joint#h1_chr13	452864	454862	0.9914957	0.9909955	0.0005002	1982	130	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	324000	326000	chr14	PAN011#joint#h1_chr14	489990	491989	0.9877470	0.9867334	0.0010136	1975	121	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	326000	328000	chr14	PAN011#joint#h1_chr14	491989	493987	0.9979990	0.9837621	0.0142369	1995	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	328000	330000	chr14	PAN011#joint#h1_chr14	493987	495987	0.9995000	0.9867401	0.0127599	1999	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	330000	332000	chr14	PAN011#joint#h1_chr14	495987	497986	0.9987497	0.9895000	0.0092497	1997	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	332000	334000	chr14	PAN011#joint#h1_chr14	497986	499988	0.9965017	0.9857535	0.0107482	1994	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	334000	336000	chr14	PAN011#joint#h1_chr14	499988	501988	0.9980000	0.9814907	0.0165093	1996	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	336000	338000	chr14	PAN011#joint#h1_chr14	501988	503988	0.9970000	0.9824913	0.0145087	1994	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	338000	340000	chr14	PAN011#joint#h1_chr14	503988	505988	1.0000000	0.9835000	0.0165000	2000	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	340000	342000	chr14	PAN011#joint#h1_chr14	505988	507982	0.9964948	0.9830593	0.0134355	1990	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	342000	344000	chr14	PAN011#joint#h1_chr14	507982	509980	0.9989995	0.9907523	0.0082472	1997	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	344000	346000	chr14	PAN011#joint#h2_chr14	265770	267768	0.9944973	0.8673555	0.1271418	1988	49	10	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	398000	400000	chr14	PAN011#joint#h1_chr14	563906	565906	0.9995000	0.3876899	0.6118101	1999	81	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	400000	402000	chr14	PAN011#joint#h1_chr14	565906	567907	0.9987503	0.9862396	0.0125107	1998	81	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	402000	404000	chr14	PAN011#joint#h1_chr14	567907	569905	0.9959980	0.9854855	0.0105125	1991	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	404000	406000	chr14	PAN011#joint#h1_chr14	569905	571906	0.9972507	0.9894947	0.0077560	1995	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	406000	408000	chr14	PAN011#joint#h1_chr14	571906	573907	0.9997501	0.9864932	0.0132569	2000	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	408000	410000	chr14	PAN011#joint#h1_chr14	573907	575907	0.9985000	0.9820000	0.0165000	1997	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr22	p	0	500000	410000	412000	chr14	PAN011#joint#h1_chr14	575907	577907	0.9990000	0.0059821	0.9930179	1998	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	181982000	181984000	chr7	PAN011#joint#h1_chr7	77253	79253	0.9970000	0.9962509	0.0007491	1994	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	181988000	181990000	chr1	PAN011#joint#h2_chr1	148585	150583	0.9979990	0.9947460	0.0032530	1995	36	8	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	181990000	181992000	chr19	PAN011#joint#h2_chr19	142342	144343	0.9982505	0.9980000	0.0002505	1997	36	8	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182008000	182010000	chr1	PAN011#joint#h1_chr1	123772	125771	0.9962491	0.9919960	0.0042531	1992	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182010000	182012000	chr1	PAN011#joint#h2_chr1	126265	128265	0.9985000	0.9937515	0.0047485	1997	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182012000	182014000	chr1	PAN011#joint#h2_chr1	124265	126265	1.0000000	0.9947513	0.0052487	2000	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182014000	182016000	chr1	PAN011#joint#h2_chr1	122265	124265	0.9980000	0.9912741	0.0067259	1996	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182016000	182018000	chr1	PAN011#joint#h2_chr1	120265	122265	0.9995000	0.9890055	0.0104945	1999	64	12	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182018000	182020000	chr1	PAN011#joint#h2_chr1	118264	120265	0.9972507	0.9917521	0.0054986	1995	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182020000	182022000	chr1	PAN011#joint#h2_chr1	116264	118264	0.9990000	0.9939970	0.0050030	1998	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182024000	182026000	chr1	PAN011#joint#h2_chr1	112264	114264	1.0000000	0.9995000	0.0005000	2000	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182028000	182030000	chr1	PAN011#joint#h2_chr1	108264	110264	1.0000000	0.9985000	0.0015000	2000	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182030000	182032000	chr1	PAN011#joint#h2_chr1	106264	108264	0.9990000	0.9985000	0.0005000	1998	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182034000	182036000	chr1	PAN011#joint#h2_chr1	102267	104264	0.9992495	0.9980000	0.0012495	1997	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182036000	182038000	chr1	PAN011#joint#h2_chr1	100267	102267	0.9995000	0.9980000	0.0015000	1999	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182038000	182040000	chr1	PAN011#joint#h2_chr1	98266	100267	0.9847538	0.9815093	0.0032445	1970	9	2	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182050000	182052000	chr8	PAN011#joint#h2_chr8	89112	91117	0.9727840	0.9573340	0.0154500	1948	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182052000	182054000	chr1	PAN011#joint#h2_chr1	96415	98413	0.9889945	0.9832374	0.0057571	1977	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182054000	182056000	chr1	PAN011#joint#h2_chr1	94415	96415	0.9995000	0.9924962	0.0070038	1999	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182056000	182058000	chr1	PAN011#joint#h2_chr1	92414	94415	0.9992502	0.9967508	0.0024994	1999	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182058000	182060000	chr1	PAN011#joint#h2_chr1	90414	92414	0.9990000	0.9970000	0.0020000	1998	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182060000	182062000	chr1	PAN011#joint#h2_chr1	88414	90414	0.9990000	0.9985000	0.0005000	1998	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182062000	182064000	chr1	PAN011#joint#h2_chr1	86414	88414	1.0000000	0.9989995	0.0010005	2000	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182064000	182066000	chr1	PAN011#joint#h2_chr1	84414	86414	0.9990000	0.9940000	0.0050000	1998	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182066000	182068000	chr1	PAN011#joint#h2_chr1	82418	84414	0.9974975	0.9924547	0.0050428	1993	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182068000	182070000	chr1	PAN011#joint#h2_chr1	80418	82418	1.0000000	0.9920556	0.0079444	2000	100	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182070000	182072000	chr1	PAN011#joint#h2_chr1	78422	80418	0.9969970	0.9962509	0.0007461	1992	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182072000	182074000	chr1	PAN011#joint#h2_chr1	76419	78422	0.9992506	0.9967476	0.0025030	2000	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182074000	182076000	chr1	PAN011#joint#h2_chr1	74419	76419	0.9990000	0.9967492	0.0022508	1998	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182076000	182078000	chr1	PAN011#joint#h2_chr1	72419	74419	1.0000000	0.9982496	0.0017504	2000	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182078000	182080000	chr1	PAN011#joint#h2_chr1	70420	72419	0.9982496	0.9974999	0.0007497	1996	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182080000	182082000	chr6	PAN011#joint#h1_chr6	171362903	171364902	0.9987497	0.9980000	0.0007497	1997	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182084000	182086000	chr6	PAN011#joint#h2_chr6	71184	73184	0.9970000	0.9957511	0.0012489	1994	81	14	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182088000	182090000	chr11	PAN011#joint#h2_chr11	53238	55232	0.9949925	0.9915339	0.0034586	1987	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182090000	182092000	chr1	PAN011#joint#h2_chr1	52577	54571	0.9939910	0.9880597	0.0059313	1985	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182092000	182094000	chr1	PAN011#joint#h2_chr1	50577	52577	0.9985000	0.9855362	0.0129638	1997	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182094000	182096000	chr1	PAN011#joint#h2_chr1	48577	50577	0.9960001	0.9935001	0.0025000	1992	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182096000	182098000	chr1	PAN011#joint#h2_chr1	46575	48577	0.9975013	0.9937547	0.0037466	1996	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182098000	182100000	chr6	PAN011#joint#h2_chr6	171972226	171974225	0.9982496	0.9929860	0.0052636	1996	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182100000	182102000	chr1	PAN011#joint#h2_chr1	42576	44576	0.9985000	0.9922481	0.0062519	1997	121	18	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182102000	182104000	chr1	PAN011#joint#h2_chr1	41565	42576	0.6688807	0.6502823	0.0185984	1007	220	32	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182104000	182106000	chr6	PAN011#joint#h2_chr6	51047	53047	0.9965000	0.0970043	0.8994957	1993	145	20	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
PAN027pat_vs_PAN011_joint	10:10	chr5	q	181649871	182149871	182116000	182118000	chr1	PAN011#joint#h2_chr1	25389	27347	0.9757453	0.7142397	0.2615056	1931	111	16	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_class_winners.impg_similarity.tsv.gz
