schema_version	analysis_layer	row_type	chromosome	arm	chrom_arm	chrom_arm_label	arm_sort_index	community	community_order	community_arms	arm_ontology_eligible_phr_copy_burden	arm_supported_term_contributor_row_burden	arm_unique_supported_coordinate_copy_burden	class_id	display_label	class_rank_in_arm	dominant_functional_class_flag	class_unique_coordinate_copy_burden	class_fraction_of_arm_eligible_burden	class_fraction_of_all_class_copies	functional_source_ids_json	functional_source_symbols_json	gene_names_json	copy_ids_json	representative_exact_terms_json	unclassified_supported_coordinate_copy_burden	ontology_redundancy_warning	summary_role
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr9	p	chr9_p	9p	17	C5	13	chr12_p|chr20_q|chr6_p|chr9_p	2	137	2	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	1	1	1	0.5	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASHC1""]"	"[""CHM13v2.0|chr9:8314-24625|-|WASHC1""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr9	q	chr9_q	9q	18	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	6	177	6	SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / septin / cytokinesis	1	1	2	0.33333333333333331	0.10000000000000001	"[""NCBIGene:346288""]"	"[""SEPTIN14""]"	"[""SEPTIN14P13"",""SEPTIN14P22""]"	"[""CHM13v2.0|chr9:150558546-150558923|+|SEPTIN14P13_1"",""CHM13v2.0|chr9:150558546-150561131|-|SEPTIN14P22_3""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0031105"",""term_name"":""septin complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005940"",""term_name"":""septin ring""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0061640"",""term_name"":""cytoskeleton-dependent cytokinesis""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0000910"",""term_name"":""cytokinesis""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1905719"",""term_name"":""protein localization to perinuclear region of cytoplasm""}]"	3	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr9	q	chr9_q	9q	18	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	6	177	6	RPL23A_RIBOSOMAL_NUCLEOLAR	RPL23A / ribosomal / nucleolar	2	0	1	0.16666666666666666	0.090909090909090912	"[""NCBIGene:6147""]"	"[""RPL23A""]"	"[""RPL23AP47""]"	"[""CHM13v2.0|chr9:150605300-150605772|+|RPL23AP47""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005730"",""term_name"":""nucleolus""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0019843"",""term_name"":""rRNA binding""}]"	3	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr10	p	chr10_p	10p	19	C2	3	chr10_p|chr18_p	1	19	1													1	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr10	q	chr10_q	10q	20	C1	1	chr10_q|chr4_q	37	2356	37	DUX4_ZGA_TRANSCRIPTION_NUCLEAR_ENVELOPE_CELL_CYCLE	DUX4 / ZGA / transcription / nuclear envelope / cell cycle	1	1	32	0.86486486486486491	0.49230769230769234	"[""NCBIGene:100288687""]"	"[""DUX4""]"	"[""DUX4L10"",""DUX4L11"",""DUX4L12"",""DUX4L13"",""DUX4L14"",""DUX4L15"",""DUX4L20"",""DUX4L21"",""DUX4L22"",""DUX4L23"",""DUX4L24"",""DUX4L25""]"	"[""CHM13v2.0|chr10:134618565-134619843|+|DUX4L10"",""CHM13v2.0|chr10:134621872-134623150|+|DUX4L11"",""CHM13v2.0|chr10:134625179-134626703|+|DUX4L23"",""CHM13v2.0|chr10:134628489-134630013|+|DUX4L22"",""CHM13v2.0|chr10:134631799-134633077|+|DUX4L14"",""CHM13v2.0|chr10:134635109-134636387|+|DUX4L15"",""CHM13v2.0|chr10:134638419-134639943|+|DUX4L21"",""CHM13v2.0|chr10:134641729-134643253|+|DUX4L20"",""CHM13v2.0|chr10:134645039-134646563|+|DUX4L25"",""CHM13v2.0|chr10:134648349-134649873|+|DUX4L24"",""CHM13v2.0|chr10:134651659-134652937|+|DUX4L12"",""CHM13v2.0|chr10:134654969-134656247|+|DUX4L13"",""CHM13v2.0|chr10:134658279-134659803|+|DUX4L24_9"",""CHM13v2.0|chr10:134661589-134663113|+|DUX4L24_6"",""CHM13v2.0|chr10:134664899-134666423|+|DUX4L24_11"",""CHM13v2.0|chr10:134668209-134669733|+|DUX4L24_4"",""CHM13v2.0|chr10:134671519-134672797|+|DUX4L10_2"",""CHM13v2.0|chr10:134674825-134676349|+|DUX4L24_15"",""CHM13v2.0|chr10:134678136-134679660|+|DUX4L24_8"",""CHM13v2.0|chr10:134681447-134682978|+|DUX4L25_1"",""CHM13v2.0|chr10:134684778-134686303|+|DUX4L24_16"",""CHM13v2.0|chr10:134688089-134689619|+|DUX4L24_17"",""CHM13v2.0|chr10:134691406-134692684|+|DUX4L10_1"",""CHM13v2.0|chr10:134694717-134696241|+|DUX4L24_7"",""CHM13v2.0|chr10:134701338-134702862|+|DUX4L24_5"",""CHM13v2.0|chr10:134704648-134706172|+|DUX4L24_1"",""CHM13v2.0|chr10:134707958-134709482|+|DUX4L24_14"",""CHM13v2.0|chr10:134711268-134712792|+|DUX4L24_3"",""CHM13v2.0|chr10:134714578-134716102|+|DUX4L24_10"",""CHM13v2.0|chr10:134717888-134719412|+|DUX4L24_13"",""CHM13v2.0|chr10:134721198-134722722|+|DUX4L24_12"",""CHM13v2.0|chr10:134724508-134726032|+|DUX4L24_2""]"	"[{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0070317"",""term_name"":""negative regulation of G0 to G1 transition""},{""collection"":""Reactome"",""relation"":""direct"",""term_id"":""R-HSA-9819196"",""term_name"":""Zygotic genome activation (ZGA)""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0000977"",""term_name"":""RNA polymerase II transcription regulatory region sequence-specific DNA binding""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0031965"",""term_name"":""nuclear membrane""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr10	q	chr10_q	10q	20	C1	1	chr10_q|chr4_q	37	2356	37	RPL23A_RIBOSOMAL_NUCLEOLAR	RPL23A / ribosomal / nucleolar	2	0	1	0.027027027027027029	0.090909090909090912	"[""NCBIGene:6147""]"	"[""RPL23A""]"	"[""RPL23AP60""]"	"[""CHM13v2.0|chr10:134745871-134746398|+|RPL23AP60""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005730"",""term_name"":""nucleolus""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0019843"",""term_name"":""rRNA binding""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr11	p	chr11_p	11p	21	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	11	336	10	SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / septin / cytokinesis	1	1	2	0.18181818181818182	0.10000000000000001	"[""NCBIGene:346288""]"	"[""SEPTIN14""]"	"[""SEPTIN14P11"",""SEPTIN14P22""]"	"[""CHM13v2.0|chr11:145023-147605|+|SEPTIN14P22_10"",""CHM13v2.0|chr11:145023-147605|-|SEPTIN14P11""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0031105"",""term_name"":""septin complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005940"",""term_name"":""septin ring""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0061640"",""term_name"":""cytoskeleton-dependent cytokinesis""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0000910"",""term_name"":""cytokinesis""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1905719"",""term_name"":""protein localization to perinuclear region of cytoplasm""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr11	p	chr11_p	11p	21	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	11	336	10	WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12 signaling	1	1	2	0.18181818181818182	0.14285714285714285	"[""NCBIGene:54838""]"	"[""WBP1L""]"	"[""WBP1LP10"",""WBP1LP9""]"	"[""CHM13v2.0|chr11:102154-102660|+|WBP1LP10"",""CHM13v2.0|chr11:102154-102660|-|WBP1LP9_2""]"	"[{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0038160"",""term_name"":""CXCL12-activated CXCR4 signaling pathway""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0038146"",""term_name"":""chemokine (C-X-C motif) ligand 12 signaling pathway""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0038159"",""term_name"":""C-X-C chemokine receptor CXCR4 signaling pathway""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr11	p	chr11_p	11p	21	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	11	336	10	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	2	0	1	0.090909090909090912	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L17""]"	"[""CHM13v2.0|chr11:3434-5924|+|DDX11L17""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr11	p	chr11_p	11p	21	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	11	336	10	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	2	0	1	0.090909090909090912	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""LOC100996442""]"	"[""CHM13v2.0|chr11:5962-21167|-|LOC100996442""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	NO_SIGNAL_ARM	chr11	q	chr11_q	11q	22	NO_SIGNAL_ARM	9999		0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr12	p	chr12_p	12p	23	C5	13	chr12_p|chr20_q|chr6_p|chr9_p	2	137	2	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	1	1	1	0.5	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L8""]"	"[""CHM13v2.0|chr12:5295-7527|+|DDX11L8""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr12	p	chr12_p	12p	23	C5	13	chr12_p|chr20_q|chr6_p|chr9_p	2	137	2	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	1	1	1	0.5	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASH8P""]"	"[""CHM13v2.0|chr12:7478-23077|-|WASH8P""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr12	q	chr12_q	12q	24	C4	11	chr12_q|chr7_q	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr13	p	chr13_p	13p	25	C7	23	chr13_p|chr14_p|chr15_p|chr21_p|chr22_p	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr13	q	chr13_q	13q	26	C6	17	chr13_q|chr17_q|chr19_q|chr1_q|chr21_q|chr22_q	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr14	p	chr14_p	14p	27	C7	23	chr13_p|chr14_p|chr15_p|chr21_p|chr22_p	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	NO_SIGNAL_ARM	chr14	q	chr14_q	14q	28	NO_SIGNAL_ARM	9999		0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr15	p	chr15_p	15p	29	C7	23	chr13_p|chr14_p|chr15_p|chr21_p|chr22_p	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr15	q	chr15_q	15q	30	C8	28	chr15_q	4	165	4	WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12 signaling	1	1	2	0.5	0.14285714285714285	"[""NCBIGene:54838""]"	"[""WBP1L""]"	"[""WBP1LP5"",""WBP1LP9""]"	"[""CHM13v2.0|chr15:99653860-99654366|+|WBP1LP9_6"",""CHM13v2.0|chr15:99653860-99654366|-|WBP1LP5""]"	"[{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0038160"",""term_name"":""CXCL12-activated CXCR4 signaling pathway""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0038146"",""term_name"":""chemokine (C-X-C motif) ligand 12 signaling pathway""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0038159"",""term_name"":""C-X-C chemokine receptor CXCR4 signaling pathway""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr15	q	chr15_q	15q	30	C8	28	chr15_q	4	165	4	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	2	0	1	0.25	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L9""]"	"[""CHM13v2.0|chr15:99745854-99748389|-|DDX11L9""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr15	q	chr15_q	15q	30	C8	28	chr15_q	4	165	4	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	2	0	1	0.25	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASH3P""]"	"[""CHM13v2.0|chr15:99730108-99745901|+|WASH3P""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr16	p	chr16_p	16p	31	C9	29	chr16_p	3	146	3	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	1	1	1	0.33333333333333331	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L10""]"	"[""CHM13v2.0|chr16:4481-7016|+|DDX11L10""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	1	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr16	p	chr16_p	16p	31	C9	29	chr16_p	3	146	3	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	1	1	1	0.33333333333333331	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASH4P""]"	"[""CHM13v2.0|chr16:7007-11013|-|WASH4P""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	1	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr16	q	chr16_q	16q	32	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	5	180	5	SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / septin / cytokinesis	1	1	2	0.40000000000000002	0.10000000000000001	"[""NCBIGene:346288""]"	"[""SEPTIN14""]"	"[""SEPTIN14P16"",""SEPTIN14P22""]"	"[""CHM13v2.0|chr16:96265822-96268407|+|SEPTIN14P16"",""CHM13v2.0|chr16:96265822-96268407|-|SEPTIN14P22_9""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0031105"",""term_name"":""septin complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005940"",""term_name"":""septin ring""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0061640"",""term_name"":""cytoskeleton-dependent cytokinesis""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0000910"",""term_name"":""cytokinesis""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1905719"",""term_name"":""protein localization to perinuclear region of cytoplasm""}]"	2	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr16	q	chr16_q	16q	32	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	5	180	5	RPL23A_RIBOSOMAL_NUCLEOLAR	RPL23A / ribosomal / nucleolar	2	0	1	0.20000000000000001	0.090909090909090912	"[""NCBIGene:6147""]"	"[""RPL23A""]"	"[""RPL23AP24""]"	"[""CHM13v2.0|chr16:96318486-96318958|+|RPL23AP24""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005730"",""term_name"":""nucleolus""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0019843"",""term_name"":""rRNA binding""}]"	2	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
