schema_version	analysis_layer	assignment	community	community_order	community_arms	community_ontology_eligible_phr_copy_burden	functional_source_id	functional_source_symbol	supported_unique_coordinate_copy_burden	fraction_of_community_eligible_burden	supported_term_contributor_row_burden	supported_exact_term_count	gene_names_json	copy_ids_json	functional_class_ids_json	ontology_redundancy_warning	summary_role
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C9	29	chr16_p	3	NCBIGene:1663	DDX11	1	0.33333333333333331	90	90	"[""DDX11L10""]"	"[""CHM13v2.0|chr16:4481-7016|+|DDX11L10""]"	"[""DDX11_HELICASE_CHROMOSOME""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C9	29	chr16_p	3	NCBIGene:3581	IL9R	1	0.33333333333333331	9	9	"[""IL9RP3""]"	"[""CHM13v2.0|chr16:21851-30058|-|IL9RP3""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C9	29	chr16_p	3	NCBIGene:100287171	WASHC1	1	0.33333333333333331	47	47	"[""WASH4P""]"	"[""CHM13v2.0|chr16:7007-11013|-|WASH4P""]"	"[""WASH_ENDOSOMAL_ACTIN_EXOCYST""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C11	31	chr1_p|chr5_q|chr6_q|chr8_p	17	NCBIGene:54838	WBP1L	6	0.35294117647058826	84	14	"[""WBP1LP12"",""WBP1LP4"",""WBP1LP7"",""WBP1LP9""]"	"[""CHM13v2.0|chr1:100966-101472|+|WBP1LP7"",""CHM13v2.0|chr1:100966-101472|-|WBP1LP9_4"",""CHM13v2.0|chr5:181942043-181942549|+|WBP1LP9_5"",""CHM13v2.0|chr5:181942043-181942549|-|WBP1LP4"",""CHM13v2.0|chr6:172024569-172025075|+|WBP1LP9_3"",""CHM13v2.0|chr6:172024569-172025075|-|WBP1LP12""]"	"[""WBP1L_CXCL12_SIGNALING""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C11	31	chr1_p|chr5_q|chr6_q|chr8_p	17	NCBIGene:346288	SEPTIN14	4	0.23529411764705882	168	42	"[""SEPTIN14P13"",""SEPTIN14P22"",""SEPTIN14P5""]"	"[""CHM13v2.0|chr1:144134-146717|+|SEPTIN14P22_5"",""CHM13v2.0|chr1:146340-146717|-|SEPTIN14P13"",""CHM13v2.0|chr5:181897110-181899694|+|SEPTIN14P5"",""CHM13v2.0|chr5:181897110-181899694|-|SEPTIN14P22_7""]"	"[""SEPTIN14_SEPTIN_CYTOKINESIS""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C11	31	chr1_p|chr5_q|chr6_q|chr8_p	17	NCBIGene:23152	CIC	2	0.11764705882352941	76	38	"[""CICP15"",""CICP3""]"	"[""CHM13v2.0|chr1:148562-152332|+|CICP3"",""CHM13v2.0|chr5:181891501-181895266|-|CICP15""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C11	31	chr1_p|chr5_q|chr6_q|chr8_p	17	NCBIGene:2969	GTF2I	2	0.11764705882352941	72	36	"[""GTF2IP10""]"	"[""CHM13v2.0|chr1:191682-191785|+|GTF2IP10_7"",""CHM13v2.0|chr5:181855118-181855221|-|GTF2IP10_6""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C11	31	chr1_p|chr5_q|chr6_q|chr8_p	17	NCBIGene:729759	OR4F29	1	0.058823529411764705	4	4	"[""OR4F29""]"	"[""CHM13v2.0|chr1:111940-112877|-|OR4F29""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C11	31	chr1_p|chr5_q|chr6_q|chr8_p	17	NCBIGene:26683	OR4F3	1	0.058823529411764705	4	4	"[""OR4F3""]"	"[""CHM13v2.0|chr5:181905487-181933378|+|OR4F3""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C11	31	chr1_p|chr5_q|chr6_q|chr8_p	17	NCBIGene:6147	RPL23A	1	0.058823529411764705	22	22	"[""RPL23AP45""]"	"[""CHM13v2.0|chr5:182034678-182035205|+|RPL23AP45""]"	"[""RPL23A_RIBOSOMAL_NUCLEOLAR""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C12	35	chr20_p|chr2_q	8	NCBIGene:6147	RPL23A	2	0.25	44	22	"[""RPL23AP21"",""RPL23AP88""]"	"[""CHM13v2.0|chr20:11293-11818|-|RPL23AP21"",""CHM13v2.0|chr2:242685066-242685590|+|RPL23AP88""]"	"[""RPL23A_RIBOSOMAL_NUCLEOLAR""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C12	35	chr20_p|chr2_q	8	NCBIGene:346288	SEPTIN14	2	0.25	84	42	"[""SEPTIN14P2"",""SEPTIN14P22""]"	"[""CHM13v2.0|chr2:242631950-242634517|+|SEPTIN14P2"",""CHM13v2.0|chr2:242631950-242634517|-|SEPTIN14P22_16""]"	"[""SEPTIN14_SEPTIN_CYTOKINESIS""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C12	35	chr20_p|chr2_q	8	NCBIGene:23152	CIC	1	0.125	38	38	"[""CICP10""]"	"[""CHM13v2.0|chr2:242629543-242629808|-|CICP10""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C12	35	chr20_p|chr2_q	8	NCBIGene:1663	DDX11	1	0.125	90	90	"[""DDX11L9""]"	"[""CHM13v2.0|chr20:72708-75239|+|DDX11L9_1""]"	"[""DDX11_HELICASE_CHROMOSOME""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C12	35	chr20_p|chr2_q	8	NCBIGene:100302278	MIR1302-2	1	0.125	10	10	"[""MIR1302-2""]"	"[""CHM13v2.0|chr20:93230-93367|+|MIR1302-2_1""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C12	35	chr20_p|chr2_q	8	NCBIGene:100287171	WASHC1	1	0.125	47	47	"[""WASH5P""]"	"[""CHM13v2.0|chr20:80190-92223|-|WASH5P_1""]"	"[""WASH_ENDOSOMAL_ACTIN_EXOCYST""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:7225	TRPC6	2	0.22222222222222221	18	9	"[""TRPC6P1""]"	"[""CHM13v2.0|chrX:154029927-154030823|-|TRPC6P1_2"",""CHM13v2.0|chrX:154213358-154214254|-|TRPC6P1""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:262	AMD1	1	0.1111111111111111	1	1	"[""AMD1P2""]"	"[""CHM13v2.0|chrX:154056095-154057826|-|AMD1P2""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:1663	DDX11	1	0.1111111111111111	90	90	"[""DDX11L16""]"	"[""CHM13v2.0|chrX:154252395-154254921|-|DDX11L16""]"	"[""DDX11_HELICASE_CHROMOSOME""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:285381	DPH3	1	0.1111111111111111	14	14	"[""DPH3P2""]"	"[""CHM13v2.0|chrX:154103628-154103877|+|DPH3P2""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:6921	ELOC	1	0.1111111111111111	31	31	"[""ELOCP24""]"	"[""CHM13v2.0|chrX:154206998-154207331|-|ELOCP24""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:3581	IL9R	1	0.1111111111111111	9	9	"[""IL9R""]"	"[""CHM13v2.0|chrX:154225700-154241023|+|IL9R""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:6845	VAMP7	1	0.1111111111111111	10	10	"[""VAMP7""]"	"[""CHM13v2.0|chrX:154109337-154171772|+|VAMP7""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C14	38	chrX_q|chrY_q	9	NCBIGene:100287171	WASHC1	1	0.1111111111111111	47	47	"[""WASH6P""]"	"[""CHM13v2.0|chrX:154249567-154252407|+|WASH6P""]"	"[""WASH_ENDOSOMAL_ACTIN_EXOCYST""]"	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C15	40	chrX_p|chrY_p	6	NCBIGene:2171	FABP5	1	0.16666666666666666	22	22	"[""FABP5P13""]"	"[""CHM13v2.0|chrX:356555-356915|-|FABP5P13""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C15	40	chrX_p|chrY_p	6	NCBIGene:8225	GTPBP6	1	0.16666666666666666	4	4	"[""GTPBP6""]"	"[""CHM13v2.0|chrX:132988-149851|-|GTPBP6""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C15	40	chrX_p|chrY_p	6	NCBIGene:3875	KRT18	1	0.16666666666666666	17	17	"[""KRT18P53""]"	"[""CHM13v2.0|chrX:382622-382738|-|KRT18P53""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C15	40	chrX_p|chrY_p	6	NCBIGene:55344	PLCXD1	1	0.16666666666666666	1	1	"[""PLCXD1""]"	"[""CHM13v2.0|chrX:104531-131585|+|PLCXD1""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C15	40	chrX_p|chrY_p	6	NCBIGene:28227	PPP2R3B	1	0.16666666666666666	10	10	"[""PPP2R3B""]"	"[""CHM13v2.0|chrX:165039-218172|-|PPP2R3B""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	midpoint	C15	40	chrX_p|chrY_p	6	NCBIGene:6473	SHOX	1	0.16666666666666666	41	41	"[""SHOX""]"	"[""CHM13v2.0|chrX:464175-499150|+|SHOX""]"	[]	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
